order_id,payment_id,payment_method,payment_status,attempt_number,payment_amount,payment_created_at,processor
ORD000316,P00420,klarna,failed,1,365.34,2025-04-15,adyen
ORD000703,P00420,klarna,refunded,1,93.88,2025-06-09,stripe
ORD000879,P01439,apple_pay,captured,1,475.77,2025-01-11,stripe
ORD000163,P01332,klarna,authorized,1,503.21,2025-03-10,stripe
ORD001285,P00443,paypal,captured,1,399.62,2025-12-20,stripe
ORD000774,P01449,mastercard,refunded,1,407.17,2025-05-11,adyen
ORD000158,P00780,paypal,refunded,3,512.35,2025-06-08,stripe
ORD001363,P00960,visa,chargeback,1,70.08,2025-03-11,braintree
ORD001127,P00566,amex,authorized,3,427.52,2025-11-15,stripe
ORD000581,P00976,apple_pay,failed,3,80.76,2025-04-13,adyen
ORD001154,P00910,mastercard,authorized,3,34.96,2025-04-18,stripe
ORD000440,P00688,paypal,authorized,1,386.77,2025-06-02,adyen
ORD001393,P00243,apple_pay,captured,2,170.53,2025-10-22,adyen
ORD000277,P01491,apple_pay,authorized,2,37.07,2025-10-18,stripe
ORD000599,P00040,paypal,captured,2,47.25,2025-03-08,stripe
ORD000456,P01437,mastercard,authorized,3,588.02,2025-03-13,adyen
ORD000157,P00147,mastercard,authorized,3,141.63,2025-04-04,stripe
ORD000308,P01041,visa,authorized,2,250.62,2025-03-13,stripe
ORD000039,P01470,apple_pay,captured,1,167.25,2025-07-02,stripe
ORD000315,P00133,mastercard,captured,2,561.84,2025-04-01,adyen
ORD000596,P00625,paypal,captured,3,53.55,2025-01-27,stripe
ORD000304,P00859,visa,captured,3,330.49,2025-10-16,adyen
ORD000745,P00533,mastercard,authorized,2,291.9,2025-05-05,braintree
ORD000915,P00082,amex,failed,2,418.34,2025-04-01,adyen
ORD000386,P00038,apple_pay,authorized,3,540.01,2025-02-22,stripe
ORD000023,P00087,visa,refunded,1,10.23,2025-10-27,stripe
ORD001390,P01325,amex,chargeback,1,19.77,2025-08-08,stripe
ORD000393,P00764,amex,refunded,1,232.6,2025-04-28,stripe
ORD001145,P00950,mastercard,captured,2,246.96,2025-10-30,stripe
ORD000821,P01064,apple_pay,failed,3,535.38,2025-04-21,stripe
ORD000526,P00200,klarna,authorized,1,174.53,2025-04-02,braintree
ORD000885,P00905,visa,refunded,3,510.52,2025-05-19,adyen
ORD001323,P00608,klarna,authorized,2,62.67,2025-01-15,stripe
ORD000585,P00606,klarna,captured,1,55.67,2025-06-13,stripe
ORD000715,P00113,klarna,captured,3,449.62,2025-10-02,adyen
ORD000260,P00547,visa,failed,2,459.96,2025-06-03,stripe
ORD000440,P01407,amex,captured,2,65.75,2025-07-31,stripe
ORD000911,P00097,paypal,captured,1,595.9,2025-05-24,braintree
ORD000679,P00733,mastercard,authorized,2,57.47,2025-10-28,adyen
ORD000051,P00246,mastercard,failed,1,531.67,2025-12-31,braintree
ORD000808,P01175,paypal,chargeback,2,124.41,2025-07-17,adyen
ORD000869,P01539,klarna,authorized,3,22.97,2025-09-10,adyen
ORD000179,P01246,visa,captured,3,514.33,2025-08-11,adyen
ORD000698,P00115,visa,captured,2,118.76,2025-11-18,stripe
ORD000009,P00815,klarna,captured,1,322.36,2025-11-27,stripe
ORD000648,P00891,amex,authorized,1,497.81,2025-11-23,stripe
ORD000750,P01077,visa,captured,1,101.28,2025-01-26,stripe
ORD000090,P00345,klarna,authorized,2,447.22,2025-06-05,stripe
ORD000364,P01146,mastercard,failed,3,323.61,2025-07-02,adyen
ORD001307,P01561,visa,authorized,3,160.96,2025-10-10,stripe
ORD001182,P00761,apple_pay,captured,1,34.52,2025-07-26,braintree
ORD001206,P00128,apple_pay,authorized,3,165.13,2025-06-21,stripe
ORD000207,P00386,visa,captured,2,260.61,2025-07-14,stripe
ORD000143,P00115,apple_pay,authorized,2,227.08,2025-08-06,stripe
ORD001112,P00263,amex,captured,1,432.97,2025-08-09,stripe
ORD000204,P01047,mastercard,captured,3,251.8,2025-09-26,stripe
ORD000421,P00267,apple_pay,captured,2,234.4,2025-05-27,stripe
ORD001120,P01520,visa,captured,3,489.23,2025-08-01,adyen
ORD000795,P01258,mastercard,authorized,1,283.72,2025-02-14,stripe
ORD000948,P00491,apple_pay,authorized,3,591.44,2025-07-05,braintree
ORD000557,P01024,klarna,authorized,2,348.93,2025-05-17,stripe
ORD000042,P00414,klarna,authorized,2,562.95,2025-01-05,stripe
ORD000701,P00407,apple_pay,authorized,2,530.5,2025-03-17,braintree
ORD000358,P00049,visa,authorized,2,254.28,2025-12-20,adyen
ORD000346,P00275,mastercard,captured,1,371.47,2025-07-20,stripe
ORD001037,P00753,klarna,authorized,3,93.07,2025-01-14,stripe
ORD000828,P00456,apple_pay,captured,1,320.94,2025-11-20,stripe
ORD000530,P00261,apple_pay,failed,2,260.15,2025-02-13,adyen
ORD000309,P00255,amex,failed,2,295.41,2025-08-16,adyen
ORD000429,P00577,paypal,captured,2,118.72,2025-01-16,braintree
ORD001394,P01546,apple_pay,authorized,1,521.07,2025-11-02,stripe
ORD001027,P00445,apple_pay,captured,3,57.18,2025-08-17,stripe
ORD000933,P01467,apple_pay,authorized,2,470.91,2025-11-09,stripe
ORD000156,P00636,visa,captured,3,567.03,2025-04-21,braintree
ORD000944,P00744,mastercard,refunded,2,72.74,2025-11-22,braintree
ORD000462,P01267,amex,captured,2,265.87,2025-11-23,stripe
ORD001144,P01077,apple_pay,refunded,2,355.12,2025-06-24,stripe
ORD000850,P00575,klarna,authorized,2,594.89,2025-08-05,adyen
ORD000989,P00858,mastercard,authorized,1,520.58,2025-05-18,stripe
ORD001151,P00642,apple_pay,authorized,3,254.4,2025-10-13,braintree
ORD000515,P01383,paypal,authorized,3,581.07,2025-08-23,adyen
ORD001167,P01121,mastercard,authorized,2,205.45,2025-02-23,adyen
ORD000219,P00162,mastercard,refunded,2,210.59,2025-05-30,adyen
ORD000634,P01272,paypal,captured,2,308.69,2025-05-30,stripe
ORD000021,P00257,mastercard,refunded,1,469.95,2025-06-08,stripe
ORD000521,P00901,mastercard,failed,1,123.38,2025-08-16,braintree
ORD001358,P00560,mastercard,captured,2,448.06,2025-04-13,stripe
ORD000210,P01564,mastercard,refunded,1,11.59,2025-03-10,stripe
ORD000479,P01368,visa,authorized,1,164.86,2025-06-16,adyen
ORD000973,P01547,mastercard,failed,1,584.94,2025-05-20,stripe
ORD000108,P00348,klarna,captured,1,397.32,2025-11-28,adyen
ORD000675,P00852,mastercard,captured,2,282.91,2025-10-03,adyen
ORD000885,P00933,amex,captured,1,441.74,2025-03-31,stripe
ORD000886,P00003,amex,refunded,3,266.8,2025-09-06,stripe
ORD000951,P01081,apple_pay,refunded,3,72.95,2025-08-09,stripe
ORD000120,P01204,mastercard,authorized,1,303.57,2025-11-26,stripe
ORD000284,P00616,apple_pay,authorized,1,573.69,2025-09-30,stripe
ORD000895,P01167,apple_pay,authorized,1,170.84,2025-07-23,braintree
ORD000338,P01505,paypal,failed,1,41.2,2025-04-02,braintree
ORD000563,P01477,klarna,authorized,2,447.39,2025-03-17,stripe
ORD001314,P00795,amex,captured,1,278.1,2025-05-17,stripe
ORD000032,P01220,amex,captured,1,207.48,2025-11-17,stripe
ORD001246,P01227,paypal,refunded,2,297.65,2025-11-25,stripe
ORD000738,P00621,mastercard,failed,3,558.7,2025-12-18,braintree
ORD000858,P01275,visa,captured,2,157.65,2025-12-25,stripe
ORD000829,P01465,klarna,captured,1,128.31,2025-06-27,braintree
ORD001174,P00207,visa,failed,3,325.01,2025-08-08,stripe
ORD000676,P00440,visa,authorized,3,283.35,2025-01-31,stripe
ORD000123,P00807,visa,captured,3,98.38,2025-02-28,braintree
ORD000449,P00564,paypal,refunded,2,352.59,2025-04-03,adyen
ORD000567,P00853,mastercard,captured,1,348.95,2025-03-03,adyen
ORD000260,P01222,mastercard,refunded,3,367.2,2025-10-02,stripe
ORD001357,P00527,klarna,captured,3,254.0,2025-11-04,stripe
ORD001121,P00135,klarna,captured,2,181.13,2025-01-01,stripe
ORD000449,P01275,klarna,refunded,3,203.71,2025-09-07,stripe
ORD000972,P00996,mastercard,captured,3,502.27,2025-04-18,stripe
ORD000257,P01251,visa,refunded,1,378.81,2025-06-30,adyen
ORD000030,P01083,klarna,failed,2,244.83,2025-05-15,stripe
ORD000587,P01041,paypal,authorized,3,371.83,2025-02-25,stripe
ORD000672,P01214,klarna,authorized,3,216.27,2025-10-15,adyen
ORD000842,P00210,mastercard,captured,1,518.96,2025-04-23,stripe
ORD001233,P01316,klarna,refunded,1,439.3,2025-06-09,stripe
ORD000615,P01223,mastercard,failed,1,69.56,2025-08-04,braintree
ORD000414,P00097,apple_pay,captured,2,43.14,2025-07-11,stripe
ORD001357,P00081,visa,captured,1,29.72,2025-03-09,adyen
ORD000035,P01303,apple_pay,captured,1,26.24,2025-09-03,braintree
ORD000514,P00137,amex,captured,2,303.18,2025-02-28,adyen
ORD000823,P00920,klarna,captured,3,116.7,2025-10-14,braintree
ORD000482,P01068,visa,chargeback,2,407.97,2025-08-25,stripe
ORD000976,P00110,mastercard,captured,2,294.83,2025-05-04,stripe
ORD000206,P00317,paypal,authorized,3,65.15,2025-05-10,adyen
ORD000865,P01189,apple_pay,captured,2,13.44,2025-03-04,stripe
ORD000752,P00784,klarna,authorized,1,31.67,2025-06-11,stripe
ORD000867,P00102,visa,captured,1,324.67,2025-03-08,stripe
ORD000570,P01102,visa,refunded,1,356.1,2025-07-05,adyen
ORD000619,P00856,amex,captured,1,218.28,2025-02-28,adyen
ORD000379,P01362,visa,refunded,3,56.55,2025-11-21,adyen
ORD000094,P00822,amex,captured,3,561.47,2025-02-11,braintree
ORD001134,P00341,amex,captured,2,249.37,2025-09-20,stripe
ORD001103,P00672,klarna,captured,2,263.29,2025-06-10,adyen
ORD000063,P00501,visa,captured,1,235.06,2025-05-04,stripe
ORD000618,P01245,mastercard,captured,2,45.09,2025-03-08,braintree
ORD000324,P00140,amex,authorized,1,429.16,2025-08-21,braintree
ORD000473,P01367,paypal,captured,3,402.24,2025-10-13,braintree
ORD000350,P00530,mastercard,authorized,2,107.03,2025-08-25,braintree
ORD001167,P01409,paypal,authorized,1,168.46,2025-01-01,adyen
ORD001235,P01124,klarna,captured,1,332.68,2025-10-31,stripe
ORD000088,P01099,apple_pay,chargeback,2,232.29,2025-12-15,braintree
ORD000968,P00677,paypal,captured,2,598.78,2025-09-15,stripe
ORD000137,P00682,visa,failed,1,302.92,2025-01-05,braintree
ORD001302,P00728,klarna,captured,2,530.52,2025-07-04,stripe
ORD000032,P01088,paypal,authorized,3,130.72,2025-04-29,stripe
ORD000868,P00377,visa,authorized,2,338.17,2025-08-27,stripe
ORD001129,P00529,paypal,authorized,2,199.86,2025-10-03,stripe
ORD000741,P00847,amex,captured,2,561.36,2025-11-20,adyen
ORD001029,P00492,klarna,captured,3,335.2,2025-11-15,adyen
ORD001141,P01186,paypal,captured,2,395.83,2025-12-19,stripe
ORD000525,P01354,klarna,authorized,3,54.85,2025-02-01,stripe
ORD001141,P00797,klarna,authorized,3,297.74,2025-02-13,stripe
ORD000786,P00593,mastercard,authorized,1,351.89,2025-10-20,stripe
ORD000360,P00733,mastercard,refunded,3,181.34,2025-09-19,adyen
ORD000944,P00778,mastercard,captured,1,444.1,2025-10-02,adyen
ORD000164,P00893,mastercard,captured,1,285.28,2025-03-27,stripe
ORD000373,P01005,apple_pay,captured,1,341.17,2025-06-17,adyen
ORD000449,P00683,klarna,authorized,3,222.95,2025-08-23,braintree
ORD001348,P00367,amex,authorized,2,409.14,2025-08-17,adyen
ORD000960,P00352,apple_pay,captured,2,70.87,2025-11-10,stripe
ORD000337,P01199,apple_pay,refunded,1,308.67,2025-05-15,adyen
ORD000402,P00777,mastercard,refunded,2,538.43,2025-11-02,stripe
ORD000558,P01356,klarna,captured,2,148.76,2025-04-24,stripe
ORD001069,P00196,amex,authorized,2,522.38,2025-10-05,stripe
ORD000054,P00400,visa,captured,2,532.18,2025-01-13,stripe
ORD000563,P01001,apple_pay,authorized,3,145.95,2025-03-16,adyen
ORD000842,P01122,klarna,refunded,2,57.63,2025-01-03,adyen
ORD001222,P00489,mastercard,authorized,1,461.01,2025-03-20,stripe
ORD001031,P00948,mastercard,authorized,2,575.56,2025-07-12,stripe
ORD001160,P00893,apple_pay,authorized,1,160.87,2025-11-14,stripe
ORD000206,P01442,klarna,failed,3,548.67,2025-01-05,braintree
ORD000849,P00617,mastercard,captured,1,132.82,2025-08-02,stripe
ORD001294,P01229,amex,authorized,3,221.99,2025-02-14,stripe
ORD000042,P00854,apple_pay,captured,1,532.68,2025-03-05,braintree
ORD000542,P01024,klarna,authorized,2,189.4,2025-02-05,stripe
ORD000676,P01278,visa,authorized,2,455.86,2025-08-03,stripe
ORD001374,P01097,mastercard,refunded,3,96.71,2025-08-20,braintree
ORD000356,P00014,klarna,captured,1,233.47,2025-04-11,stripe
ORD001007,P01497,paypal,captured,3,565.04,2025-09-02,stripe
ORD001192,P00345,apple_pay,captured,2,143.51,2025-05-27,stripe
ORD000647,P00932,visa,captured,1,424.0,2025-10-03,stripe
ORD000906,P00017,visa,failed,3,552.54,2025-07-11,braintree
ORD001075,P01002,apple_pay,authorized,2,473.12,2025-12-22,adyen
ORD000103,P00597,amex,captured,2,569.31,2025-09-01,stripe
ORD000873,P01141,klarna,captured,2,566.81,2025-12-24,stripe
ORD001081,P00342,amex,captured,2,77.05,2025-11-29,stripe
ORD000098,P00817,klarna,authorized,3,364.98,2025-03-17,braintree
ORD000299,P01482,paypal,failed,3,261.87,2025-05-07,stripe
ORD000970,P00977,apple_pay,refunded,3,412.82,2025-05-09,stripe
ORD001247,P01088,paypal,authorized,2,448.1,2025-08-11,stripe
ORD000940,P00492,visa,authorized,2,154.69,2025-07-24,adyen
ORD001054,P00213,apple_pay,captured,3,481.92,2025-06-22,braintree
ORD000031,P01043,klarna,failed,2,251.43,2025-01-17,stripe
ORD000120,P01405,amex,captured,1,397.48,2025-06-13,stripe
ORD001283,P00947,amex,refunded,3,262.35,2025-03-12,adyen
ORD001038,P01248,paypal,refunded,2,214.21,2025-12-13,stripe
ORD001019,P00413,paypal,authorized,2,419.4,2025-11-08,stripe
ORD000979,P00587,amex,authorized,1,329.73,2025-03-08,stripe
ORD001235,P00885,mastercard,authorized,2,513.23,2025-05-29,stripe
ORD001010,P01052,klarna,refunded,3,473.75,2025-08-20,stripe
ORD000254,P01475,apple_pay,captured,2,522.32,2025-06-26,adyen
ORD001127,P01581,paypal,refunded,1,461.81,2025-03-04,stripe
ORD000901,P01284,amex,captured,3,550.94,2025-09-26,stripe
ORD001002,P01097,amex,captured,2,102.43,2025-11-28,adyen
ORD000365,P00372,amex,authorized,2,387.88,2025-10-23,adyen
ORD000555,P00341,paypal,authorized,1,58.62,2025-05-10,stripe
ORD001304,P00874,visa,refunded,1,304.79,2025-11-12,stripe
ORD000429,P00057,paypal,captured,1,518.19,2025-11-19,stripe
ORD001018,P00585,paypal,chargeback,1,438.1,2025-11-23,stripe
ORD000261,P00180,visa,captured,2,353.93,2025-10-29,stripe
ORD000691,P01429,mastercard,captured,2,419.45,2025-04-18,stripe
ORD000517,P00409,mastercard,captured,1,112.24,2025-07-02,adyen
ORD000314,P01347,klarna,authorized,2,559.17,2025-08-25,adyen
ORD000170,P01280,klarna,captured,2,135.36,2025-10-24,stripe
ORD000531,P00672,apple_pay,refunded,2,108.51,2025-02-10,adyen
ORD000181,P00340,apple_pay,captured,1,92.6,2025-01-25,stripe
ORD001081,P01351,klarna,captured,2,562.37,2025-12-20,stripe
ORD000832,P00977,apple_pay,captured,1,281.91,2025-09-12,adyen
ORD000349,P01415,amex,failed,3,324.51,2025-04-08,adyen
ORD000580,P00855,amex,failed,2,233.62,2025-12-30,adyen
ORD001371,P01024,paypal,captured,3,26.09,2025-05-23,stripe
ORD000623,P00122,amex,captured,3,49.33,2025-08-19,stripe
ORD000338,P01320,amex,captured,2,19.3,2025-12-06,stripe
ORD000185,P00105,klarna,refunded,2,328.01,2025-11-08,stripe
ORD000923,P01568,klarna,refunded,3,124.16,2025-08-19,stripe
ORD000301,P01261,paypal,captured,2,247.25,2025-07-21,braintree
ORD000212,P01171,mastercard,authorized,2,281.59,2025-04-16,stripe
ORD000711,P00832,amex,refunded,2,324.22,2025-03-06,adyen
ORD000628,P01580,mastercard,authorized,2,536.76,2025-02-01,stripe
ORD000085,P00747,amex,authorized,1,35.51,2025-01-07,adyen
ORD001095,P00384,amex,captured,1,301.6,2025-06-28,stripe
ORD001113,P00682,amex,captured,3,87.8,2025-05-08,stripe
ORD000149,P01162,amex,authorized,2,556.65,2025-08-04,stripe
ORD000774,P01578,paypal,captured,3,551.3,2025-07-06,stripe
ORD000477,P00736,klarna,failed,2,92.56,2025-09-01,stripe
ORD000495,P00869,paypal,captured,1,79.24,2025-03-12,adyen
ORD001107,P01020,mastercard,authorized,2,74.82,2025-03-02,adyen
ORD000581,P00611,mastercard,authorized,1,67.87,2025-02-16,stripe
ORD001221,P00516,paypal,captured,3,103.28,2025-09-15,adyen
ORD000724,P00414,klarna,authorized,2,101.86,2025-11-29,stripe
ORD000946,P00339,mastercard,authorized,1,106.47,2025-05-13,braintree
ORD000672,P01186,visa,chargeback,2,97.66,2025-02-22,stripe
ORD001046,P00053,visa,captured,1,232.97,2025-12-11,adyen
ORD000840,P01051,mastercard,captured,2,159.8,2025-03-25,stripe
ORD000571,P01177,klarna,captured,3,256.08,2025-08-27,adyen
ORD000327,P01067,apple_pay,captured,2,537.31,2025-11-18,stripe
ORD000937,P00042,apple_pay,captured,2,217.66,2025-12-02,stripe
ORD000166,P00095,mastercard,captured,2,179.02,2025-03-23,braintree
ORD000396,P00100,klarna,captured,1,549.47,2025-01-11,stripe
ORD000552,P00290,amex,authorized,1,199.75,2025-06-03,stripe
ORD000546,P01516,amex,captured,2,81.98,2025-11-26,stripe
ORD001243,P01243,klarna,captured,2,375.2,2025-06-22,stripe
ORD000024,P01021,apple_pay,failed,1,176.26,2025-11-17,stripe
ORD000864,P01311,mastercard,failed,1,316.78,2025-11-01,stripe
ORD000674,P01263,paypal,failed,3,463.11,2025-07-06,adyen
ORD000314,P00519,amex,captured,2,343.69,2025-11-14,braintree
ORD000034,P01351,paypal,captured,1,487.17,2025-12-23,stripe
ORD001192,P00890,visa,captured,3,213.37,2025-09-06,adyen
ORD001373,P00213,visa,captured,3,109.52,2025-10-01,braintree
ORD000260,P00612,klarna,chargeback,3,242.85,2025-06-12,adyen
ORD001137,P00742,visa,captured,1,253.04,2025-12-30,adyen
ORD000955,P01176,amex,captured,3,432.42,2025-05-10,adyen
ORD001078,P00359,mastercard,failed,2,415.24,2025-10-04,stripe
ORD001259,P00576,visa,captured,1,192.53,2025-12-10,braintree
ORD000677,P00641,apple_pay,captured,2,558.3,2025-12-01,stripe
ORD000898,P01085,mastercard,captured,3,172.6,2025-11-19,stripe
ORD000366,P01483,apple_pay,captured,1,597.91,2025-03-13,adyen
ORD000314,P00787,paypal,captured,1,29.29,2025-12-24,stripe
ORD000619,P00509,paypal,captured,1,407.51,2025-03-13,stripe
ORD000833,P00963,apple_pay,failed,3,375.92,2025-03-28,stripe
ORD000501,P00746,mastercard,authorized,1,355.11,2025-07-05,stripe
ORD000677,P00060,amex,captured,2,469.69,2025-02-22,stripe
ORD000827,P00357,apple_pay,authorized,1,358.62,2025-09-24,stripe
ORD001113,P01279,mastercard,captured,3,369.85,2025-12-05,stripe
ORD000588,P00183,visa,authorized,3,527.64,2025-04-07,adyen
ORD000773,P01023,amex,captured,2,120.18,2025-04-30,stripe
ORD000406,P00047,klarna,authorized,3,323.38,2025-06-02,adyen
ORD000228,P01029,mastercard,captured,1,430.14,2025-02-01,adyen
ORD000387,P00625,amex,captured,2,191.65,2025-03-04,adyen
ORD000799,P00034,visa,captured,3,139.5,2025-12-13,stripe
ORD001123,P00237,apple_pay,captured,2,86.05,2025-12-04,stripe
ORD001221,P01418,amex,chargeback,1,164.99,2025-07-03,stripe
ORD001146,P00272,mastercard,authorized,2,402.99,2025-09-29,braintree
ORD000322,P01496,visa,captured,3,372.83,2025-01-18,stripe
ORD000166,P00415,mastercard,captured,1,111.33,2025-01-15,stripe
ORD000561,P00029,mastercard,failed,3,299.78,2025-11-20,stripe
ORD000591,P01574,amex,authorized,2,136.12,2025-01-09,braintree
ORD001267,P01130,amex,captured,1,562.22,2025-09-16,stripe
ORD001231,P00438,amex,failed,3,437.24,2025-12-29,stripe
ORD000625,P00275,amex,captured,2,112.26,2025-10-17,stripe
ORD000018,P00081,visa,failed,1,180.93,2025-05-25,braintree
ORD000270,P00814,apple_pay,authorized,1,513.32,2025-07-15,stripe
ORD001050,P00302,paypal,authorized,1,338.7,2025-08-08,braintree
ORD000926,P00145,mastercard,captured,2,220.01,2025-06-12,braintree
ORD000228,P00952,visa,authorized,1,363.07,2025-12-12,adyen
ORD000409,P00399,klarna,captured,1,239.79,2025-01-17,stripe
ORD000854,P00090,klarna,authorized,2,547.74,2025-12-15,braintree
ORD000534,P00284,mastercard,captured,3,525.39,2025-11-10,stripe
ORD000398,P01544,amex,refunded,3,104.63,2025-02-05,stripe
ORD000611,P01581,paypal,refunded,1,409.69,2025-07-27,adyen
ORD001173,P01345,amex,captured,2,504.18,2025-08-20,adyen
ORD000393,P00356,klarna,authorized,1,134.63,2025-12-26,braintree
ORD000511,P01386,paypal,refunded,2,524.19,2025-12-29,braintree
ORD000713,P01253,mastercard,captured,3,257.54,2025-06-21,stripe
ORD001345,P00790,apple_pay,captured,2,191.56,2025-03-07,stripe
ORD000639,P00548,klarna,failed,2,590.6,2025-10-22,braintree
ORD001071,P00824,visa,captured,3,415.92,2025-08-30,stripe
ORD000902,P01532,klarna,captured,1,181.4,2025-07-07,stripe
ORD000405,P01095,apple_pay,failed,2,322.52,2025-10-10,stripe
ORD000069,P00488,klarna,captured,3,389.64,2025-01-31,stripe
ORD001130,P00544,klarna,captured,1,430.04,2025-01-28,stripe
ORD001038,P00786,visa,refunded,3,133.54,2025-06-25,adyen
ORD000979,P01385,amex,captured,1,373.79,2025-05-22,braintree
ORD000121,P00927,visa,refunded,3,509.88,2025-02-27,braintree
ORD000355,P00731,visa,captured,1,484.16,2025-03-16,stripe
ORD000521,P00989,klarna,refunded,3,183.62,2025-06-27,stripe
ORD000117,P00727,mastercard,captured,3,582.41,2025-01-21,stripe
ORD000353,P01539,visa,authorized,1,17.43,2025-09-17,stripe
ORD001276,P00704,klarna,captured,2,469.62,2025-02-06,stripe
ORD000968,P01430,amex,refunded,3,197.1,2025-09-01,braintree
ORD001135,P00369,visa,failed,1,565.31,2025-05-05,stripe
ORD001259,P00815,mastercard,captured,1,518.02,2025-02-27,stripe
ORD001350,P00400,visa,chargeback,3,529.88,2025-07-31,adyen
ORD001372,P01216,apple_pay,captured,1,158.6,2025-08-19,stripe
ORD001374,P00182,klarna,refunded,3,479.89,2025-12-15,stripe
ORD001197,P00089,amex,authorized,3,206.27,2025-06-09,adyen
ORD000492,P00303,klarna,authorized,1,273.85,2025-12-08,stripe
ORD000665,P00538,amex,authorized,1,543.56,2025-06-23,adyen
ORD000129,P00683,amex,refunded,1,435.07,2025-11-15,adyen
ORD000743,P00525,mastercard,authorized,2,387.93,2025-04-13,stripe
ORD001242,P00692,visa,captured,3,86.09,2025-10-09,stripe
ORD000798,P01332,visa,authorized,3,327.59,2025-03-22,stripe
ORD001045,P00996,paypal,authorized,1,82.87,2025-01-15,adyen
ORD000187,P01201,visa,captured,2,54.26,2025-02-17,braintree
ORD001367,P00633,apple_pay,authorized,1,568.48,2025-05-29,braintree
ORD000852,P00593,klarna,refunded,2,359.52,2025-02-17,stripe
ORD000481,P00853,mastercard,refunded,2,13.63,2025-10-12,stripe
ORD000633,P01397,mastercard,captured,2,286.73,2025-02-02,stripe
ORD000277,P00645,mastercard,captured,3,179.18,2025-12-20,stripe
ORD000353,P00981,amex,refunded,1,100.81,2025-05-08,stripe
ORD000390,P00562,klarna,captured,2,493.28,2025-06-18,stripe
ORD000847,P00336,amex,authorized,1,100.63,2025-09-29,stripe
ORD000443,P00530,apple_pay,captured,2,108.15,2025-09-13,adyen
ORD000249,P00925,mastercard,captured,3,147.24,2025-11-02,stripe
ORD000466,P01044,amex,captured,3,430.34,2025-12-30,braintree
ORD000590,P01301,amex,captured,3,122.53,2025-04-22,adyen
ORD000966,P01406,klarna,failed,3,199.6,2025-08-16,adyen
ORD000124,P01019,amex,captured,2,542.38,2025-09-02,stripe
ORD000523,P01134,paypal,authorized,1,343.43,2025-10-12,stripe
ORD000125,P01200,klarna,captured,2,112.08,2025-04-16,stripe
ORD000874,P00410,klarna,captured,1,517.34,2025-12-19,stripe
ORD000644,P00955,klarna,authorized,1,312.18,2025-03-29,braintree
ORD000563,P00786,visa,authorized,2,502.19,2025-09-17,stripe
ORD001055,P00218,visa,captured,3,56.46,2025-11-19,stripe
ORD000634,P00630,amex,captured,1,105.47,2025-02-18,stripe
ORD000060,P00320,amex,authorized,1,64.17,2025-07-16,adyen
ORD001388,P01395,apple_pay,captured,3,293.93,2025-12-24,braintree
ORD001268,P01582,amex,captured,1,238.55,2025-02-24,stripe
ORD000524,P01043,amex,authorized,1,255.45,2025-10-21,adyen
ORD001328,P01233,visa,failed,1,226.26,2025-11-03,stripe
ORD001236,P01512,amex,captured,3,260.25,2025-04-07,stripe
ORD000557,P00312,paypal,authorized,2,234.93,2025-09-16,stripe
ORD000783,P00370,apple_pay,failed,1,104.2,2025-12-27,stripe
ORD000229,P00233,mastercard,captured,3,345.76,2025-05-22,stripe
ORD000522,P01292,paypal,refunded,2,522.81,2025-01-30,stripe
ORD001060,P00122,paypal,authorized,3,596.51,2025-04-05,adyen
ORD000435,P00762,mastercard,captured,1,79.21,2025-12-10,adyen
ORD001098,P01074,klarna,captured,3,252.63,2025-12-02,adyen
ORD001020,P00271,amex,refunded,1,152.24,2025-11-04,stripe
ORD000646,P01497,mastercard,failed,2,344.47,2025-08-01,stripe
ORD001253,P00798,apple_pay,captured,2,222.62,2025-04-11,braintree
ORD001167,P00888,mastercard,failed,2,527.87,2025-08-14,braintree
ORD001250,P01392,paypal,authorized,2,561.77,2025-11-11,stripe
ORD000490,P01492,apple_pay,captured,3,201.8,2025-10-27,stripe
ORD001098,P01096,amex,captured,3,220.29,2025-01-23,adyen
ORD000763,P00015,mastercard,authorized,2,325.63,2025-09-17,stripe
ORD000168,P00148,mastercard,authorized,2,384.96,2025-12-14,adyen
ORD000197,P00396,mastercard,authorized,2,453.95,2025-02-15,stripe
ORD001345,P01200,visa,authorized,2,69.04,2025-08-09,stripe
ORD000041,P01536,klarna,authorized,2,40.14,2025-08-15,adyen
ORD000822,P01422,klarna,authorized,3,410.15,2025-07-10,stripe
ORD000047,P00288,paypal,captured,3,292.43,2025-10-02,stripe
ORD000255,P00059,apple_pay,captured,1,406.92,2025-12-28,adyen
ORD000223,P01402,paypal,authorized,1,187.95,2025-08-26,stripe
ORD001233,P01193,paypal,captured,3,111.58,2025-01-10,stripe
ORD000540,P01543,apple_pay,authorized,2,75.64,2025-07-09,stripe
ORD001266,P00562,paypal,captured,2,473.94,2025-07-07,stripe
ORD000219,P00025,paypal,refunded,3,247.79,2025-04-10,stripe
ORD000586,P00206,visa,failed,1,58.9,2025-09-26,stripe
ORD000309,P00494,paypal,captured,1,155.59,2025-07-28,stripe
ORD000587,P00724,amex,captured,2,518.3,2025-02-10,braintree
ORD001110,P00907,mastercard,authorized,3,294.11,2025-10-11,adyen
ORD000219,P01487,amex,captured,3,513.47,2025-01-06,adyen
ORD000327,P00102,klarna,captured,3,567.75,2025-11-14,adyen
ORD000692,P01495,amex,captured,2,49.5,2025-08-13,adyen
ORD000956,P01497,amex,refunded,1,566.5,2025-12-30,stripe
