account_id,region_code,ticket_id,ticket_open_date,issue_type
31144,SW,94625,2025-06-11,Feature Request
30849,NE,94626,2025-04-13,Login
30018,SE,94627,2025-01-22,Other
30018,SE,94628,2025-05-19,Bug
30018,SE,94629,2025-05-19,Login
30018,SE,94630,2025-06-09,Bug
31035,NE,94631,2025-06-04,Other
30329,SE,94632,2025-10-08,Feature Request
30329,SE,94633,2025-04-01,Billing
30773,W,94634,2025-09-06,Billing
30773,W,94635,2025-12-03,Login
30636,SW,94636,2025-04-19,Bug
31290,W,94637,2025-05-05,Billing
30894,NE,94638,2025-12-04,Feature Request
30894,NE,94639,2025-03-19,Other
31025,W,94640,2025-01-16,Other
31025,W,94641,2025-02-23,Other
31025,W,94642,2025-12-02,Other
30635,SE,94643,2025-05-29,Other
30635,SE,94644,2025-11-29,Billing
30739,MW,94645,2025-04-01,Billing
30739,MW,94646,2025-10-28,Login
30468,W,94647,2025-06-10,Feature Request
30468,W,94648,2025-07-17,Feature Request
31135,W,94649,2025-12-30,Login
30803,NE,94650,2025-09-11,Billing
30873,W,94651,2025-11-08,Feature Request
30252,SE,94652,2025-03-18,Feature Request
30751,SE,94653,2025-06-11,Login
30980,SE,94654,2025-12-09,Billing
30235,SW,94655,2025-04-25,Other
30477,W,94656,2025-06-21,Billing
31043,W,94657,2025-01-09,Bug
31043,W,94658,2025-09-17,Billing
30134,SE,94659,2025-11-17,Billing
30134,SE,94660,2025-06-18,Billing
31152,W,94661,2025-12-09,Feature Request
31317,SE,94662,2025-12-12,Billing
31317,SE,94663,2025-02-13,Feature Request
31317,SE,94664,2025-09-18,Other
31317,SE,94665,2025-05-06,Feature Request
30085,W,94666,2025-12-21,Login
31398,MW,94667,2025-07-19,Feature Request
31398,MW,94668,2025-12-07,Billing
31398,MW,94669,2025-04-26,Other
30377,MW,94670,2025-06-04,Other
31074,MW,94671,2025-12-07,Other
31074,MW,94672,2025-12-08,Billing
31074,MW,94673,2025-01-04,Other
31317,MW,94674,2025-05-07,Bug
30265,NE,94675,2025-08-01,Bug
30265,NE,94676,2025-04-30,Feature Request
30265,NE,94677,2025-01-19,Login
31271,MW,94678,2025-10-02,Bug
30056,SE,94679,2025-08-20,Billing
30056,SE,94680,2025-04-02,Other
30038,SE,94681,2025-02-17,Login
31041,NE,94682,2025-10-09,Billing
30755,SE,94683,2025-08-04,Other
30755,SE,94684,2025-04-19,Feature Request
30755,SE,94685,2025-12-09,Bug
30282,MW,94686,2025-11-25,Feature Request
30109,SE,94687,2025-02-25,Bug
30109,SE,94688,2025-07-17,Bug
30109,SE,94689,2025-02-07,Other
30109,SE,94690,2025-12-05,Login
31203,SE,94691,2025-08-19,Feature Request
30543,MW,94692,2025-12-08,Other
30543,MW,94693,2025-09-14,Billing
30024,MW,94694,2025-07-28,Login
30024,MW,94695,2025-05-17,Other
30790,MW,94696,2025-12-10,Billing
30056,MW,94697,2025-03-25,Login
30342,NE,94698,2025-11-29,Other
30342,NE,94699,2025-02-05,Bug
30342,NE,94700,2025-05-26,Billing
30575,SE,94701,2025-04-28,Login
30575,SE,94702,2025-03-08,Billing
30575,SE,94703,2025-01-30,Login
31255,NE,94704,2025-05-03,Other
31255,NE,94705,2025-08-16,Billing
31255,NE,94706,2025-09-30,Other
31255,NE,94707,2025-02-08,Login
31236,MW,94708,2025-06-19,Billing
30529,MW,94709,2025-11-11,Other
30529,MW,94710,2025-08-31,Other
30928,MW,94711,2025-12-26,Login
31249,SW,94712,2025-09-14,Bug
30434,MW,94713,2025-02-16,Feature Request
30434,MW,94714,2025-01-10,Bug
30434,MW,94715,2025-06-01,Bug
31020,MW,94716,2025-12-27,Billing
30401,SW,94717,2025-01-07,Bug
30087,SE,94718,2025-07-26,Login
30308,MW,94719,2025-04-07,Bug
30308,MW,94720,2025-09-16,Login
30342,SE,94721,2025-10-14,Bug
30342,SE,94722,2025-08-30,Login
30342,SE,94723,2025-06-26,Bug
30342,SE,94724,2025-05-03,Bug
30138,SE,94725,2025-11-07,Billing
30138,SE,94726,2025-12-22,Billing
31209,W,94727,2025-08-03,Login
31209,W,94728,2025-01-07,Feature Request
31187,NE,94729,2025-12-27,Billing
31187,NE,94730,2025-05-03,Login
31187,NE,94731,2025-04-06,Login
30942,MW,94732,2025-04-01,Feature Request
30942,MW,94733,2025-01-07,Bug
31065,SW,94734,2025-12-16,Login
30209,NE,94735,2025-06-28,Billing
30861,MW,94736,2025-02-12,Login
30953,SE,94737,2025-02-22,Feature Request
30953,SE,94738,2025-06-10,Bug
31274,MW,94739,2025-12-24,Bug
31274,MW,94740,2025-07-19,Feature Request
31274,MW,94741,2025-01-01,Other
30832,W,94742,2025-10-04,Billing
30791,MW,94743,2025-12-27,Billing
31016,W,94744,2025-06-19,Billing
31016,W,94745,2025-11-12,Login
31016,W,94746,2025-08-21,Bug
31016,W,94747,2025-09-09,Other
30056,SW,94748,2025-10-16,Login
30056,SW,94749,2025-01-04,Bug
30056,SW,94750,2025-06-25,Feature Request
30004,SE,94751,2025-09-29,Billing
30004,SE,94752,2025-03-11,Other
31205,NE,94753,2025-08-22,Billing
31362,SE,94754,2025-10-13,Billing
31282,MW,94755,2025-05-01,Billing
30615,NE,94756,2025-06-17,Login
30697,MW,94757,2025-12-07,Billing
31278,W,94758,2025-05-13,Login
31278,W,94759,2025-10-19,Billing
30897,W,94760,2025-06-23,Other
31131,W,94761,2025-09-23,Other
30593,NE,94762,2025-12-07,Bug
30484,MW,94763,2025-04-28,Login
30484,MW,94764,2025-01-15,Billing
30971,W,94765,2025-04-25,Login
30971,W,94766,2025-01-20,Billing
30638,NE,94767,2025-09-19,Other
30638,NE,94768,2025-04-30,Billing
30281,SE,94769,2025-01-22,Login
31111,W,94770,2025-03-05,Feature Request
30015,SW,94771,2025-08-02,Billing
30935,SE,94772,2025-10-20,Billing
31211,NE,94773,2025-08-12,Login
31211,NE,94774,2025-01-28,Login
31211,NE,94775,2025-07-20,Bug
30543,NE,94776,2025-12-25,Feature Request
30543,NE,94777,2025-12-15,Bug
30543,NE,94778,2025-06-23,Billing
30543,NE,94779,2025-06-03,Feature Request
30543,NE,94780,2025-07-29,Other
30996,NE,94781,2025-06-13,Billing
30996,NE,94782,2025-09-12,Feature Request
31353,NE,94783,2025-03-05,Bug
31353,NE,94784,2025-03-17,Feature Request
31353,NE,94785,2025-02-25,Feature Request
31353,NE,94786,2025-07-24,Login
31192,SE,94787,2025-09-16,Billing
31192,SE,94788,2025-02-24,Feature Request
30365,MW,94789,2025-10-11,Feature Request
30654,SE,94790,2025-09-21,Bug
30654,SE,94791,2025-12-16,Login
30654,SE,94792,2025-08-10,Other
30654,SE,94793,2025-12-16,Billing
30654,SE,94794,2025-03-30,Login
30759,W,94795,2025-02-28,Feature Request
31063,W,94796,2025-08-13,Feature Request
31063,W,94797,2025-02-20,Billing
30415,SW,94798,2025-11-30,Billing
30254,MW,94799,2025-10-11,Feature Request
30709,NE,94800,2025-12-01,Login
30709,NE,94801,2025-01-03,Billing
30899,MW,94802,2025-09-20,Login
30025,NE,94803,2025-07-27,Other
30420,SW,94804,2025-05-20,Other
31244,SE,94805,2025-10-07,Login
30495,NE,94806,2025-07-25,Bug
30495,NE,94807,2025-12-04,Other
30495,NE,94808,2025-07-26,Bug
30495,NE,94809,2025-11-23,Login
30236,NE,94810,2025-05-22,Feature Request
30236,NE,94811,2025-08-20,Feature Request
30236,NE,94812,2025-02-04,Feature Request
30218,MW,94813,2025-12-01,Bug
30218,MW,94814,2025-03-16,Feature Request
30460,MW,94815,2025-07-17,Other
30634,W,94816,2025-09-21,Feature Request
30634,W,94817,2025-08-12,Billing
30634,W,94818,2025-03-15,Feature Request
30989,NE,94819,2025-06-20,Billing
30254,SW,94820,2025-12-30,Other
30820,SW,94821,2025-09-03,Other
30299,W,94822,2025-03-04,Billing
30299,W,94823,2025-07-25,Other
30299,W,94824,2025-01-11,Bug
30356,NE,94825,2025-03-31,Bug
30523,NE,94826,2025-02-21,Billing
30949,SE,94827,2025-04-04,Other
30949,SE,94828,2025-05-20,Billing
30283,W,94829,2025-01-21,Other
30196,SE,94830,2025-08-09,Other
30196,SE,94831,2025-08-30,Bug
30877,MW,94832,2025-01-29,Feature Request
30877,MW,94833,2025-02-27,Login
30614,MW,94834,2025-10-02,Feature Request
31388,SW,94835,2025-01-23,Other
30569,MW,94836,2025-03-04,Feature Request
31098,SW,94837,2025-09-23,Bug
31098,SW,94838,2025-04-05,Other
31098,SW,94839,2025-02-17,Feature Request
30421,SE,94840,2025-09-29,Feature Request
30421,SE,94841,2025-04-05,Login
30421,SE,94842,2025-02-17,Other
30544,W,94843,2025-08-15,Other
31128,W,94844,2025-03-18,Other
31124,W,94845,2025-08-07,Login
30376,SW,94846,2025-02-06,Other
30376,SW,94847,2025-11-10,Other
30677,SW,94848,2025-09-08,Billing
30677,SW,94849,2025-04-04,Login
30220,W,94850,2025-07-15,Bug
30181,MW,94851,2025-10-24,Billing
30181,MW,94852,2025-02-13,Login
30521,W,94853,2025-03-31,Bug
30521,W,94854,2025-06-04,Billing
31013,W,94855,2025-04-19,Bug
31013,W,94856,2025-04-20,Billing
31013,W,94857,2025-08-09,Billing
31013,W,94858,2025-09-29,Login
30862,MW,94859,2025-02-01,Login
30847,W,94860,2025-01-19,Bug
30803,SE,94861,2025-03-01,Bug
30214,SW,94862,2025-08-30,Other
30214,SW,94863,2025-03-16,Bug
30214,SW,94864,2025-12-23,Other
30100,SE,94865,2025-07-16,Billing
30100,SE,94866,2025-05-27,Login
30100,SE,94867,2025-02-04,Login
30572,NE,94868,2025-07-25,Other
30572,NE,94869,2025-05-02,Login
30657,MW,94870,2025-09-30,Other
31086,SE,94871,2025-01-15,Billing
30225,NE,94872,2025-04-22,Other
30771,SE,94873,2025-12-19,Bug
30771,SE,94874,2025-01-11,Login
31278,NE,94875,2025-10-31,Billing
30433,MW,94876,2025-11-19,Login
31051,SW,94877,2025-12-08,Other
31051,SW,94878,2025-04-20,Billing
31359,SE,94879,2025-03-31,Login
30865,W,94880,2025-09-22,Other
30865,W,94881,2025-09-20,Billing
31190,SW,94882,2025-09-13,Feature Request
30367,SW,94883,2025-11-10,Other
30367,SW,94884,2025-04-28,Login
30367,SW,94885,2025-07-24,Other
30858,W,94886,2025-06-21,Billing
30858,W,94887,2025-05-08,Login
31193,SE,94888,2025-12-07,Bug
31193,SE,94889,2025-11-15,Billing
31193,SE,94890,2025-09-23,Other
31193,SE,94891,2025-12-28,Other
31113,MW,94892,2025-02-27,Login
31113,MW,94893,2025-10-22,Billing
30293,SW,94894,2025-06-08,Billing
30293,SW,94895,2025-05-24,Bug
30293,SW,94896,2025-03-30,Login
30293,SW,94897,2025-03-20,Login
31173,W,94898,2025-11-23,Billing
31173,W,94899,2025-09-09,Billing
31173,W,94900,2025-05-29,Bug
30432,MW,94901,2025-11-17,Other
30432,MW,94902,2025-04-28,Other
30968,MW,94903,2025-10-15,Feature Request
30968,MW,94904,2025-12-17,Login
30968,MW,94905,2025-07-13,Login
30968,MW,94906,2025-10-08,Other
30214,W,94907,2025-10-28,Billing
30471,W,94908,2025-09-07,Bug
30246,SE,94909,2025-06-23,Login
30990,W,94910,2025-09-01,Login
30990,W,94911,2025-04-30,Billing
30926,MW,94912,2025-09-16,Login
30926,MW,94913,2025-07-02,Other
31191,MW,94914,2025-09-04,Login
31191,MW,94915,2025-05-29,Login
31191,MW,94916,2025-12-18,Login
30688,MW,94917,2025-04-12,Login
31103,NE,94918,2025-11-18,Other
31390,NE,94919,2025-12-13,Feature Request
30910,MW,94920,2025-11-14,Other
30910,MW,94921,2025-04-16,Other
30959,SW,94922,2025-10-18,Other
31003,SW,94923,2025-05-23,Billing
31003,SW,94924,2025-08-26,Billing
31003,SW,94925,2025-04-04,Feature Request
31003,SW,94926,2025-04-17,Feature Request
30706,MW,94927,2025-12-01,Login
31392,SE,94928,2025-09-28,Billing
31137,NE,94929,2025-05-20,Billing
31137,NE,94930,2025-03-23,Login
31137,NE,94931,2025-12-10,Feature Request
30753,MW,94932,2025-12-01,Bug
30753,MW,94933,2025-03-10,Feature Request
30816,W,94934,2025-09-13,Login
30707,W,94935,2025-01-10,Feature Request
30707,W,94936,2025-05-15,Feature Request
31067,MW,94937,2025-09-15,Feature Request
31269,NE,94938,2025-08-29,Other
31269,NE,94939,2025-06-14,Other
31269,NE,94940,2025-05-28,Billing
31269,NE,94941,2025-04-18,Other
31269,NE,94942,2025-03-15,Bug
31107,W,94943,2025-03-21,Billing
31107,W,94944,2025-06-08,Feature Request
30150,W,94945,2025-06-18,Billing
30527,NE,94946,2025-06-10,Bug
30527,NE,94947,2025-02-01,Login
30916,MW,94948,2025-08-03,Bug
31168,SE,94949,2025-08-16,Login
31168,SE,94950,2025-02-17,Other
31168,SE,94951,2025-11-29,Bug
30036,NE,94952,2025-08-26,Login
30036,NE,94953,2025-07-11,Feature Request
30036,NE,94954,2025-02-22,Other
30036,NE,94955,2025-01-21,Bug
30402,MW,94956,2025-12-10,Billing
30402,MW,94957,2025-11-11,Login
30402,MW,94958,2025-02-28,Bug
30044,SE,94959,2025-02-27,Billing
30205,MW,94960,2025-08-04,Billing
30419,W,94961,2025-08-27,Other
30364,W,94962,2025-07-01,Login
30364,W,94963,2025-04-05,Login
31030,NE,94964,2025-05-22,Login
31030,NE,94965,2025-09-18,Feature Request
30427,NE,94966,2025-07-09,Login
30427,NE,94967,2025-11-15,Bug
30579,MW,94968,2025-01-20,Bug
30579,MW,94969,2025-08-28,Bug
30579,MW,94970,2025-03-26,Billing
30579,MW,94971,2025-12-30,Other
30545,MW,94972,2025-03-15,Other
30324,NE,94973,2025-04-25,Other
30777,SW,94974,2025-01-06,Billing
31320,NE,94975,2025-02-11,Billing
30230,NE,94976,2025-01-10,Login
30393,MW,94977,2025-11-30,Other
30393,MW,94978,2025-06-16,Bug
31381,SW,94979,2025-04-20,Login
31151,W,94980,2025-01-16,Login
30391,NE,94981,2025-08-21,Login
30391,NE,94982,2025-07-07,Bug
30391,NE,94983,2025-02-20,Bug
30603,NE,94984,2025-01-27,Login
31101,NE,94985,2025-04-23,Feature Request
31101,NE,94986,2025-04-25,Other
31053,NE,94987,2025-06-24,Feature Request
30048,NE,94988,2025-01-08,Login
30048,NE,94989,2025-05-15,Bug
31168,NE,94990,2025-12-03,Billing
31168,NE,94991,2025-05-25,Login
31168,NE,94992,2025-01-04,Billing
31168,NE,94993,2025-11-30,Other
31081,NE,94994,2025-05-08,Other
30478,SW,94995,2025-04-01,Other
30478,SW,94996,2025-09-16,Login
31319,MW,94997,2025-05-16,Other
31319,MW,94998,2025-07-17,Billing
31319,MW,94999,2025-06-27,Login
31194,SW,95000,2025-03-20,Billing
31194,SW,95001,2025-09-13,Billing
30146,SW,95002,2025-06-10,Login
31015,MW,95003,2025-11-04,Login
30445,NE,95004,2025-02-02,Login
30445,NE,95005,2025-12-18,Other
31289,W,95006,2025-07-17,Other
31289,W,95007,2025-11-12,Billing
31289,W,95008,2025-01-31,Other
30261,NE,95009,2025-11-12,Feature Request
30896,SW,95010,2025-05-08,Billing
30218,NE,95011,2025-07-03,Login
30091,SW,95012,2025-10-18,Billing
30079,W,95013,2025-01-24,Bug
31261,SE,95014,2025-07-13,Login
31395,MW,95015,2025-02-05,Other
30693,NE,95016,2025-02-03,Login
30155,SE,95017,2025-02-08,Bug
30155,SE,95018,2025-08-18,Feature Request
30155,SE,95019,2025-11-22,Billing
30155,SE,95020,2025-02-28,Billing
30631,NE,95021,2025-01-22,Other
31080,NE,95022,2025-12-10,Other
30018,NE,95023,2025-04-04,Feature Request
31216,NE,95024,2025-01-11,Other
31216,NE,95025,2025-09-22,Feature Request
31216,NE,95026,2025-06-03,Bug
31216,NE,95027,2025-05-11,Login
30276,SW,95028,2025-05-23,Other
30276,SW,95029,2025-02-23,Bug
30276,SW,95030,2025-05-01,Login
30744,W,95031,2025-03-15,Login
30744,W,95032,2025-07-11,Bug
30744,W,95033,2025-08-08,Login
31346,NE,95034,2025-07-28,Feature Request
30638,SE,95035,2025-12-12,Login
30638,SE,95036,2025-06-13,Feature Request
30638,SE,95037,2025-01-03,Billing
30997,NE,95038,2025-12-30,Bug
30054,NE,95039,2025-01-16,Bug
31207,SW,95040,2025-11-22,Billing
31207,SW,95041,2025-07-04,Billing
31391,MW,95042,2025-05-05,Billing
31391,MW,95043,2025-02-27,Billing
31391,MW,95044,2025-03-07,Feature Request
31221,SW,95045,2025-12-06,Billing
31221,SW,95046,2025-01-09,Login
31221,SW,95047,2025-03-30,Login
30372,NE,95048,2025-12-10,Bug
30372,NE,95049,2025-11-26,Billing
30372,NE,95050,2025-06-20,Login
30200,SE,95051,2025-06-30,Bug
30200,SE,95052,2025-03-28,Other
30200,SE,95053,2025-01-26,Other
30200,SE,95054,2025-01-06,Feature Request
30508,W,95055,2025-11-10,Feature Request
30274,SW,95056,2025-08-22,Billing
30503,SW,95057,2025-07-26,Other
31141,MW,95058,2025-06-17,Bug
31141,MW,95059,2025-02-25,Login
31141,MW,95060,2025-06-16,Login
30041,MW,95061,2025-05-29,Login
30787,NE,95062,2025-12-11,Login
30787,NE,95063,2025-07-25,Billing
30787,NE,95064,2025-01-30,Billing
31040,W,95065,2025-08-19,Billing
30942,W,95066,2025-08-05,Feature Request
30574,SW,95067,2025-11-29,Other
30611,W,95068,2025-08-22,Login
30836,NE,95069,2025-04-05,Feature Request
30836,NE,95070,2025-04-05,Billing
30836,NE,95071,2025-08-31,Other
31396,MW,95072,2025-10-20,Feature Request
30762,SW,95073,2025-10-15,Feature Request
31104,SE,95074,2025-09-24,Other
30423,NE,95075,2025-12-14,Feature Request
30203,NE,95076,2025-02-17,Other
30195,SW,95077,2025-04-05,Other
30013,SE,95078,2025-02-02,Feature Request
30013,SE,95079,2025-09-08,Billing
30013,SE,95080,2025-08-06,Other
31169,MW,95081,2025-05-06,Bug
31080,SE,95082,2025-03-30,Feature Request
30779,MW,95083,2025-06-08,Bug
30779,MW,95084,2025-09-06,Other
30528,SW,95085,2025-05-02,Other
30343,SW,95086,2025-05-05,Bug
31302,NE,95087,2025-10-06,Bug
31302,NE,95088,2025-11-20,Feature Request
30640,MW,95089,2025-04-15,Billing
31311,NE,95090,2025-05-09,Feature Request
31311,NE,95091,2025-02-22,Billing
30270,SE,95092,2025-09-04,Feature Request
30270,SE,95093,2025-03-28,Login
30418,SE,95094,2025-05-30,Login
30418,SE,95095,2025-04-25,Feature Request
30418,SE,95096,2025-04-30,Feature Request
30794,MW,95097,2025-11-05,Other
30794,MW,95098,2025-07-10,Login
30794,MW,95099,2025-11-16,Billing
30794,MW,95100,2025-09-30,Other
31388,MW,95101,2025-01-13,Other
31099,SW,95102,2025-05-17,Feature Request
31344,NE,95103,2025-05-07,Billing
30432,NE,95104,2025-11-29,Bug
30640,SE,95105,2025-07-27,Feature Request
30640,SE,95106,2025-12-23,Bug
30640,SE,95107,2025-07-16,Bug
31070,SW,95108,2025-08-14,Bug
31070,SW,95109,2025-01-26,Login
31070,SW,95110,2025-08-11,Bug
31119,SE,95111,2025-02-13,Feature Request
31119,SE,95112,2025-01-25,Feature Request
30102,W,95113,2025-10-20,Feature Request
30102,W,95114,2025-07-12,Billing
30853,SW,95115,2025-07-21,Billing
31050,SW,95116,2025-02-01,Login
31050,SW,95117,2025-07-21,Billing
30678,SE,95118,2025-07-12,Other
30678,SE,95119,2025-07-23,Login
30678,SE,95120,2025-04-25,Billing
30988,MW,95121,2025-08-10,Other
30988,MW,95122,2025-07-01,Bug
30427,MW,95123,2025-02-09,Billing
30821,W,95124,2025-11-18,Feature Request
30821,W,95125,2025-01-11,Login
31185,MW,95126,2025-02-11,Bug
30931,MW,95127,2025-07-08,Feature Request
30931,MW,95128,2025-04-02,Feature Request
31061,SW,95129,2025-08-01,Billing
31061,SW,95130,2025-09-25,Bug
30510,NE,95131,2025-07-14,Feature Request
30712,SE,95132,2025-07-13,Feature Request
30712,SE,95133,2025-08-11,Bug
31223,W,95134,2025-05-29,Billing
31223,W,95135,2025-04-05,Login
31223,W,95136,2025-11-14,Feature Request
31278,SE,95137,2025-10-21,Billing
30546,SE,95138,2025-10-22,Feature Request
30546,SE,95139,2025-10-31,Feature Request
30546,SE,95140,2025-06-17,Feature Request
30546,SE,95141,2025-05-04,Feature Request
30388,SW,95142,2025-11-10,Login
30388,SW,95143,2025-02-04,Login
30157,SW,95144,2025-01-13,Feature Request
30157,SW,95145,2025-01-21,Other
30959,MW,95146,2025-10-30,Bug
30959,MW,95147,2025-09-15,Feature Request
30959,MW,95148,2025-01-30,Other
31227,SE,95149,2025-04-07,Feature Request
31227,SE,95150,2025-10-07,Billing
30234,SE,95151,2025-10-11,Other
30234,SE,95152,2025-09-05,Login
30234,SE,95153,2025-12-15,Billing
31173,SW,95154,2025-03-30,Billing
31302,SE,95155,2025-03-15,Other
30677,W,95156,2025-02-07,Other
30677,W,95157,2025-03-03,Other
30067,MW,95158,2025-04-06,Bug
30067,MW,95159,2025-09-09,Feature Request
30067,MW,95160,2025-03-02,Other
30087,MW,95161,2025-04-29,Bug
30087,MW,95162,2025-03-21,Feature Request
30087,MW,95163,2025-10-30,Billing
30000,SW,95164,2025-11-06,Feature Request
30000,SW,95165,2025-11-24,Login
31374,W,95166,2025-10-06,Billing
31374,W,95167,2025-08-13,Bug
30617,NE,95168,2025-10-10,Other
30177,SE,95169,2025-03-08,Login
30177,SE,95170,2025-06-27,Other
30177,SE,95171,2025-03-08,Feature Request
30177,SE,95172,2025-06-22,Bug
30177,SE,95173,2025-03-18,Feature Request
31381,W,95174,2025-10-07,Login
30657,SE,95175,2025-02-24,Login
30657,SE,95176,2025-04-04,Login
30585,SW,95177,2025-05-24,Feature Request
30585,SW,95178,2025-11-10,Feature Request
30989,W,95179,2025-11-28,Bug
30989,W,95180,2025-08-04,Login
30121,NE,95181,2025-10-12,Billing
31219,MW,95182,2025-09-20,Other
31219,MW,95183,2025-07-30,Bug
31219,MW,95184,2025-05-02,Other
31219,MW,95185,2025-03-31,Billing
30317,NE,95186,2025-06-10,Other
30317,NE,95187,2025-03-30,Login
31275,SW,95188,2025-12-25,Login
31275,SW,95189,2025-09-17,Bug
31275,SW,95190,2025-09-01,Billing
31275,SW,95191,2025-02-06,Other
30502,SW,95192,2025-09-10,Login
30118,SE,95193,2025-12-15,Other
30118,SE,95194,2025-01-31,Other
30709,MW,95195,2025-08-15,Feature Request
30709,MW,95196,2025-02-07,Billing
30044,MW,95197,2025-08-24,Other
30044,MW,95198,2025-04-24,Billing
31202,MW,95199,2025-05-12,Feature Request
31202,MW,95200,2025-06-29,Feature Request
31202,MW,95201,2025-05-22,Login
31202,MW,95202,2025-02-12,Bug
30417,W,95203,2025-03-02,Login
31101,W,95204,2025-10-01,Feature Request
30325,MW,95205,2025-12-01,Bug
30325,MW,95206,2025-08-16,Feature Request
31380,SE,95207,2025-10-13,Bug
30514,MW,95208,2025-05-04,Login
30514,MW,95209,2025-06-28,Bug
30514,MW,95210,2025-03-07,Bug
30514,MW,95211,2025-01-24,Other
30514,MW,95212,2025-09-06,Billing
30073,SW,95213,2025-06-14,Bug
30508,NE,95214,2025-12-09,Feature Request
30508,NE,95215,2025-10-29,Feature Request
30331,NE,95216,2025-12-15,Login
30687,NE,95217,2025-09-28,Other
30687,NE,95218,2025-02-27,Bug
31292,MW,95219,2025-07-20,Login
31027,SE,95220,2025-04-08,Login
31254,NE,95221,2025-03-22,Login
31075,SE,95222,2025-03-06,Other
30324,MW,95223,2025-10-11,Login
30324,MW,95224,2025-03-28,Billing
30324,MW,95225,2025-10-20,Bug
30324,MW,95226,2025-10-08,Other
30324,MW,95227,2025-09-09,Bug
30991,SW,95228,2025-01-27,Other
30716,W,95229,2025-07-01,Billing
30716,W,95230,2025-07-25,Bug
30276,SE,95231,2025-02-28,Bug
30276,SE,95232,2025-04-01,Feature Request
30276,SE,95233,2025-12-28,Feature Request
30276,SE,95234,2025-05-26,Feature Request
30276,SE,95235,2025-06-29,Feature Request
30151,W,95236,2025-04-21,Other
30151,W,95237,2025-09-03,Bug
30151,W,95238,2025-10-24,Login
30258,NE,95239,2025-05-03,Login
30258,NE,95240,2025-06-09,Login
30258,NE,95241,2025-04-05,Login
30258,NE,95242,2025-08-22,Feature Request
30258,NE,95243,2025-01-16,Feature Request
30868,MW,95244,2025-10-24,Bug
30868,MW,95245,2025-07-05,Bug
30868,MW,95246,2025-05-05,Login
30868,MW,95247,2025-01-26,Other
30802,W,95248,2025-01-01,Bug
30802,W,95249,2025-09-22,Login
31079,MW,95250,2025-09-17,Feature Request
31079,MW,95251,2025-09-18,Feature Request
30472,W,95252,2025-08-26,Billing
30460,SE,95253,2025-09-04,Feature Request
30845,NE,95254,2025-12-09,Billing
30845,NE,95255,2025-04-03,Feature Request
30845,NE,95256,2025-09-13,Login
30666,SE,95257,2025-08-19,Billing
30666,SE,95258,2025-07-21,Billing
31264,SW,95259,2025-02-07,Bug
31264,SW,95260,2025-04-15,Feature Request
30769,NE,95261,2025-01-16,Other
30769,NE,95262,2025-04-12,Feature Request
30179,SE,95263,2025-06-01,Login
30819,W,95264,2025-06-27,Other
30819,W,95265,2025-12-29,Other
30819,W,95266,2025-11-17,Feature Request
30170,MW,95267,2025-04-25,Billing
30170,MW,95268,2025-12-09,Billing
30473,MW,95269,2025-05-15,Feature Request
31390,W,95270,2025-09-26,Billing
31390,W,95271,2025-03-19,Bug
31390,W,95272,2025-05-05,Other
30438,W,95273,2025-11-06,Billing
30226,SE,95274,2025-02-13,Login
30226,SE,95275,2025-08-30,Other
30226,SE,95276,2025-06-02,Feature Request
30441,SE,95277,2025-10-12,Feature Request
30441,SE,95278,2025-12-14,Other
30727,SW,95279,2025-05-26,Other
30083,W,95280,2025-06-14,Login
30083,W,95281,2025-12-21,Feature Request
30083,W,95282,2025-02-21,Login
31036,SE,95283,2025-09-13,Feature Request
31036,SE,95284,2025-01-09,Feature Request
30692,NE,95285,2025-04-10,Other
31291,SE,95286,2025-05-17,Feature Request
31143,MW,95287,2025-01-22,Bug
31143,MW,95288,2025-05-25,Login
31143,MW,95289,2025-09-06,Other
30352,NE,95290,2025-02-02,Other
30039,SE,95291,2025-09-28,Bug
30039,SE,95292,2025-08-14,Other
30039,SE,95293,2025-04-22,Billing
31359,SW,95294,2025-08-01,Feature Request
30172,MW,95295,2025-09-15,Bug
30172,MW,95296,2025-08-25,Other
30258,MW,95297,2025-05-14,Bug
30258,MW,95298,2025-04-06,Other
30258,MW,95299,2025-01-01,Other
30258,MW,95300,2025-06-01,Login
30516,MW,95301,2025-05-30,Other
30522,SW,95302,2025-12-30,Feature Request
30522,SW,95303,2025-03-31,Feature Request
30838,SE,95304,2025-03-24,Billing
30838,SE,95305,2025-02-02,Other
30838,SE,95306,2025-05-08,Feature Request
30183,SW,95307,2025-12-28,Other
30183,SW,95308,2025-11-24,Feature Request
30183,SW,95309,2025-03-15,Feature Request
31139,MW,95310,2025-11-26,Feature Request
31139,MW,95311,2025-06-24,Login
30542,SW,95312,2025-11-11,Login
30542,SW,95313,2025-09-26,Feature Request
31260,SW,95314,2025-02-04,Bug
31260,SW,95315,2025-02-25,Other
31260,SW,95316,2025-11-05,Other
31089,SE,95317,2025-11-12,Login
31089,SE,95318,2025-06-25,Billing
31089,SE,95319,2025-03-21,Bug
30446,MW,95320,2025-09-24,Bug
30446,MW,95321,2025-10-06,Bug
30446,MW,95322,2025-12-15,Billing
30415,NE,95323,2025-06-04,Login
30737,MW,95324,2025-05-17,Billing
30737,MW,95325,2025-02-13,Other
30737,MW,95326,2025-02-25,Feature Request
30737,MW,95327,2025-09-14,Bug
30737,MW,95328,2025-10-28,Billing
30463,NE,95329,2025-03-04,Other
