account_id,account_open_date,account_tier,region_code
31019,2021-07-06,Basic,SW
31020,2022-07-14,Basic,SW
31020,2024-02-02,Basic,SE
31021,2021-10-22,Pro,SW
31022,2021-12-16,Pro,SW
31022,2022-02-17,Basic,SE
31022,2024-03-17,Basic,MW
31023,2024-09-09,Basic,SE
31023,2020-07-12,Pro,SW
31023,2021-04-26,Basic,W
31024,2023-09-21,Enterprise,NE
31024,2023-12-29,Basic,SE
31024,2023-05-04,Enterprise,MW
31025,2022-05-04,Basic,MW
31026,2023-06-26,Pro,W
31026,2021-05-12,Basic,MW
31027,2020-07-30,Basic,W
31027,2021-10-26,Enterprise,MW
31028,2021-10-31,Enterprise,MW
31029,2024-01-29,Basic,NE
31029,2024-08-01,Pro,MW
31030,2020-08-08,Pro,SE
31031,2020-09-29,Enterprise,SW
31031,2023-03-23,Basic,MW
31032,2023-06-26,Basic,W
31033,2020-10-05,Basic,MW
31034,2024-01-03,Basic,SW
31035,2022-03-26,Enterprise,SW
31035,2020-10-02,Basic,W
31036,2022-10-01,Basic,NE
31037,2021-05-28,Pro,SE
31037,2023-01-16,Pro,W
31038,2024-12-27,Basic,MW
31039,2022-07-11,Basic,SW
31040,2021-10-03,Enterprise,NE
31040,2021-05-19,Basic,SE
31041,2021-08-12,Pro,MW
31041,2022-02-10,Pro,SE
31042,2023-06-18,Basic,SE
31043,2024-08-03,Enterprise,MW
31043,2022-01-09,Pro,SE
31044,2021-11-05,Basic,MW
31044,2023-06-13,Pro,NE
31045,2022-10-10,Pro,MW
31045,2020-05-07,Pro,W
31046,2021-05-17,Enterprise,SW
31047,2023-05-08,Basic,SE
31048,2022-06-20,Basic,NE
31048,2021-06-26,Basic,SE
31049,2024-03-05,Basic,W
31050,2024-07-31,Basic,SE
31050,2021-05-06,Enterprise,MW
31051,2022-11-10,Pro,MW
31051,2023-06-11,Pro,SE
31052,2021-12-14,Pro,NE
31052,2022-03-01,Pro,MW
31052,2024-07-24,Basic,W
31053,2021-02-19,Enterprise,SW
31053,2020-05-27,Basic,MW
31054,2022-08-27,Enterprise,NE
31054,2020-01-29,Pro,SE
31054,2023-10-16,Basic,SW
31055,2020-11-03,Pro,NE
31056,2020-06-10,Basic,NE
31056,2022-05-18,Basic,MW
31057,2022-05-01,Pro,SE
31058,2020-03-01,Basic,NE
31059,2020-05-04,Basic,SE
31059,2024-01-19,Enterprise,NE
31060,2022-12-30,Pro,W
31060,2022-04-17,Enterprise,MW
31061,2021-04-10,Pro,NE
31061,2020-08-30,Basic,SE
31061,2024-02-22,Basic,MW
31062,2024-11-19,Pro,SW
31062,2023-05-29,Enterprise,W
31063,2021-04-17,Basic,MW
31064,2022-08-16,Enterprise,MW
31065,2021-06-16,Enterprise,NE
31065,2021-05-08,Pro,W
31066,2022-06-17,Enterprise,SE
31067,2020-03-22,Basic,SW
31068,2022-05-05,Enterprise,NE
31069,2022-05-28,Pro,MW
31070,2024-03-25,Basic,NE
31071,2022-07-11,Enterprise,SE
31072,2020-01-12,Basic,W
31073,2023-07-10,Basic,W
31074,2024-08-07,Pro,SE
31074,2021-03-24,Basic,SW
31074,2023-04-30,Basic,W
31075,2022-01-31,Pro,MW
31076,2023-02-11,Basic,NE
31077,2020-01-26,Basic,W
31077,2024-12-11,Basic,NE
31078,2024-03-02,Basic,SW
31079,2021-05-22,Pro,SW
31079,2024-04-17,Pro,NE
31079,2020-03-02,Enterprise,W
31080,2020-08-16,Pro,SW
31080,2021-08-29,Basic,MW
31081,2022-11-24,Enterprise,MW
31082,2024-09-24,Pro,NE
31083,2024-01-19,Pro,MW
31083,2024-05-30,Pro,SE
31084,2022-06-09,Enterprise,SW
31084,2024-03-05,Pro,W
31084,2022-01-30,Basic,NE
31085,2021-08-17,Pro,MW
31086,2022-11-14,Basic,W
31086,2024-05-11,Basic,NE
31087,2022-11-21,Basic,MW
31088,2022-11-01,Basic,MW
31088,2023-09-04,Basic,W
31088,2024-06-15,Basic,NE
31089,2020-01-01,Pro,SW
31090,2023-12-29,Pro,W
31090,2023-03-05,Enterprise,SW
31090,2023-05-04,Basic,MW
31091,2020-05-12,Pro,SW
31091,2020-03-26,Enterprise,W
31092,2024-02-08,Basic,MW
31092,2024-12-19,Pro,NE
31093,2023-09-09,Pro,SW
31093,2023-04-18,Basic,W
31094,2021-05-30,Enterprise,SW
31095,2024-07-19,Pro,SE
31096,2020-06-23,Basic,NE
31097,2022-02-01,Basic,NE
31098,2022-11-10,Basic,NE
31098,2022-09-23,Basic,MW
31099,2023-02-02,Basic,W
31100,2021-07-31,Basic,MW
31101,2024-01-06,Basic,SW
31101,2024-12-03,Enterprise,MW
31101,2020-02-18,Basic,SE
31102,2021-06-11,Basic,SE
31102,2020-05-24,Basic,SW
31103,2023-09-25,Basic,W
31103,2022-01-31,Basic,SE
31103,2023-10-09,Basic,SW
31104,2023-01-03,Basic,SW
31104,2024-12-30,Pro,NE
31104,2022-07-17,Enterprise,W
31105,2022-03-04,Basic,SE
31106,2024-05-20,Basic,NE
31107,2024-07-18,Pro,MW
31107,2020-11-14,Pro,SE
31108,2023-01-15,Basic,W
31108,2024-04-25,Enterprise,MW
31109,2021-11-28,Pro,NE
31110,2022-04-26,Basic,SW
31110,2024-12-06,Pro,NE
31111,2022-02-21,Enterprise,SE
31112,2020-02-11,Pro,W
31113,2023-01-21,Basic,SE
31113,2024-09-16,Basic,NE
31114,2024-10-16,Basic,MW
31114,2024-03-10,Basic,SW
31115,2021-06-12,Pro,W
31115,2023-07-12,Pro,SW
31116,2024-07-07,Pro,SE
31117,2020-10-18,Enterprise,W
31117,2022-08-26,Basic,SE
31118,2024-01-27,Enterprise,NE
31119,2024-05-02,Pro,SW
31120,2020-04-06,Basic,W
31120,2023-01-23,Pro,NE
31121,2023-09-11,Basic,SW
31121,2020-03-14,Pro,W
31121,2023-09-21,Basic,SE
31122,2022-12-27,Basic,MW
31122,2022-01-27,Pro,SW
31123,2023-01-05,Pro,MW
31123,2020-07-26,Basic,W
31124,2024-11-24,Basic,SW
31124,2023-05-29,Basic,SE
31125,2023-07-09,Pro,SW
31125,2021-02-13,Enterprise,SE
31126,2020-11-26,Enterprise,MW
31127,2020-12-09,Basic,W
31128,2022-09-15,Pro,SW
31129,2022-02-09,Basic,W
31130,2020-03-14,Pro,SW
31130,2024-07-18,Basic,W
31131,2024-09-19,Basic,SW
31132,2020-09-10,Pro,NE
31133,2022-08-16,Basic,SW
31134,2022-03-30,Pro,MW
31134,2024-11-05,Pro,SE
31135,2022-09-12,Basic,SE
31136,2024-11-20,Basic,SE
31136,2020-11-27,Enterprise,NE
31137,2023-11-22,Pro,W
31138,2023-09-30,Basic,W
31139,2024-05-26,Basic,NE
31139,2022-01-16,Pro,W
31140,2022-04-15,Pro,MW
31140,2024-08-18,Basic,W
31141,2021-03-30,Basic,W
31142,2023-02-12,Enterprise,W
31142,2020-11-08,Pro,NE
31143,2022-10-14,Enterprise,SW
31143,2020-08-15,Pro,SE
31144,2022-04-13,Enterprise,W
31145,2022-05-07,Basic,SE
31145,2023-06-22,Pro,NE
31146,2022-03-28,Basic,MW
31146,2024-03-29,Pro,SW
31147,2022-10-14,Basic,SE
31147,2021-06-11,Basic,MW
31148,2022-08-07,Enterprise,W
31148,2021-03-02,Enterprise,MW
31149,2020-02-11,Basic,SE
31149,2021-04-09,Pro,W
31150,2024-07-03,Basic,SW
31150,2020-10-04,Basic,NE
31151,2022-04-15,Pro,NE
31151,2020-01-19,Basic,SW
31152,2020-03-06,Enterprise,SW
31152,2020-06-15,Basic,SE
31153,2024-05-27,Pro,SW
31153,2022-10-16,Pro,MW
31154,2021-02-06,Basic,W
31154,2021-02-12,Basic,MW
31155,2020-04-21,Pro,SW
31155,2023-07-21,Pro,W
31156,2023-12-01,Basic,SE
31157,2023-10-28,Basic,W
31157,2021-08-19,Basic,SW
31158,2021-10-12,Basic,SW
31158,2022-11-28,Basic,SE
31159,2020-04-14,Basic,NE
31160,2020-11-19,Pro,W
31160,2024-12-21,Pro,SW
31161,2022-09-18,Enterprise,SW
31162,2023-12-08,Pro,SW
31163,2021-03-04,Enterprise,MW
31163,2021-09-26,Pro,NE
31164,2021-12-30,Pro,MW
31165,2022-06-07,Enterprise,NE
31165,2022-12-20,Pro,MW
31166,2024-06-23,Basic,W
31166,2023-08-23,Pro,SE
31167,2023-10-09,Enterprise,W
31167,2021-01-27,Pro,MW
31168,2020-07-22,Pro,W
31169,2020-09-14,Pro,NE
31170,2021-04-30,Enterprise,W
31170,2024-03-20,Basic,NE
31171,2021-03-21,Pro,W
31171,2024-09-28,Basic,NE
31171,2023-04-18,Pro,SE
31172,2022-10-20,Pro,MW
31172,2020-12-07,Basic,W
31173,2020-05-12,Basic,SE
31174,2021-03-18,Pro,SE
31174,2020-09-09,Basic,MW
31175,2020-09-21,Basic,W
31175,2020-04-02,Pro,NE
31176,2024-08-12,Basic,NE
31176,2023-12-05,Basic,MW
31177,2020-05-17,Enterprise,NE
31178,2023-05-16,Basic,SW
31178,2022-09-28,Basic,MW
31179,2024-07-18,Pro,SW
31179,2024-11-04,Pro,SE
31180,2024-05-15,Enterprise,SW
31180,2020-11-02,Enterprise,NE
31180,2020-09-22,Pro,W
31181,2021-10-07,Basic,MW
31182,2020-11-13,Basic,NE
31182,2023-02-10,Basic,SW
31183,2022-06-19,Basic,MW
31183,2023-11-02,Pro,SW
31183,2021-03-29,Pro,NE
31184,2020-07-09,Basic,MW
31185,2024-01-03,Pro,SW
31185,2023-04-25,Basic,SE
31185,2022-04-10,Basic,NE
31186,2023-10-22,Pro,SE
31186,2023-01-17,Basic,NE
31187,2020-07-05,Basic,SW
31188,2022-03-29,Basic,W
31189,2022-10-17,Basic,MW
31189,2020-05-11,Pro,NE
31190,2022-05-21,Enterprise,W
31191,2021-09-26,Basic,W
31191,2024-05-02,Basic,SW
31192,2024-12-28,Pro,NE
31193,2023-10-31,Enterprise,MW
31193,2021-11-21,Basic,W
31194,2021-11-22,Basic,NE
31195,2023-01-27,Pro,W
31195,2022-11-23,Pro,SW
31196,2021-08-04,Basic,NE
31196,2020-06-19,Pro,SE
31196,2023-10-21,Basic,SW
31197,2022-02-22,Basic,SE
31197,2022-12-18,Basic,NE
31197,2020-06-29,Enterprise,MW
31198,2020-01-19,Basic,MW
31198,2023-06-03,Basic,SW
31199,2024-02-05,Basic,SW
31200,2023-01-23,Enterprise,NE
31200,2022-05-30,Basic,SE
31201,2023-08-13,Basic,SW
31202,2024-06-04,Basic,SE
31203,2020-06-23,Pro,SW
31204,2023-05-30,Basic,NE
31205,2024-06-26,Basic,SE
31205,2020-02-23,Basic,SW
31206,2021-11-25,Enterprise,NE
31206,2022-05-12,Pro,W
31207,2023-11-27,Pro,SE
31208,2023-09-03,Enterprise,SW
31209,2020-12-14,Enterprise,SE
31209,2021-03-18,Basic,MW
31209,2022-04-12,Enterprise,SW
31210,2021-08-02,Basic,SW
31211,2024-04-12,Basic,MW
31212,2024-12-14,Enterprise,NE
31213,2020-10-08,Basic,SW
31213,2020-12-25,Basic,MW
31214,2022-07-03,Basic,SW
31214,2022-04-02,Pro,MW
31215,2024-07-12,Basic,SE
31216,2022-06-10,Pro,SW
31217,2022-08-10,Enterprise,SW
31217,2024-07-27,Pro,W
31218,2021-10-02,Basic,NE
31218,2022-10-28,Enterprise,SW
31219,2021-07-16,Basic,W
31220,2021-05-05,Basic,NE
31220,2020-12-06,Basic,SE
31220,2021-04-16,Pro,W
31221,2024-12-21,Basic,MW
31222,2024-09-06,Basic,W
31223,2024-09-14,Basic,SE
31223,2024-09-23,Basic,MW
31223,2020-09-05,Pro,SW
31224,2020-08-22,Pro,MW
31225,2023-01-11,Pro,MW
31225,2023-01-21,Basic,NE
31226,2023-11-18,Basic,SW
31227,2022-04-03,Enterprise,W
31228,2023-07-15,Basic,SE
31228,2023-12-11,Enterprise,W
31228,2021-09-23,Basic,SW
31229,2024-05-25,Enterprise,SW
31230,2021-06-12,Basic,SE
31230,2023-06-30,Basic,MW
31231,2020-05-01,Pro,NE
31232,2022-06-10,Pro,NE
31233,2020-01-10,Basic,SE
31234,2024-12-27,Pro,NE
31234,2023-09-01,Pro,SE
31235,2022-04-17,Basic,SW
31236,2023-07-20,Basic,SW
31236,2023-08-22,Basic,NE
31237,2023-05-18,Basic,W
31238,2024-10-19,Pro,NE
31238,2022-01-22,Basic,MW
31238,2022-06-04,Basic,W
31239,2021-04-08,Basic,NE
31240,2021-12-12,Basic,SW
31240,2021-12-28,Basic,NE
31241,2021-12-17,Basic,SW
31241,2023-12-10,Basic,MW
31242,2023-05-24,Enterprise,MW
31242,2020-03-20,Basic,SW
31243,2024-12-07,Pro,SE
31243,2021-04-24,Basic,NE
31244,2022-06-20,Basic,SW
31244,2022-06-09,Basic,NE
31245,2024-04-19,Basic,SW
31245,2024-12-29,Enterprise,NE
31246,2020-01-18,Enterprise,SE
31247,2023-04-03,Pro,SW
31248,2024-03-28,Pro,NE
31248,2020-07-20,Basic,SE
31248,2022-01-10,Basic,SW
31249,2023-10-01,Enterprise,NE
31249,2023-10-21,Pro,W
31250,2024-01-11,Pro,SE
31250,2024-03-16,Basic,W
31251,2020-11-14,Basic,SW
31252,2020-08-04,Enterprise,SE
31253,2022-11-23,Basic,MW
31254,2020-09-22,Basic,MW
31254,2024-07-21,Basic,SE
31255,2021-12-24,Pro,MW
31256,2022-02-13,Basic,W
31257,2023-01-08,Pro,NE
31258,2024-08-27,Basic,SE
31259,2021-02-16,Enterprise,W
31259,2023-06-29,Pro,SE
31260,2022-11-01,Basic,MW
31261,2021-02-04,Pro,SW
31261,2021-12-24,Basic,NE
31262,2020-10-08,Basic,SE
31263,2023-02-09,Enterprise,NE
31264,2021-12-23,Basic,MW
31265,2023-11-02,Basic,SE
31266,2022-01-20,Basic,W
31267,2020-09-24,Basic,SW
31268,2020-10-24,Enterprise,NE
31268,2023-09-02,Basic,SE
31269,2021-07-23,Enterprise,W
31270,2021-05-23,Enterprise,NE
31270,2021-06-29,Basic,MW
31271,2022-02-13,Basic,SE
31271,2020-12-30,Enterprise,W
31272,2021-06-30,Basic,MW
31272,2020-09-27,Basic,NE
31273,2024-02-06,Basic,W
31274,2022-01-08,Pro,SE
31275,2021-06-20,Pro,MW
31276,2023-06-11,Basic,SE
31277,2020-02-28,Basic,NE
31277,2023-06-28,Enterprise,SE
31277,2020-03-26,Pro,MW
31278,2022-02-01,Pro,MW
31279,2021-01-24,Pro,MW
31280,2023-04-18,Basic,W
31280,2021-12-19,Pro,SE
31281,2022-05-05,Basic,SW
31281,2020-05-28,Basic,MW
31282,2021-08-05,Pro,W
31282,2020-04-30,Basic,SE
31283,2022-02-03,Enterprise,MW
31284,2021-08-27,Basic,MW
31285,2020-09-12,Enterprise,SW
31285,2022-02-04,Enterprise,NE
31286,2022-05-13,Basic,SW
31287,2022-03-10,Pro,W
31288,2023-08-25,Basic,W
31289,2020-02-28,Enterprise,SE
31290,2022-10-18,Basic,MW
31291,2022-12-28,Pro,NE
31292,2024-01-09,Basic,NE
31292,2021-01-22,Basic,SW
31293,2023-01-14,Basic,SW
31293,2022-02-24,Basic,W
31294,2023-06-04,Pro,NE
31294,2021-08-15,Pro,SE
31295,2024-07-07,Pro,SE
31296,2023-04-22,Basic,SE
31297,2024-12-20,Basic,W
31298,2023-09-07,Basic,W
31298,2022-06-27,Pro,SE
31299,2023-09-03,Enterprise,NE
31299,2021-07-19,Basic,W
31300,2021-02-02,Basic,W
31301,2024-09-28,Basic,SE
31301,2022-06-17,Pro,SW
31301,2023-08-09,Pro,MW
31302,2020-10-19,Pro,MW
31303,2021-04-29,Basic,SW
31303,2024-01-10,Pro,NE
31304,2022-03-13,Pro,SW
31304,2024-09-11,Basic,SE
31305,2023-12-06,Basic,SW
31305,2024-03-11,Basic,NE
31306,2024-10-23,Basic,W
31306,2024-12-14,Enterprise,NE
31307,2022-06-08,Basic,NE
31307,2020-08-31,Pro,SW
31308,2023-12-14,Pro,NE
31309,2022-08-17,Basic,NE
31309,2023-03-23,Pro,SE
31310,2022-03-26,Basic,SE
31311,2023-12-18,Basic,SW
31311,2020-09-29,Basic,SE
31312,2024-07-28,Basic,SE
31312,2021-06-03,Basic,NE
31313,2023-02-25,Basic,SE
31313,2023-10-28,Basic,NE
31314,2021-07-21,Basic,SW
31315,2021-09-29,Enterprise,SE
31315,2020-06-07,Basic,W
31316,2024-05-13,Pro,SW
31316,2024-05-12,Basic,W
31317,2021-10-13,Pro,W
31317,2020-06-24,Basic,SW
31318,2021-09-11,Enterprise,SE
31319,2020-07-29,Basic,NE
31320,2021-03-22,Pro,W
31321,2021-08-08,Basic,SE
31322,2020-06-15,Basic,W
31322,2021-04-04,Pro,SE
31323,2022-07-04,Basic,NE
31324,2023-10-12,Basic,NE
31324,2023-08-20,Basic,SW
31324,2023-06-10,Pro,SE
31325,2023-09-12,Enterprise,SW
31326,2023-04-20,Basic,MW
31327,2024-07-15,Pro,SE
31327,2023-09-19,Basic,MW
31328,2024-10-04,Basic,NE
31328,2022-11-18,Enterprise,SW
31329,2021-12-14,Enterprise,SW
31330,2023-01-21,Pro,NE
31330,2022-04-20,Basic,SE
31331,2022-05-17,Basic,SW
31331,2021-11-18,Basic,MW
31332,2020-11-25,Basic,W
31333,2024-10-12,Basic,MW
31333,2023-04-22,Pro,SW
31333,2020-04-04,Enterprise,NE
31334,2022-02-23,Basic,SE
31334,2021-10-10,Basic,MW
31334,2024-11-07,Enterprise,NE
31335,2020-12-18,Basic,SW
31335,2022-07-18,Pro,NE
31336,2022-07-29,Basic,SW
31337,2022-09-10,Basic,MW
31337,2023-07-12,Enterprise,W
31338,2024-07-28,Basic,W
31339,2024-08-06,Basic,MW
31340,2022-11-08,Basic,MW
31341,2024-11-01,Enterprise,W
31342,2021-10-07,Enterprise,MW
31342,2021-09-17,Basic,SW
31343,2024-03-02,Basic,SW
31343,2020-05-18,Pro,W
31344,2024-07-18,Basic,SW
31344,2021-12-16,Pro,W
31345,2024-05-15,Basic,W
31346,2022-01-31,Basic,SE
31347,2024-03-28,Pro,MW
31348,2020-09-11,Basic,NE
31348,2023-01-13,Enterprise,SE
31348,2024-01-21,Basic,SW
31349,2024-04-04,Basic,MW
31350,2024-05-04,Enterprise,NE
31350,2021-11-06,Basic,MW
31351,2020-04-01,Pro,NE
31351,2024-06-11,Basic,SW
31352,2022-12-28,Pro,SW
31353,2020-02-06,Pro,SE
31353,2024-11-23,Basic,MW
31354,2024-11-22,Pro,SW
31355,2020-05-19,Pro,SW
31355,2022-05-16,Basic,NE
31356,2021-11-10,Pro,NE
31356,2024-05-08,Pro,MW
31356,2023-04-16,Basic,SW
31357,2024-06-29,Basic,NE
31358,2020-05-16,Basic,MW
31359,2020-07-08,Basic,W
31359,2024-07-21,Pro,NE
31360,2020-12-07,Basic,MW
31360,2024-05-01,Enterprise,NE
31360,2022-10-25,Basic,SW
31361,2022-08-29,Basic,SW
31362,2023-07-04,Pro,NE
31362,2021-10-23,Basic,SW
31363,2020-08-30,Basic,SW
31363,2024-12-15,Basic,MW
31364,2024-10-09,Basic,SW
31364,2021-02-18,Basic,NE
31365,2024-07-08,Enterprise,NE
31366,2021-12-07,Basic,NE
31366,2020-12-08,Enterprise,SW
31367,2021-11-12,Pro,SW
31367,2023-11-03,Basic,SE
31367,2024-06-05,Basic,NE
31368,2024-08-16,Pro,SW
31369,2021-10-14,Enterprise,SW
31370,2020-05-25,Basic,W
31370,2020-11-18,Basic,SW
31370,2020-05-01,Basic,SE
31371,2023-06-29,Basic,SE
31372,2020-11-06,Pro,MW
31372,2021-08-23,Enterprise,W
31373,2021-04-19,Basic,MW
31374,2021-07-23,Pro,MW
31375,2024-02-24,Pro,SE
31375,2021-07-28,Basic,SW
31376,2020-12-12,Basic,SE
31377,2022-03-30,Pro,MW
31377,2024-02-19,Enterprise,W
31378,2024-02-05,Pro,W
31379,2021-01-16,Basic,SE
31379,2023-07-27,Basic,W
31380,2020-03-12,Basic,W
31381,2021-06-04,Pro,MW
31382,2023-10-21,Pro,NE
31382,2022-07-21,Basic,W
31382,2023-01-22,Pro,SW
31383,2023-10-28,Pro,MW
31384,2020-12-04,Pro,MW
31384,2023-12-31,Enterprise,SE
31385,2023-09-21,Basic,MW
31386,2021-10-25,Enterprise,SW
31386,2024-02-24,Basic,MW
31387,2020-02-09,Basic,W
31388,2023-10-14,Enterprise,W
31388,2021-07-27,Enterprise,NE
31388,2023-07-01,Basic,SE
31389,2022-08-23,Pro,W
31390,2021-08-03,Pro,SE
31391,2023-11-22,Pro,SW
31392,2024-11-15,Basic,SW
31393,2020-06-18,Pro,SW
31393,2024-09-09,Basic,SE
31394,2021-12-01,Basic,SE
31395,2021-05-25,Basic,NE
31395,2023-07-07,Basic,SW
31396,2021-08-06,Enterprise,SE
31397,2022-09-10,Basic,MW
31398,2021-04-03,Enterprise,NE
31398,2021-06-12,Basic,SW
31399,2020-12-06,Pro,W
31399,2020-02-26,Pro,MW
31232,2020-08-05,Pro,SE
30073,2021-09-10,Pro,W
31214,2022-03-26,Pro,W
30055,2024-09-04,Enterprise,W
30552,2021-12-31,Pro,MW
30573,2021-04-08,Basic,SW
30283,2020-09-03,Pro,SE
30186,2021-12-30,Basic,SW
30129,2021-01-07,Basic,SW
31315,2021-02-20,Enterprise,MW
31222,2022-11-20,Basic,NE
31294,2021-01-02,Pro,MW
31238,2021-07-12,Basic,SW
30446,2024-07-27,Basic,W
30992,2020-04-17,Basic,SW
30073,2021-08-06,Basic,NE
30100,2022-04-18,Pro,W
30426,2021-02-21,Basic,NE
31189,2024-07-01,Basic,SE
30428,2022-03-31,Basic,W
30365,2023-11-22,Basic,W
30608,2023-07-19,Pro,NE
30727,2021-11-13,Basic,SE
30824,2023-02-13,Pro,SW
31375,2024-05-28,Enterprise,NE
31341,2020-09-12,Pro,SW
30835,2023-01-09,Pro,NE
31296,2022-02-18,Basic,NE
30817,2023-02-25,Basic,W
31117,2022-04-17,Enterprise,MW
31364,2022-07-03,Pro,SE
30694,2020-08-22,Pro,SE
30151,2021-07-06,Pro,SE
30912,2020-06-29,Basic,SE
30495,2020-06-05,Basic,W
30100,2024-01-17,Pro,NE
31105,2021-07-24,Pro,NE
30072,2022-05-06,Basic,SE
30156,2024-11-19,Enterprise,MW
30131,2024-09-23,Basic,MW
31018,2022-11-13,Basic,MW
31399,2024-02-05,Enterprise,SW
30106,2023-11-24,Pro,SW
30264,2022-08-05,Basic,SE
31102,2021-08-14,Basic,W
30987,2020-05-13,Basic,SE
30246,2021-02-24,Pro,SW
30857,2020-07-31,Basic,SW
30537,2022-06-18,Pro,SE
31177,2021-04-26,Enterprise,MW
30091,2020-12-13,Pro,MW
30337,2020-06-14,Basic,MW
31154,2022-07-25,Pro,SE
30809,2020-12-13,Basic,MW
30272,2022-04-28,Basic,SE
30587,2021-02-01,Basic,NE
30830,2021-08-05,Basic,SW
31072,2021-12-26,Enterprise,MW
30665,2023-12-29,Basic,SW
31331,2024-05-19,Basic,NE
31069,2023-05-29,Enterprise,SE
30867,2020-11-03,Basic,W
30407,2022-09-17,Pro,NE
30821,2022-03-08,Basic,MW
31152,2024-09-16,Basic,NE
31289,2021-12-19,Enterprise,MW
30463,2021-04-10,Basic,SW
31223,2020-04-08,Pro,NE
30486,2023-06-19,Basic,SW
31157,2020-06-06,Basic,MW
31256,2021-09-01,Basic,SE
30810,2021-07-07,Basic,W
30089,2021-10-12,Basic,MW
30198,2024-12-23,Pro,SE
30537,2022-07-08,Basic,MW
30300,2020-08-14,Basic,SW
30962,2021-02-26,Basic,W
30067,2022-12-31,Enterprise,SE
30458,2020-08-30,Enterprise,MW
30397,2021-06-13,Pro,SW
31309,2024-05-31,Enterprise,MW
31163,2022-12-04,Basic,SW
30555,2024-02-04,Basic,NE
30780,2021-01-05,Pro,SE
30893,2021-10-13,Pro,MW
30747,2021-11-19,Basic,MW
30660,2022-01-03,Basic,W
30995,2020-04-01,Enterprise,SW
30745,2022-11-11,Pro,SE
30086,2020-06-20,Basic,W
31228,2024-06-15,Pro,NE
31360,2023-04-30,Basic,W
30303,2023-01-05,Basic,SW
30595,2023-07-28,Basic,SW
30557,2023-10-19,Basic,SW
31206,2020-06-27,Basic,MW
30077,2020-08-25,Pro,W
31362,2023-03-04,Basic,MW
30237,2022-05-26,Pro,SE
31215,2022-06-20,Basic,W
30277,2020-10-06,Basic,SE
30523,2022-11-08,Enterprise,SW
31269,2024-06-06,Pro,SE
31396,2022-01-09,Enterprise,SW
31094,2021-01-05,Enterprise,W
31042,2024-12-05,Basic,MW
30083,2023-02-09,Basic,SW
30564,2024-11-21,Enterprise,SW
30356,2024-08-26,Enterprise,W
30646,2022-05-19,Pro,SW
31092,2024-08-30,Pro,W
30142,2022-10-15,Pro,W
30377,2020-08-08,Basic,NE
30534,2022-07-08,Pro,SE
31316,2020-10-30,Pro,NE
31294,2024-09-22,Pro,SW
30092,2023-09-10,Basic,SW
30528,2023-12-31,Basic,MW
30404,2021-03-13,Basic,W
31172,2023-04-08,Basic,NE
31290,2021-01-09,Enterprise,SE
30471,2024-04-29,Basic,MW
30546,2021-01-15,Basic,MW
31037,2022-09-12,Basic,MW
30363,2020-01-14,Pro,W
31261,2022-01-12,Basic,MW
31192,2021-10-30,Basic,MW
30633,2021-05-14,Basic,NE
30962,2024-07-27,Basic,MW
30882,2023-11-15,Basic,NE
30779,2024-04-21,Basic,W
30515,2021-07-18,Enterprise,SE
30865,2021-06-13,Basic,SW
31108,2021-05-06,Basic,SE
31144,2024-04-22,Pro,SW
30849,2024-09-18,Basic,NE
30018,2023-11-09,Pro,SE
31035,2023-05-04,Basic,NE
30329,2022-01-24,Pro,SE
30773,2020-10-26,Pro,W
30636,2022-03-25,Enterprise,SW
31290,2021-06-30,Basic,W
30894,2021-12-27,Basic,NE
31025,2021-12-31,Basic,W
30635,2022-04-07,Enterprise,SE
30739,2021-08-24,Enterprise,MW
30468,2023-08-24,Basic,W
31135,2023-06-29,Basic,W
30803,2022-10-28,Basic,NE
30873,2022-02-06,Basic,W
30252,2022-05-24,Basic,SE
30751,2023-05-16,Basic,SE
30980,2022-07-25,Pro,SE
30235,2020-05-10,Enterprise,SW
30477,2024-10-25,Enterprise,W
31043,2024-09-28,Basic,W
30134,2024-08-04,Pro,SE
31152,2024-11-22,Enterprise,W
31317,2021-08-30,Basic,SE
30085,2020-01-26,Pro,W
31398,2024-07-04,Basic,MW
30377,2024-01-17,Basic,MW
31074,2021-09-26,Basic,MW
31317,2023-04-24,Basic,MW
30265,2021-04-28,Pro,NE
31271,2021-11-10,Basic,MW
30056,2022-12-10,Basic,SE
30038,2020-01-05,Basic,SE
31041,2021-08-11,Enterprise,NE
30755,2023-03-29,Basic,SE
30282,2020-07-26,Pro,MW
30109,2020-09-13,Pro,SE
31203,2023-05-13,Basic,SE
30543,2024-11-25,Basic,MW
30024,2020-01-11,Pro,MW
30790,2022-08-06,Basic,MW
30056,2020-01-08,Basic,MW
30342,2023-12-03,Pro,NE
30575,2022-07-24,Basic,SE
31255,2020-02-01,Basic,NE
31236,2021-06-23,Basic,MW
30529,2024-10-07,Basic,MW
30928,2022-10-01,Pro,MW
31249,2021-01-21,Pro,SW
30434,2023-06-05,Pro,MW
31020,2021-10-01,Pro,MW
30401,2024-11-25,Basic,SW
30087,2024-02-07,Basic,SE
30308,2024-10-13,Basic,MW
30342,2024-11-09,Basic,SE
30138,2020-07-25,Enterprise,SE
31209,2023-09-03,Pro,W
31187,2024-12-23,Basic,NE
30942,2024-11-15,Basic,MW
31065,2021-07-10,Basic,SW
30209,2024-06-28,Basic,NE
30861,2020-12-13,Basic,MW
30953,2022-03-03,Basic,SE
31274,2020-08-21,Enterprise,MW
