,bird_id,sighting_date,observer,location,count_seen
2825,B00407,2026-02-05,Casey,Rocky Pass,9
2826,B01408,2026-06-20,Jordan,Sunset Ridge,3
2827,B01408,2026-01-18,Jordan,Wetlands,1
2828,B01408,2026-03-10,Morgan,Rocky Pass,10
2829,B01408,2026-06-02,Jordan,Aspen Grove,10
2830,B01408,2026-03-30,Alex,Aspen Grove,6
2831,B00330,2026-05-13,Riley,Sunset Ridge,10
2832,B00330,2026-02-05,Taylor,Sunset Ridge,3
2833,B00330,2026-06-11,Quinn,Rocky Pass,2
2834,B00330,2026-06-09,Sam,Canyon Overlook,1
2835,B00330,2026-03-18,Jordan,Cliff Basin,3
2836,B00278,2026-06-21,Morgan,Canyon Overlook,4
2837,B00278,2026-02-14,Sam,Rocky Pass,9
2838,B00278,2026-02-21,Taylor,Wetlands,9
2839,B00278,2026-06-29,Sam,Canyon Overlook,8
2840,B00278,2026-05-04,Alex,Cliff Basin,2
2841,B00278,2026-03-22,Morgan,Wetlands,10
2842,B01159,2026-03-02,Morgan,Lake Edge,2
2843,B01159,2026-06-12,Alex,Aspen Grove,6
2844,B01159,2026-05-13,Quinn,Aspen Grove,2
2845,B01159,2026-03-06,Taylor,Pine Lookout,4
2846,B01159,2026-01-16,Taylor,Canyon Overlook,7
2847,B01159,2026-04-14,Riley,Cliff Basin,4
2848,B01159,2026-03-31,Quinn,Rocky Pass,9
2849,B00291,2026-05-11,Taylor,Cliff Basin,10
2850,B00291,2026-03-27,Taylor,Pine Lookout,2
2851,B00291,2026-01-04,Taylor,Wetlands,2
2852,B00291,2026-02-25,Taylor,Cliff Basin,1
2853,B00280,2026-05-07,Riley,Cliff Basin,6
2854,B00280,2026-06-22,Quinn,Lake Edge,6
2855,B00280,2026-03-01,Morgan,Lake Edge,11
2856,B00280,2026-02-13,Morgan,Rocky Pass,3
2857,B00280,2026-03-04,Morgan,Sunset Ridge,4
2858,B00280,2026-01-28,Casey,Pine Lookout,5
2859,B00280,2026-03-11,Sam,Wetlands,7
2860,B00006,2026-02-08,Quinn,Lake Edge,5
2861,B00006,2026-06-12,Casey,Pine Lookout,11
2862,B00006,2026-02-04,Morgan,Lake Edge,10
2863,B00006,2026-06-28,Riley,Canyon Overlook,11
2864,B00006,2026-06-17,Casey,Lake Edge,9
2865,B00006,2026-04-29,Taylor,Lake Edge,8
2866,B00711,2026-02-01,Casey,Wetlands,6
2867,B00711,2026-02-18,Casey,Aspen Grove,5
2868,B00711,2026-05-29,Riley,Rocky Pass,9
2869,B00711,2026-05-10,Casey,Rocky Pass,5
2870,B00711,2026-03-17,Morgan,Aspen Grove,5
2871,B00711,2026-05-30,Alex,Canyon Overlook,9
2872,B00137,2026-02-09,Riley,Lake Edge,5
2873,B00137,2026-06-06,Jordan,Rocky Pass,2
2874,B00137,2026-03-16,Casey,Lake Edge,11
2875,B00137,2026-05-19,Taylor,Lake Edge,11
2876,B00582,2026-05-24,Riley,Sunset Ridge,3
2877,B00582,2026-04-17,Jordan,Aspen Grove,1
2878,B00582,2026-03-25,Alex,Canyon Overlook,10
2879,B00582,2026-01-12,Sam,Rocky Pass,5
2880,B00582,2026-02-03,Morgan,Canyon Overlook,10
2881,B00582,2026-04-21,Jordan,Sunset Ridge,10
2882,B00532,2026-04-28,Morgan,Wetlands,3
2883,B00532,2026-01-21,Morgan,Lake Edge,3
2884,B00532,2026-03-30,Quinn,Pine Lookout,2
2885,B00532,2026-03-08,Casey,Wetlands,1
2886,B00532,2026-06-21,Riley,Lake Edge,4
2887,B01146,2026-03-26,Taylor,Aspen Grove,7
2888,B01146,2026-04-30,Quinn,Wetlands,7
2889,B01146,2026-06-21,Quinn,Aspen Grove,2
2890,B01146,2026-01-02,Taylor,Rocky Pass,3
2891,B01614,2026-04-22,Sam,Rocky Pass,1
2892,B01614,2026-04-20,Taylor,Aspen Grove,1
2893,B01614,2026-06-01,Taylor,Cliff Basin,1
2894,B01614,2026-02-26,Quinn,Sunset Ridge,7
2895,B01614,2026-04-19,Quinn,Canyon Overlook,8
2896,B01614,2026-01-12,Taylor,Wetlands,10
2897,B00794,2026-04-13,Alex,Lake Edge,6
2898,B00794,2026-04-24,Taylor,Canyon Overlook,5
2899,B00794,2026-05-17,Sam,Sunset Ridge,6
2900,B00794,2026-04-09,Sam,Wetlands,4
2901,B00794,2026-02-03,Morgan,Canyon Overlook,10
2902,B00794,2026-06-21,Taylor,Lake Edge,9
2903,B00794,2026-02-27,Taylor,Aspen Grove,2
2904,B00044,2026-01-24,Sam,Cliff Basin,7
2905,B00044,2026-05-06,Casey,Canyon Overlook,10
2906,B00044,2026-03-02,Alex,Pine Lookout,2
2907,B00044,2026-04-18,Taylor,Pine Lookout,9
2908,B00044,2026-04-10,Sam,Rocky Pass,9
2909,B00745,2026-02-03,Riley,Aspen Grove,8
2910,B00745,2026-06-18,Riley,Aspen Grove,10
2911,B00745,2026-01-14,Casey,Sunset Ridge,10
2912,B00745,2026-03-21,Morgan,Cliff Basin,8
2913,B00745,2026-04-14,Casey,Wetlands,3
2914,B00745,2026-05-14,Morgan,Rocky Pass,10
2915,B00745,2026-02-20,Taylor,Aspen Grove,4
2916,B01043,2026-06-29,Riley,Pine Lookout,7
2917,B01043,2026-01-07,Riley,Cliff Basin,2
2918,B01043,2026-01-13,Morgan,Pine Lookout,9
2919,B01043,2026-04-13,Morgan,Aspen Grove,4
2920,B01043,2026-04-01,Sam,Canyon Overlook,8
2921,B01043,2026-05-08,Taylor,Lake Edge,1
2922,B01043,2026-06-03,Casey,Wetlands,11
2923,B00996,2026-03-21,Jordan,Wetlands,8
2924,B00996,2026-04-06,Jordan,Pine Lookout,6
2925,B00996,2026-05-01,Taylor,Sunset Ridge,1
2926,B00996,2026-04-14,Alex,Aspen Grove,7
2927,B00996,2026-02-04,Alex,Lake Edge,5
2928,B00996,2026-04-24,Jordan,Rocky Pass,1
2929,B00996,2026-05-30,Quinn,Lake Edge,5
2930,B00538,2026-02-28,Alex,Canyon Overlook,8
2931,B00538,2026-01-04,Quinn,Cliff Basin,6
2932,B00538,2026-05-08,Jordan,Aspen Grove,6
2933,B00538,2026-06-24,Riley,Canyon Overlook,10
2934,B00538,2026-01-14,Riley,Pine Lookout,8
2935,B00538,2026-04-26,Taylor,Aspen Grove,7
2936,B00538,2026-04-20,Quinn,Cliff Basin,9
2937,B00332,2026-05-25,Morgan,Aspen Grove,5
2938,B00332,2026-06-27,Sam,Pine Lookout,4
2939,B00332,2026-05-19,Sam,Canyon Overlook,11
2940,B00332,2026-04-01,Taylor,Wetlands,2
2941,B00332,2026-01-05,Morgan,Rocky Pass,6
2942,B00332,2026-05-31,Riley,Wetlands,10
2943,B00237,2026-02-28,Quinn,Sunset Ridge,1
2944,B00237,2026-03-26,Taylor,Pine Lookout,4
2945,B00237,2026-04-20,Casey,Lake Edge,6
2946,B00237,2026-06-14,Riley,Wetlands,9
2947,B00237,2026-06-11,Sam,Sunset Ridge,3
2948,B00237,2026-04-28,Alex,Aspen Grove,4
2949,B00998,2026-06-04,Morgan,Cliff Basin,2
2950,B00998,2026-04-15,Riley,Aspen Grove,9
2951,B00998,2026-05-12,Sam,Aspen Grove,10
2952,B00998,2026-03-16,Riley,Sunset Ridge,7
2953,B01334,2026-06-24,Alex,Pine Lookout,10
2954,B01334,2026-06-27,Sam,Pine Lookout,11
2955,B01334,2026-02-15,Jordan,Sunset Ridge,11
2956,B01334,2026-02-14,Casey,Cliff Basin,11
2957,B01334,2026-06-15,Sam,Lake Edge,5
2958,B01334,2026-04-03,Casey,Sunset Ridge,3
2959,B00482,2026-02-18,Morgan,Lake Edge,1
2960,B00482,2026-06-18,Casey,Lake Edge,1
2961,B00482,2026-02-24,Riley,Wetlands,6
2962,B00482,2026-03-13,Casey,Pine Lookout,4
2963,B00609,2026-02-21,Taylor,Canyon Overlook,1
2964,B00609,2026-02-10,Taylor,Rocky Pass,2
2965,B00609,2026-06-18,Taylor,Pine Lookout,8
2966,B00609,2026-04-09,Taylor,Pine Lookout,8
2967,B00609,2026-04-24,Alex,Canyon Overlook,8
2968,B01547,2026-02-01,Jordan,Lake Edge,8
2969,B01547,2026-01-19,Casey,Rocky Pass,4
2970,B01547,2026-06-19,Casey,Cliff Basin,7
2971,B01547,2026-06-25,Quinn,Aspen Grove,1
2972,B01547,2026-06-21,Morgan,Aspen Grove,1
2973,B01648,2026-04-21,Quinn,Canyon Overlook,2
2974,B01648,2026-05-03,Taylor,Sunset Ridge,2
2975,B01648,2026-02-25,Quinn,Rocky Pass,3
2976,B01648,2026-02-03,Morgan,Aspen Grove,7
2977,B00621,2026-01-02,Taylor,Rocky Pass,5
2978,B00621,2026-05-25,Alex,Sunset Ridge,9
2979,B00621,2026-05-18,Riley,Wetlands,3
2980,B00621,2026-02-13,Riley,Lake Edge,5
2981,B00070,2026-02-14,Sam,Rocky Pass,2
2982,B00070,2026-05-10,Taylor,Sunset Ridge,8
2983,B00070,2026-04-18,Sam,Aspen Grove,6
2984,B00070,2026-04-04,Riley,Aspen Grove,9
2985,B01480,2026-02-06,Morgan,Cliff Basin,6
2986,B01480,2026-02-18,Riley,Cliff Basin,2
2987,B01480,2026-03-13,Taylor,Sunset Ridge,6
2988,B01480,2026-04-08,Jordan,Wetlands,11
2989,B01480,2026-05-08,Sam,Wetlands,1
2990,B01480,2026-02-22,Sam,Sunset Ridge,6
2991,B01480,2026-02-27,Sam,Canyon Overlook,2
2992,B01475,2026-01-19,Casey,Sunset Ridge,10
2993,B01475,2026-05-18,Sam,Aspen Grove,9
2994,B01475,2026-06-14,Alex,Rocky Pass,4
2995,B01475,2026-06-01,Alex,Lake Edge,9
2996,B01475,2026-06-06,Morgan,Pine Lookout,6
2997,B01475,2026-02-11,Sam,Rocky Pass,9
2998,B01475,2026-05-09,Quinn,Canyon Overlook,4
2999,B00989,2026-01-05,Taylor,Aspen Grove,5
3000,B00989,2026-06-19,Riley,Cliff Basin,3
3001,B00989,2026-03-20,Sam,Pine Lookout,9
3002,B00989,2026-05-14,Taylor,Wetlands,1
3003,B00989,2026-01-19,Morgan,Sunset Ridge,11
3004,B01511,2026-04-16,Riley,Wetlands,7
3005,B01511,2026-05-05,Morgan,Sunset Ridge,2
3006,B01511,2026-03-12,Alex,Lake Edge,6
3007,B01511,2026-02-15,Morgan,Rocky Pass,2
3008,B01511,2026-06-21,Taylor,Aspen Grove,5
3009,B01511,2026-04-28,Morgan,Canyon Overlook,7
3010,B01511,2026-03-01,Sam,Aspen Grove,7
3011,B00150,2026-06-10,Alex,Wetlands,10
3012,B00150,2026-06-08,Riley,Cliff Basin,2
3013,B00150,2026-01-26,Quinn,Sunset Ridge,7
3014,B00150,2026-03-06,Casey,Cliff Basin,5
3015,B00150,2026-05-26,Sam,Cliff Basin,2
3016,B00150,2026-02-21,Taylor,Canyon Overlook,11
3017,B00966,2026-03-22,Jordan,Lake Edge,1
3018,B00966,2026-03-24,Riley,Cliff Basin,11
3019,B00966,2026-04-04,Taylor,Canyon Overlook,6
3020,B00966,2026-06-22,Morgan,Pine Lookout,11
3021,B00966,2026-03-17,Morgan,Cliff Basin,2
3022,B00966,2026-02-21,Quinn,Wetlands,7
3023,B00966,2026-06-16,Sam,Aspen Grove,4
3024,B01226,2026-02-03,Casey,Wetlands,11
3025,B01226,2026-02-08,Morgan,Wetlands,5
3026,B01226,2026-03-01,Riley,Pine Lookout,7
3027,B01226,2026-06-22,Jordan,Cliff Basin,9
3028,B01226,2026-06-16,Quinn,Cliff Basin,5
3029,B01226,2026-02-25,Riley,Wetlands,5
3030,B01226,2026-06-11,Jordan,Rocky Pass,5
3031,B01098,2026-04-13,Jordan,Rocky Pass,10
3032,B01098,2026-06-10,Sam,Canyon Overlook,2
3033,B01098,2026-04-04,Riley,Cliff Basin,4
3034,B01098,2026-02-08,Jordan,Aspen Grove,10
3035,B01098,2026-01-13,Casey,Wetlands,9
3036,B01098,2026-03-19,Taylor,Wetlands,7
3037,B01098,2026-03-02,Casey,Lake Edge,5
3038,B00643,2026-01-01,Alex,Rocky Pass,10
3039,B00643,2026-05-25,Sam,Cliff Basin,9
3040,B00643,2026-04-10,Taylor,Canyon Overlook,2
3041,B00643,2026-05-17,Riley,Sunset Ridge,7
3042,B00643,2026-01-21,Taylor,Sunset Ridge,4
3043,B00643,2026-01-07,Alex,Cliff Basin,7
3044,B00643,2026-03-03,Casey,Wetlands,10
3045,B01102,2026-02-12,Morgan,Rocky Pass,7
3046,B01102,2026-02-20,Riley,Aspen Grove,11
3047,B01102,2026-04-27,Taylor,Cliff Basin,9
3048,B01102,2026-05-17,Morgan,Wetlands,3
3049,B01102,2026-04-13,Taylor,Rocky Pass,6
3050,B01102,2026-05-06,Alex,Cliff Basin,10
3051,B01102,2026-06-23,Jordan,Aspen Grove,2
3052,B01053,2026-06-03,Casey,Aspen Grove,6
3053,B01053,2026-06-28,Sam,Wetlands,5
3054,B01053,2026-03-17,Morgan,Aspen Grove,11
3055,B01053,2026-03-08,Jordan,Canyon Overlook,1
3056,B01053,2026-04-23,Taylor,Pine Lookout,4
3057,B01053,2026-02-10,Quinn,Wetlands,7
3058,B01053,2026-02-16,Morgan,Sunset Ridge,10
3059,B00297,2026-03-07,Riley,Aspen Grove,5
3060,B00297,2026-05-06,Jordan,Cliff Basin,9
3061,B00297,2026-02-15,Sam,Lake Edge,1
3062,B00297,2026-01-23,Jordan,Rocky Pass,11
3063,B00297,2026-05-01,Riley,Pine Lookout,1
3064,B00297,2026-03-20,Riley,Canyon Overlook,7
3065,B01663,2026-04-09,Jordan,Cliff Basin,10
3066,B01663,2026-02-20,Riley,Canyon Overlook,5
3067,B01663,2026-03-07,Casey,Aspen Grove,9
3068,B01663,2026-02-10,Quinn,Aspen Grove,2
3069,B00596,2026-02-28,Morgan,Pine Lookout,10
3070,B00596,2026-06-04,Casey,Pine Lookout,3
3071,B00596,2026-03-16,Taylor,Sunset Ridge,3
3072,B00596,2026-04-22,Taylor,Cliff Basin,8
3073,B00873,2026-02-25,Casey,Sunset Ridge,5
3074,B00873,2026-01-20,Casey,Rocky Pass,7
3075,B00873,2026-04-23,Quinn,Lake Edge,11
3076,B00873,2026-05-06,Taylor,Cliff Basin,5
3077,B00873,2026-02-03,Riley,Pine Lookout,11
3078,B00873,2026-06-08,Morgan,Canyon Overlook,1
3079,B00287,2026-06-13,Quinn,Wetlands,10
3080,B00287,2026-04-03,Morgan,Lake Edge,2
3081,B00287,2026-03-19,Sam,Sunset Ridge,3
3082,B00287,2026-04-28,Riley,Sunset Ridge,5
3083,B00287,2026-01-28,Alex,Canyon Overlook,2
3084,B00287,2026-05-11,Riley,Rocky Pass,6
3085,B00241,2026-05-13,Alex,Aspen Grove,11
3086,B00241,2026-02-21,Taylor,Rocky Pass,10
3087,B00241,2026-04-27,Alex,Wetlands,4
3088,B00241,2026-01-19,Taylor,Sunset Ridge,1
3089,B00241,2026-01-25,Sam,Cliff Basin,6
3090,B00241,2026-03-17,Jordan,Lake Edge,4
3091,B00563,2026-02-02,Jordan,Canyon Overlook,7
3092,B00563,2026-02-09,Sam,Lake Edge,11
3093,B00563,2026-01-16,Jordan,Sunset Ridge,3
3094,B00563,2026-06-24,Quinn,Rocky Pass,10
3095,B00183,2026-01-31,Alex,Pine Lookout,8
3096,B00183,2026-03-26,Sam,Aspen Grove,8
3097,B00183,2026-01-11,Casey,Pine Lookout,8
3098,B00183,2026-05-19,Alex,Lake Edge,2
3099,B00183,2026-06-08,Casey,Rocky Pass,8
3100,B00183,2026-03-05,Sam,Canyon Overlook,2
3101,B00054,2026-05-27,Sam,Cliff Basin,6
3102,B00054,2026-05-12,Sam,Canyon Overlook,3
3103,B00054,2026-05-14,Morgan,Lake Edge,3
3104,B00054,2026-02-06,Taylor,Canyon Overlook,3
3105,B00054,2026-02-10,Morgan,Cliff Basin,7
3106,B01308,2026-04-13,Taylor,Cliff Basin,9
3107,B01308,2026-01-07,Quinn,Cliff Basin,10
3108,B01308,2026-05-27,Casey,Canyon Overlook,6
3109,B01308,2026-01-26,Morgan,Aspen Grove,10
3110,B01308,2026-01-02,Taylor,Lake Edge,11
3111,B01308,2026-06-25,Morgan,Wetlands,3
3112,B01308,2026-06-08,Sam,Sunset Ridge,1
3113,B01219,2026-06-03,Jordan,Wetlands,6
3114,B01219,2026-04-04,Sam,Wetlands,4
3115,B01219,2026-04-19,Alex,Aspen Grove,7
3116,B01219,2026-01-12,Alex,Sunset Ridge,8
3117,B01219,2026-02-11,Jordan,Wetlands,4
3118,B01282,2026-02-01,Taylor,Lake Edge,2
3119,B01282,2026-04-18,Morgan,Rocky Pass,10
3120,B01282,2026-01-03,Sam,Canyon Overlook,2
3121,B01282,2026-02-15,Riley,Lake Edge,1
3122,B01282,2026-01-27,Casey,Cliff Basin,8
3123,B01282,2026-01-10,Morgan,Sunset Ridge,11
3124,B00690,2026-04-20,Alex,Canyon Overlook,2
3125,B00690,2026-05-20,Quinn,Pine Lookout,4
3126,B00690,2026-02-14,Quinn,Cliff Basin,5
3127,B00690,2026-05-27,Riley,Wetlands,10
3128,B00214,2026-05-19,Jordan,Sunset Ridge,8
3129,B00214,2026-06-25,Sam,Rocky Pass,5
3130,B00214,2026-05-29,Taylor,Lake Edge,1
3131,B00214,2026-03-07,Jordan,Cliff Basin,7
3132,B00214,2026-01-14,Alex,Cliff Basin,10
3133,B00214,2026-04-02,Casey,Rocky Pass,3
3134,B00214,2026-04-25,Casey,Cliff Basin,5
3135,B01081,2026-05-13,Morgan,Pine Lookout,7
3136,B01081,2026-05-10,Casey,Canyon Overlook,8
3137,B01081,2026-04-27,Quinn,Sunset Ridge,2
3138,B01081,2026-05-15,Riley,Cliff Basin,3
3139,B00879,2026-04-13,Taylor,Aspen Grove,9
3140,B00879,2026-06-12,Alex,Sunset Ridge,3
3141,B00879,2026-02-14,Morgan,Canyon Overlook,1
3142,B00879,2026-03-25,Riley,Pine Lookout,3
3143,B00879,2026-04-02,Taylor,Wetlands,8
3144,B00879,2026-04-05,Quinn,Aspen Grove,6
3145,B00879,2026-03-27,Alex,Canyon Overlook,8
3146,B00827,2026-01-25,Alex,Aspen Grove,3
3147,B00827,2026-03-05,Jordan,Canyon Overlook,9
3148,B00827,2026-04-12,Jordan,Lake Edge,11
3149,B00827,2026-06-03,Alex,Lake Edge,4
3150,B00207,2026-03-04,Riley,Sunset Ridge,4
3151,B00207,2026-01-25,Morgan,Pine Lookout,3
3152,B00207,2026-06-09,Casey,Aspen Grove,6
3153,B00207,2026-05-21,Taylor,Pine Lookout,8
3154,B00316,2026-06-14,Jordan,Sunset Ridge,2
3155,B00316,2026-06-16,Taylor,Wetlands,11
3156,B00316,2026-03-03,Riley,Wetlands,10
3157,B00316,2026-05-21,Quinn,Rocky Pass,8
3158,B00316,2026-02-19,Quinn,Cliff Basin,9
3159,B00316,2026-05-14,Jordan,Rocky Pass,3
3160,B00316,2026-06-20,Casey,Aspen Grove,11
3161,B00838,2026-06-17,Casey,Pine Lookout,3
3162,B00838,2026-02-15,Sam,Cliff Basin,5
3163,B00838,2026-05-19,Alex,Wetlands,11
3164,B00838,2026-05-23,Casey,Aspen Grove,2
3165,B00838,2026-05-31,Quinn,Pine Lookout,11
3166,B00838,2026-01-31,Sam,Lake Edge,4
3167,B00715,2026-05-04,Riley,Canyon Overlook,10
3168,B00715,2026-05-27,Casey,Wetlands,10
3169,B00715,2026-02-03,Taylor,Lake Edge,3
3170,B00715,2026-01-03,Jordan,Pine Lookout,8
3171,B01067,2026-01-08,Taylor,Aspen Grove,11
3172,B01067,2026-03-12,Riley,Lake Edge,2
3173,B01067,2026-06-12,Casey,Pine Lookout,2
3174,B01067,2026-05-28,Sam,Wetlands,6
3175,B01067,2026-06-23,Casey,Wetlands,11
3176,B01355,2026-04-20,Sam,Canyon Overlook,8
3177,B01355,2026-02-19,Morgan,Wetlands,1
3178,B01355,2026-02-02,Taylor,Lake Edge,1
3179,B01355,2026-03-25,Casey,Aspen Grove,4
3180,B01244,2026-03-16,Casey,Aspen Grove,11
3181,B01244,2026-03-17,Jordan,Lake Edge,9
3182,B01244,2026-01-08,Alex,Sunset Ridge,10
3183,B01244,2026-05-23,Quinn,Aspen Grove,7
3184,B01244,2026-04-14,Quinn,Lake Edge,4
3185,B01244,2026-01-16,Riley,Rocky Pass,8
3186,B01244,2026-01-10,Quinn,Aspen Grove,2
3187,B01551,2026-03-24,Taylor,Aspen Grove,9
3188,B01551,2026-04-24,Sam,Canyon Overlook,11
3189,B01551,2026-05-22,Morgan,Pine Lookout,9
3190,B01551,2026-04-12,Alex,Pine Lookout,10
3191,B00504,2026-04-17,Riley,Lake Edge,6
3192,B00504,2026-01-11,Riley,Canyon Overlook,6
3193,B00504,2026-02-23,Jordan,Canyon Overlook,9
3194,B00504,2026-01-25,Jordan,Canyon Overlook,2
3195,B00166,2026-05-04,Morgan,Aspen Grove,10
3196,B00166,2026-03-22,Morgan,Wetlands,8
3197,B00166,2026-02-22,Quinn,Sunset Ridge,4
3198,B00166,2026-04-30,Taylor,Aspen Grove,2
3199,B00166,2026-05-18,Jordan,Cliff Basin,11
3200,B00166,2026-01-30,Morgan,Cliff Basin,7
3201,B00022,2026-06-16,Alex,Lake Edge,1
3202,B00022,2026-06-15,Sam,Lake Edge,1
3203,B00022,2026-01-29,Alex,Sunset Ridge,3
3204,B00022,2026-02-22,Casey,Pine Lookout,11
3205,B00022,2026-03-16,Sam,Rocky Pass,8
3206,B00022,2026-04-20,Morgan,Rocky Pass,6
3207,B00022,2026-01-31,Morgan,Sunset Ridge,5
3208,B00471,2026-01-19,Morgan,Cliff Basin,2
3209,B00471,2026-04-27,Jordan,Pine Lookout,8
3210,B00471,2026-06-13,Quinn,Wetlands,2
3211,B00471,2026-05-07,Sam,Pine Lookout,6
3212,B00471,2026-06-16,Taylor,Lake Edge,10
3213,B00471,2026-04-07,Jordan,Wetlands,8
3214,B00471,2026-06-21,Casey,Aspen Grove,4
3215,B00770,2026-06-07,Casey,Canyon Overlook,9
3216,B00770,2026-05-15,Alex,Aspen Grove,4
3217,B00770,2026-02-11,Riley,Pine Lookout,5
3218,B00770,2026-06-02,Morgan,Sunset Ridge,3
3219,B00770,2026-02-22,Riley,Rocky Pass,6
3220,B01674,2026-03-08,Alex,Sunset Ridge,3
3221,B01674,2026-05-20,Casey,Pine Lookout,1
3222,B01674,2026-06-20,Quinn,Rocky Pass,1
3223,B01674,2026-04-22,Alex,Aspen Grove,8
3224,B01674,2026-03-01,Riley,Sunset Ridge,8
3225,B01674,2026-05-28,Casey,Canyon Overlook,8
3226,B01108,2026-01-09,Jordan,Sunset Ridge,1
3227,B01108,2026-06-04,Alex,Pine Lookout,3
3228,B01108,2026-05-17,Alex,Aspen Grove,1
3229,B01108,2026-02-04,Morgan,Lake Edge,11
3230,B01108,2026-03-18,Morgan,Rocky Pass,9
3231,B01108,2026-05-09,Morgan,Sunset Ridge,7
3232,B01108,2026-03-06,Casey,Aspen Grove,7
3233,B01187,2026-02-20,Quinn,Sunset Ridge,6
3234,B01187,2026-06-14,Sam,Pine Lookout,9
3235,B01187,2026-01-22,Quinn,Pine Lookout,8
3236,B01187,2026-05-05,Alex,Sunset Ridge,1
3237,B01187,2026-05-07,Quinn,Lake Edge,5
3238,B01008,2026-05-29,Casey,Rocky Pass,6
3239,B01008,2026-03-26,Quinn,Aspen Grove,9
3240,B01008,2026-01-03,Casey,Sunset Ridge,10
3241,B01008,2026-06-27,Sam,Canyon Overlook,4
3242,B01008,2026-06-23,Riley,Aspen Grove,1
3243,B01008,2026-03-05,Quinn,Sunset Ridge,7
3244,B01237,2026-06-16,Jordan,Rocky Pass,4
3245,B01237,2026-02-18,Riley,Cliff Basin,7
3246,B01237,2026-06-28,Riley,Aspen Grove,3
3247,B01237,2026-05-26,Casey,Wetlands,2
3248,B01237,2026-02-24,Riley,Rocky Pass,1
3249,B00089,2026-05-23,Casey,Wetlands,6
3250,B00089,2026-06-09,Casey,Sunset Ridge,1
3251,B00089,2026-04-02,Sam,Pine Lookout,9
3252,B00089,2026-01-03,Taylor,Pine Lookout,2
3253,B00089,2026-04-22,Jordan,Lake Edge,6
3254,B00089,2026-05-30,Riley,Canyon Overlook,2
3255,B00089,2026-01-05,Taylor,Sunset Ridge,8
3256,B00115,2026-06-09,Casey,Rocky Pass,4
3257,B00115,2026-03-01,Riley,Canyon Overlook,3
3258,B00115,2026-04-25,Taylor,Aspen Grove,2
3259,B00115,2026-05-09,Alex,Sunset Ridge,5
3260,B00115,2026-05-28,Casey,Cliff Basin,2
3261,B00115,2026-01-09,Quinn,Rocky Pass,8
3262,B00115,2026-03-18,Riley,Rocky Pass,3
3263,B00248,2026-06-19,Alex,Aspen Grove,5
3264,B00248,2026-04-17,Sam,Aspen Grove,2
3265,B00248,2026-05-09,Taylor,Aspen Grove,9
3266,B00248,2026-06-16,Riley,Rocky Pass,9
3267,B00248,2026-02-18,Sam,Aspen Grove,9
3268,B00462,2026-02-08,Alex,Rocky Pass,4
3269,B00462,2026-02-28,Quinn,Lake Edge,1
3270,B00462,2026-06-26,Taylor,Wetlands,7
3271,B00462,2026-02-05,Jordan,Aspen Grove,11
3272,B00462,2026-05-07,Morgan,Cliff Basin,4
3273,B00462,2026-05-27,Morgan,Aspen Grove,11
3274,B01636,2026-04-17,Sam,Canyon Overlook,10
3275,B01636,2026-06-27,Morgan,Rocky Pass,7
3276,B01636,2026-02-08,Riley,Cliff Basin,4
3277,B01636,2026-05-18,Quinn,Aspen Grove,4
3278,B01636,2026-06-20,Riley,Rocky Pass,8
3279,B01636,2026-04-14,Morgan,Pine Lookout,2
3280,B01636,2026-01-29,Morgan,Cliff Basin,2
3281,B01684,2026-05-22,Jordan,Pine Lookout,8
3282,B01684,2026-02-03,Alex,Canyon Overlook,6
3283,B01684,2026-01-19,Sam,Lake Edge,10
3284,B01684,2026-06-21,Morgan,Pine Lookout,10
3285,B01684,2026-02-15,Riley,Lake Edge,10
3286,B01684,2026-04-23,Jordan,Canyon Overlook,2
3287,B01684,2026-06-24,Quinn,Canyon Overlook,7
3288,B00421,2026-06-08,Taylor,Pine Lookout,10
3289,B00421,2026-03-04,Sam,Canyon Overlook,5
3290,B00421,2026-05-21,Sam,Cliff Basin,11
3291,B00421,2026-04-01,Sam,Canyon Overlook,5
3292,B00761,2026-04-02,Casey,Lake Edge,9
3293,B00761,2026-01-06,Riley,Rocky Pass,3
3294,B00761,2026-04-30,Quinn,Canyon Overlook,11
3295,B00761,2026-02-11,Riley,Rocky Pass,6
3296,B00761,2026-04-15,Alex,Pine Lookout,5
3297,B00761,2026-02-07,Sam,Wetlands,2
3298,B00295,2026-02-05,Riley,Rocky Pass,6
3299,B00295,2026-04-14,Quinn,Wetlands,3
3300,B00295,2026-03-04,Casey,Sunset Ridge,3
3301,B00295,2026-03-13,Sam,Wetlands,10
3302,B00295,2026-02-01,Jordan,Wetlands,8
3303,B00295,2026-03-06,Taylor,Lake Edge,5
3304,B01442,2026-06-04,Taylor,Rocky Pass,10
3305,B01442,2026-06-05,Jordan,Aspen Grove,7
3306,B01442,2026-02-23,Taylor,Aspen Grove,5
3307,B01442,2026-01-10,Sam,Rocky Pass,2
3308,B01442,2026-03-15,Riley,Aspen Grove,9
3309,B01442,2026-05-16,Riley,Pine Lookout,6
3310,B01442,2026-01-05,Sam,Aspen Grove,4
3311,B00639,2026-05-30,Quinn,Aspen Grove,1
3312,B00639,2026-06-17,Morgan,Sunset Ridge,11
3313,B00639,2026-04-01,Alex,Sunset Ridge,4
3314,B00639,2026-02-15,Morgan,Cliff Basin,3
3315,B00798,2026-04-17,Sam,Lake Edge,7
3316,B00798,2026-02-23,Jordan,Lake Edge,4
