,bird_id,common_name,family,field_guide_region
1243,B01244,Falcon,Warbler,North Rim
1244,B01245,Pelican,Owl,North Rim
1245,B01246,Kestrel,Thrush,River Trail
1246,B01247,Pelican,Gull,Meadow Loop
1247,B01248,Falcon,Finch,North Rim
1248,B01249,Robin,Finch,South Rim
1249,B01250,Kestrel,Finch,South Rim
1250,B01251,Wren,Thrush,South Rim
1251,B01252,Heron,Finch,Canyon Pass
1252,B01253,Bluebird,Woodpecker,South Rim
1253,B01254,Goldfinch,Finch,South Rim
1254,B01255,Jay,Warbler,North Rim
1255,B01256,Sparrow,Woodpecker,North Rim
1256,B01257,Hawk,Thrush,North Rim
1257,B01258,Swallow,Finch,River Trail
1258,B01259,Swallow,Finch,River Trail
1259,B01260,Goldfinch,Finch,River Trail
1260,B01261,Wren,Woodpecker,Canyon Pass
1261,B01262,Kestrel,Raptor,River Trail
1262,B01263,Heron,Woodpecker,North Rim
1263,B01264,Goldfinch,Thrush,South Rim
1264,B01265,Wren,Owl,South Rim
1265,B01266,Bluebird,Gull,Canyon Pass
1266,B01267,Bluebird,Warbler,South Rim
1267,B01268,Robin,Warbler,North Rim
1268,B01269,Kestrel,Owl,Meadow Loop
1269,B01270,Bluebird,Gull,River Trail
1270,B01271,Robin,Gull,North Rim
1271,B01272,Sparrow,Thrush,Meadow Loop
1272,B01273,Kestrel,Gull,South Rim
1273,B01274,Jay,Woodpecker,Canyon Pass
1274,B01275,Chickadee,Thrush,Canyon Pass
1275,B01276,Chickadee,Finch,South Rim
1276,B01277,Jay,Finch,River Trail
1277,B01278,Goldfinch,Woodpecker,River Trail
1278,B01279,Bluebird,Warbler,Meadow Loop
1279,B01280,Pelican,Finch,North Rim
1280,B01281,Chickadee,Owl,South Rim
1281,B01282,Chickadee,Thrush,North Rim
1282,B01283,Heron,Owl,Meadow Loop
1283,B01284,Goldfinch,Owl,North Rim
1284,B01285,Robin,Owl,River Trail
1285,B01286,Bluebird,Gull,Meadow Loop
1286,B01287,Pelican,Owl,Canyon Pass
1287,B01288,Wren,Owl,South Rim
1288,B01289,Sparrow,Woodpecker,North Rim
1289,B01290,Jay,Raptor,Meadow Loop
1290,B01291,Wren,Finch,North Rim
1291,B01292,Pelican,Gull,North Rim
1292,B01293,Heron,Warbler,Canyon Pass
1293,B01294,Bluebird,Owl,Canyon Pass
1294,B01295,Kestrel,Owl,Meadow Loop
1295,B01296,Falcon,Gull,Canyon Pass
1296,B01297,Wren,Raptor,North Rim
1297,B01298,Jay,Raptor,North Rim
1298,B01299,Falcon,Finch,South Rim
1299,B01300,Bluebird,Gull,North Rim
1300,B01301,Chickadee,Owl,Canyon Pass
1301,B01302,Heron,Gull,North Rim
1302,B01303,Chickadee,Woodpecker,River Trail
1303,B01304,Pelican,Woodpecker,Canyon Pass
1304,B01305,Swallow,Gull,Meadow Loop
1305,B01306,Jay,Raptor,South Rim
1306,B01307,Wren,Gull,River Trail
1307,B01308,Wren,Raptor,River Trail
1308,B01309,Heron,Gull,Meadow Loop
1309,B01310,Pelican,Owl,River Trail
1310,B01311,Falcon,Raptor,South Rim
1311,B01312,Robin,Finch,Meadow Loop
1312,B01313,Goldfinch,Thrush,Canyon Pass
1313,B01314,Pelican,Owl,River Trail
1314,B01315,Pelican,Finch,North Rim
1315,B01316,Wren,Finch,River Trail
1316,B01317,Chickadee,Finch,Canyon Pass
1317,B01318,Swallow,Warbler,Canyon Pass
1318,B01319,Heron,Gull,River Trail
1319,B01320,Heron,Owl,North Rim
1320,B01321,Sparrow,Raptor,River Trail
1321,B01322,Wren,Thrush,Canyon Pass
1322,B01323,Swallow,Raptor,Canyon Pass
1323,B01324,Pelican,Warbler,North Rim
1324,B01325,Pelican,Raptor,South Rim
1325,B01326,Hawk,Gull,River Trail
1326,B01327,Jay,Thrush,North Rim
1327,B01328,Sparrow,Owl,Canyon Pass
1328,B01329,Jay,Warbler,North Rim
1329,B01330,Robin,Woodpecker,Meadow Loop
1330,B01331,Heron,Owl,Canyon Pass
1331,B01332,Chickadee,Warbler,Meadow Loop
1332,B01333,Heron,Finch,Meadow Loop
1333,B01334,Goldfinch,Thrush,South Rim
1334,B01335,Falcon,Thrush,Canyon Pass
1335,B01336,Kestrel,Woodpecker,River Trail
1336,B01337,Jay,Owl,North Rim
1337,B01338,Wren,Warbler,South Rim
1338,B01339,Goldfinch,Warbler,South Rim
1339,B01340,Heron,Warbler,River Trail
1340,B01341,Falcon,Raptor,South Rim
1341,B01342,Sparrow,Raptor,River Trail
1342,B01343,Sparrow,Raptor,River Trail
1343,B01344,Swallow,Finch,South Rim
1344,B01345,Hawk,Warbler,Meadow Loop
1345,B01346,Kestrel,Woodpecker,South Rim
1346,B01347,Pelican,Owl,Meadow Loop
1347,B01348,Chickadee,Owl,South Rim
1348,B01349,Chickadee,Warbler,Canyon Pass
1349,B01350,Swallow,Gull,South Rim
1350,B01351,Bluebird,Owl,North Rim
1351,B01352,Heron,Warbler,North Rim
1352,B01353,Falcon,Owl,Canyon Pass
1353,B01354,Pelican,Raptor,Canyon Pass
1354,B01355,Hawk,Owl,South Rim
1355,B01356,Falcon,Finch,Meadow Loop
1356,B01357,Robin,Owl,River Trail
1357,B01358,Sparrow,Warbler,North Rim
1358,B01359,Sparrow,Raptor,River Trail
1359,B01360,Robin,Warbler,Meadow Loop
1360,B01361,Sparrow,Warbler,Canyon Pass
1361,B01362,Bluebird,Raptor,Canyon Pass
1362,B01363,Robin,Raptor,North Rim
1363,B01364,Hawk,Thrush,South Rim
1364,B01365,Swallow,Gull,River Trail
1365,B01366,Bluebird,Finch,North Rim
1366,B01367,Wren,Owl,River Trail
1367,B01368,Heron,Gull,North Rim
1368,B01369,Kestrel,Warbler,North Rim
1369,B01370,Jay,Thrush,North Rim
1370,B01371,Pelican,Raptor,South Rim
1371,B01372,Robin,Finch,Meadow Loop
1372,B01373,Heron,Warbler,North Rim
1373,B01374,Heron,Owl,Canyon Pass
1374,B01375,Pelican,Gull,South Rim
1375,B01376,Kestrel,Owl,North Rim
1376,B01377,Kestrel,Thrush,South Rim
1377,B01378,Chickadee,Owl,Meadow Loop
1378,B01379,Falcon,Warbler,North Rim
1379,B01380,Swallow,Finch,North Rim
1380,B01381,Kestrel,Finch,Canyon Pass
1381,B01382,Wren,Owl,River Trail
1382,B01383,Robin,Warbler,South Rim
1383,B01384,Pelican,Warbler,Meadow Loop
1384,B01385,Heron,Raptor,Canyon Pass
1385,B01386,Wren,Raptor,South Rim
1386,B01387,Swallow,Warbler,River Trail
1387,B01388,Robin,Warbler,North Rim
1388,B01389,Pelican,Warbler,South Rim
1389,B01390,Pelican,Finch,River Trail
1390,B01391,Wren,Raptor,North Rim
1391,B01392,Falcon,Raptor,Canyon Pass
1392,B01393,Kestrel,Owl,Canyon Pass
1393,B01394,Chickadee,Warbler,South Rim
1394,B01395,Hawk,Woodpecker,South Rim
1395,B01396,Swallow,Owl,North Rim
1396,B01397,Jay,Warbler,River Trail
1397,B01398,Jay,Raptor,North Rim
1398,B01399,Bluebird,Warbler,South Rim
1399,B01400,Wren,Warbler,River Trail
1400,B01401,Pelican,Raptor,Meadow Loop
1401,B01402,Wren,Thrush,River Trail
1402,B01403,Wren,Thrush,South Rim
1403,B01404,Robin,Finch,Meadow Loop
1404,B01405,Hawk,Gull,Meadow Loop
1405,B01406,Hawk,Raptor,Meadow Loop
1406,B01407,Robin,Woodpecker,River Trail
1407,B01408,Pelican,Raptor,Canyon Pass
1408,B01409,Bluebird,Woodpecker,South Rim
1409,B01410,Wren,Warbler,Canyon Pass
1410,B01411,Bluebird,Finch,South Rim
1411,B01412,Swallow,Owl,South Rim
1412,B01413,Wren,Thrush,River Trail
1413,B01414,Goldfinch,Woodpecker,River Trail
1414,B01415,Swallow,Raptor,Meadow Loop
1415,B01416,Goldfinch,Finch,South Rim
1416,B01417,Jay,Gull,Canyon Pass
1417,B01418,Heron,Gull,South Rim
1418,B01419,Pelican,Thrush,River Trail
1419,B01420,Falcon,Woodpecker,Canyon Pass
1420,B01421,Kestrel,Gull,River Trail
1421,B01422,Kestrel,Woodpecker,Meadow Loop
1422,B01423,Swallow,Finch,Canyon Pass
1423,B01424,Jay,Gull,Canyon Pass
1424,B01425,Wren,Finch,River Trail
1425,B01426,Goldfinch,Woodpecker,River Trail
1426,B01427,Jay,Owl,North Rim
1427,B01428,Pelican,Woodpecker,River Trail
1428,B01429,Wren,Finch,Canyon Pass
1429,B01430,Goldfinch,Owl,River Trail
1430,B01431,Falcon,Raptor,South Rim
1431,B01432,Hawk,Finch,North Rim
1432,B01433,Hawk,Owl,South Rim
1433,B01434,Swallow,Thrush,South Rim
1434,B01435,Robin,Gull,Canyon Pass
1435,B01436,Sparrow,Thrush,River Trail
1436,B01437,Heron,Gull,North Rim
1437,B01438,Jay,Finch,North Rim
1438,B01439,Robin,Finch,Canyon Pass
1439,B01440,Kestrel,Finch,Canyon Pass
1440,B01441,Goldfinch,Finch,Meadow Loop
1441,B01442,Falcon,Raptor,North Rim
1442,B01443,Kestrel,Finch,North Rim
1443,B01444,Heron,Finch,North Rim
1444,B01445,Sparrow,Owl,Meadow Loop
1445,B01446,Bluebird,Finch,Meadow Loop
1446,B01447,Kestrel,Gull,Canyon Pass
1447,B01448,Kestrel,Owl,North Rim
1448,B01449,Chickadee,Woodpecker,North Rim
1449,B01450,Sparrow,Thrush,Canyon Pass
1450,B01451,Wren,Gull,Canyon Pass
1451,B01452,Bluebird,Warbler,Meadow Loop
1452,B01453,Bluebird,Warbler,North Rim
1453,B01454,Wren,Owl,North Rim
1454,B01455,Swallow,Thrush,North Rim
1455,B01456,Bluebird,Owl,Meadow Loop
1456,B01457,Kestrel,Owl,Canyon Pass
1457,B01458,Heron,Woodpecker,Meadow Loop
1458,B01459,Wren,Gull,South Rim
1459,B01460,Falcon,Woodpecker,Meadow Loop
1460,B01461,Goldfinch,Thrush,North Rim
1461,B01462,Robin,Woodpecker,Canyon Pass
1462,B01463,Bluebird,Warbler,Canyon Pass
1463,B01464,Bluebird,Raptor,Meadow Loop
1464,B01465,Pelican,Thrush,Canyon Pass
1465,B01466,Sparrow,Raptor,River Trail
1466,B01467,Jay,Owl,River Trail
1467,B01468,Robin,Warbler,South Rim
1468,B01469,Goldfinch,Owl,Canyon Pass
1469,B01470,Bluebird,Gull,Meadow Loop
1470,B01471,Pelican,Gull,North Rim
1471,B01472,Chickadee,Woodpecker,Canyon Pass
1472,B01473,Heron,Finch,North Rim
1473,B01474,Hawk,Raptor,River Trail
1474,B01475,Kestrel,Woodpecker,North Rim
1475,B01476,Wren,Finch,Meadow Loop
1476,B01477,Falcon,Gull,River Trail
1477,B01478,Heron,Raptor,River Trail
1478,B01479,Hawk,Warbler,Meadow Loop
1479,B01480,Heron,Warbler,Meadow Loop
1480,B01481,Sparrow,Warbler,South Rim
1481,B01482,Bluebird,Warbler,Canyon Pass
1482,B01483,Wren,Owl,River Trail
1483,B01484,Sparrow,Thrush,North Rim
1484,B01485,Heron,Gull,North Rim
1485,B01486,Pelican,Woodpecker,South Rim
1486,B01487,Hawk,Owl,Meadow Loop
1487,B01488,Bluebird,Raptor,River Trail
1488,B01489,Sparrow,Thrush,South Rim
1489,B01490,Falcon,Owl,River Trail
1490,B01491,Wren,Thrush,Canyon Pass
1491,B01492,Falcon,Gull,River Trail
1492,B01493,Bluebird,Gull,North Rim
1493,B01494,Robin,Warbler,North Rim
1494,B01495,Heron,Owl,River Trail
1495,B01496,Heron,Warbler,River Trail
1496,B01497,Swallow,Warbler,Canyon Pass
1497,B01498,Goldfinch,Owl,River Trail
1498,B01499,Falcon,Woodpecker,Meadow Loop
1499,B01500,Goldfinch,Warbler,River Trail
1500,B01501,Falcon,Woodpecker,South Rim
1501,B01502,Wren,Woodpecker,Meadow Loop
1502,B01503,Hawk,Owl,Meadow Loop
1503,B01504,Robin,Thrush,Meadow Loop
1504,B01505,Swallow,Raptor,North Rim
1505,B01506,Wren,Gull,Meadow Loop
1506,B01507,Pelican,Woodpecker,South Rim
1507,B01508,Falcon,Owl,Meadow Loop
1508,B01509,Pelican,Raptor,Meadow Loop
1509,B01510,Jay,Warbler,Meadow Loop
1510,B01511,Robin,Woodpecker,Canyon Pass
1511,B01512,Hawk,Warbler,River Trail
1512,B01513,Chickadee,Raptor,North Rim
1513,B01514,Robin,Woodpecker,Meadow Loop
1514,B01515,Wren,Finch,Meadow Loop
1515,B01516,Kestrel,Warbler,North Rim
1516,B01517,Falcon,Thrush,North Rim
1517,B01518,Bluebird,Finch,South Rim
1518,B01519,Falcon,Woodpecker,Canyon Pass
1519,B01520,Heron,Finch,River Trail
1520,B01521,Pelican,Gull,Canyon Pass
1521,B01522,Chickadee,Warbler,Canyon Pass
1522,B01523,Hawk,Owl,River Trail
1523,B01524,Sparrow,Owl,Meadow Loop
1524,B01525,Swallow,Gull,South Rim
1525,B01526,Bluebird,Owl,North Rim
1526,B01527,Robin,Gull,South Rim
1527,B01528,Sparrow,Raptor,River Trail
1528,B01529,Bluebird,Owl,North Rim
1529,B01530,Pelican,Owl,South Rim
1530,B01531,Sparrow,Owl,North Rim
1531,B01532,Bluebird,Warbler,Meadow Loop
1532,B01533,Kestrel,Gull,Canyon Pass
1533,B01534,Hawk,Thrush,Canyon Pass
1534,B01535,Goldfinch,Gull,South Rim
1535,B01536,Bluebird,Finch,River Trail
1536,B01537,Sparrow,Raptor,Canyon Pass
1537,B01538,Sparrow,Woodpecker,River Trail
1538,B01539,Chickadee,Woodpecker,South Rim
1539,B01540,Jay,Thrush,South Rim
1540,B01541,Falcon,Warbler,Meadow Loop
1541,B01542,Wren,Warbler,River Trail
1542,B01543,Sparrow,Woodpecker,Canyon Pass
1543,B01544,Swallow,Finch,Canyon Pass
1544,B01545,Hawk,Owl,North Rim
1545,B01546,Swallow,Owl,Meadow Loop
1546,B01547,Jay,Owl,South Rim
1547,B01548,Pelican,Thrush,River Trail
1548,B01549,Falcon,Thrush,South Rim
1549,B01550,Bluebird,Raptor,South Rim
1550,B01551,Wren,Raptor,South Rim
1551,B01552,Pelican,Owl,North Rim
1552,B01553,Falcon,Warbler,Meadow Loop
1553,B01554,Jay,Raptor,North Rim
1554,B01555,Heron,Warbler,South Rim
1555,B01556,Hawk,Warbler,North Rim
1556,B01557,Pelican,Warbler,North Rim
1557,B01558,Goldfinch,Warbler,South Rim
1558,B01559,Kestrel,Finch,Canyon Pass
1559,B01560,Pelican,Raptor,Canyon Pass
1560,B01561,Wren,Finch,South Rim
1561,B01562,Wren,Finch,River Trail
1562,B01563,Wren,Owl,Canyon Pass
1563,B01564,Pelican,Woodpecker,South Rim
1564,B01565,Swallow,Finch,Canyon Pass
1565,B01566,Heron,Gull,North Rim
1566,B01567,Kestrel,Owl,South Rim
1567,B01568,Swallow,Gull,South Rim
1568,B01569,Pelican,Thrush,North Rim
1569,B01570,Kestrel,Woodpecker,Canyon Pass
1570,B01571,Sparrow,Warbler,Canyon Pass
1571,B01572,Robin,Raptor,South Rim
1572,B01573,Chickadee,Gull,Canyon Pass
1573,B01574,Goldfinch,Raptor,Meadow Loop
1574,B01575,Sparrow,Warbler,Canyon Pass
1575,B01576,Robin,Woodpecker,Canyon Pass
1576,B01577,Swallow,Thrush,River Trail
1577,B01578,Goldfinch,Warbler,North Rim
1578,B01579,Sparrow,Woodpecker,Canyon Pass
1579,B01580,Swallow,Owl,Meadow Loop
1580,B01581,Wren,Thrush,Canyon Pass
1581,B01582,Hawk,Owl,Canyon Pass
1582,B01583,Falcon,Woodpecker,North Rim
1583,B01584,Heron,Thrush,River Trail
1584,B01585,Jay,Raptor,North Rim
1585,B01586,Robin,Finch,North Rim
1586,B01587,Goldfinch,Thrush,Canyon Pass
1587,B01588,Sparrow,Warbler,Canyon Pass
1588,B01589,Pelican,Warbler,Canyon Pass
1589,B01590,Bluebird,Warbler,Canyon Pass
1590,B01591,Chickadee,Raptor,Meadow Loop
1591,B01592,Robin,Finch,River Trail
1592,B01593,Robin,Warbler,Canyon Pass
1593,B01594,Bluebird,Raptor,River Trail
1594,B01595,Chickadee,Warbler,Meadow Loop
1595,B01596,Hawk,Owl,South Rim
1596,B01597,Jay,Warbler,Meadow Loop
1597,B01598,Chickadee,Woodpecker,Canyon Pass
1598,B01599,Goldfinch,Finch,Meadow Loop
1599,B01600,Chickadee,Owl,River Trail
1600,B01601,Wren,Gull,North Rim
1601,B01602,Chickadee,Warbler,North Rim
1602,B01603,Goldfinch,Gull,Meadow Loop
1603,B01604,Robin,Warbler,Meadow Loop
1604,B01605,Sparrow,Thrush,Meadow Loop
1605,B01606,Pelican,Warbler,Canyon Pass
1606,B01607,Sparrow,Warbler,River Trail
1607,B01608,Swallow,Thrush,Canyon Pass
1608,B01609,Wren,Thrush,Meadow Loop
1609,B01610,Sparrow,Woodpecker,South Rim
1610,B01611,Goldfinch,Finch,Canyon Pass
1611,B01612,Sparrow,Raptor,North Rim
1612,B01613,Jay,Woodpecker,River Trail
1613,B01614,Chickadee,Warbler,Canyon Pass
1614,B01615,Bluebird,Raptor,Meadow Loop
1615,B01616,Hawk,Owl,Canyon Pass
1616,B01617,Goldfinch,Gull,North Rim
1617,B01618,Falcon,Raptor,River Trail
1618,B01619,Sparrow,Warbler,Meadow Loop
1619,B01620,Kestrel,Thrush,Meadow Loop
1620,B01621,Wren,Thrush,Canyon Pass
1621,B01622,Bluebird,Warbler,River Trail
1622,B01623,Kestrel,Owl,Meadow Loop
1623,B01624,Bluebird,Gull,River Trail
1624,B01625,Swallow,Finch,Canyon Pass
1625,B01626,Kestrel,Owl,North Rim
1626,B01627,Swallow,Warbler,South Rim
1627,B01628,Swallow,Warbler,North Rim
1628,B01629,Heron,Raptor,Meadow Loop
1629,B01630,Sparrow,Woodpecker,South Rim
1630,B01631,Swallow,Gull,South Rim
1631,B01632,Pelican,Owl,Canyon Pass
1632,B01633,Sparrow,Warbler,South Rim
1633,B01634,Pelican,Owl,North Rim
1634,B01635,Heron,Thrush,North Rim
1635,B01636,Falcon,Warbler,South Rim
1636,B01637,Hawk,Finch,Canyon Pass
1637,B01638,Jay,Thrush,River Trail
1638,B01639,Hawk,Woodpecker,Canyon Pass
1639,B01640,Wren,Woodpecker,South Rim
1640,B01641,Chickadee,Finch,South Rim
1641,B01642,Bluebird,Raptor,North Rim
1642,B01643,Heron,Thrush,South Rim
1643,B01644,Swallow,Gull,River Trail
1644,B01645,Sparrow,Finch,Canyon Pass
1645,B01646,Wren,Owl,South Rim
1646,B01647,Robin,Gull,Meadow Loop
1647,B01648,Jay,Thrush,Meadow Loop
1648,B01649,Kestrel,Thrush,South Rim
1649,B01650,Goldfinch,Owl,Canyon Pass
1650,B01651,Hawk,Warbler,River Trail
1651,B01652,Bluebird,Woodpecker,North Rim
1652,B01653,Bluebird,Thrush,Canyon Pass
1653,B01654,Swallow,Owl,Canyon Pass
1654,B01655,Hawk,Woodpecker,North Rim
1655,B01656,Wren,Finch,Canyon Pass
1656,B01657,Pelican,Thrush,Canyon Pass
1657,B01658,Pelican,Woodpecker,Canyon Pass
1658,B01659,Goldfinch,Warbler,South Rim
1659,B01660,Wren,Finch,Meadow Loop
1660,B01661,Jay,Woodpecker,River Trail
1661,B01662,Swallow,Owl,Meadow Loop
1662,B01663,Hawk,Thrush,Meadow Loop
1663,B01664,Swallow,Owl,Meadow Loop
1664,B01665,Falcon,Warbler,River Trail
1665,B01666,Heron,Owl,Meadow Loop
1666,B01667,Chickadee,Gull,River Trail
1667,B01668,Jay,Raptor,North Rim
1668,B01669,Falcon,Raptor,North Rim
1669,B01670,Chickadee,Thrush,Canyon Pass
1670,B01671,Chickadee,Woodpecker,Canyon Pass
1671,B01672,Swallow,Warbler,River Trail
1672,B01673,Wren,Raptor,North Rim
1673,B01674,Chickadee,Finch,Meadow Loop
1674,B01675,Chickadee,Gull,North Rim
1675,B01676,Kestrel,Finch,South Rim
1676,B01677,Sparrow,Finch,South Rim
1677,B01678,Heron,Gull,North Rim
1678,B01679,Kestrel,Woodpecker,Canyon Pass
1679,B01680,Falcon,Raptor,River Trail
1680,B01681,Kestrel,Owl,South Rim
1681,B01682,Bluebird,Owl,River Trail
1682,B01683,Bluebird,Woodpecker,North Rim
1683,B01684,Goldfinch,Woodpecker,River Trail
1684,B01685,Robin,Owl,River Trail
1685,B01686,Falcon,Warbler,South Rim
1686,B01687,Heron,Owl,Canyon Pass
1687,B01688,Heron,Owl,South Rim
1688,B01689,Kestrel,Raptor,North Rim
1689,B01690,Sparrow,Gull,River Trail
1690,B01691,Goldfinch,Warbler,Canyon Pass
1691,B01692,Pelican,Finch,South Rim
1692,B01693,Jay,Owl,North Rim
1693,B01694,Heron,Warbler,Canyon Pass
1694,B01695,Hawk,Raptor,River Trail
1695,B01696,Jay,Owl,North Rim
1696,B01697,Falcon,Finch,Meadow Loop
1697,B01698,Sparrow,Woodpecker,South Rim
1698,B01699,Robin,Thrush,Canyon Pass
1699,B01700,Kestrel,Owl,South Rim
