ship_date,order_id,carrier,shipment_id,origin_state,shipping_cost,service_level,dest_state
2025-03-29,ORD0001491,ups,SHP000468,WA,7.17,overnight,IL
2025-04-22,ORD0000168,fedex,SHP001623,FL,34.77,ground,CO
2025-04-03,ORD0000951,ups,SHP001515,CO,12.02,2_day,CO
2025-12-23,ORD0000212,fedex,SHP000506,CO,26.27,ground,IL
2025-12-04,ORD0001217,fedex,SHP000087,TX,40.67,ground,FL
2025-12-11,ORD0001215,ups,SHP000459,IL,5.01,ground,TX
2025-09-30,ORD0001941,fedex,SHP001445,IL,37.55,ground,CA
2025-02-24,ORD0001956,usps,SHP001105,WA,6.23,ground,WA
2025-03-01,ORD0000241,ups,SHP001231,IL,26.27,ground,CO
2025-06-01,ORD0000319,ups,SHP000097,AZ,39.23,2_day,NY
2025-05-17,ORD0000469,fedex,SHP001090,CO,5.33,ground,NY
2025-06-18,ORD0000578,ups,SHP001188,WA,20.6,ground,NY
2025-08-19,ORD0002082,fedex,SHP000629,AZ,35.43,2_day,WA
2025-10-17,ORD0001432,ups,SHP000630,AZ,36.68,2_day,WA
2025-10-05,ORD0000173,fedex,SHP000362,WA,12.41,2_day,CA
2025-02-24,ORD0001450,fedex,SHP000464,WA,33.29,ground,FL
2025-08-04,ORD0001455,ups,SHP000254,AZ,16.18,ground,TX
2025-03-09,ORD0001701,dhl,SHP001602,CO,25.69,ground,CA
2025-03-11,ORD0000508,ups,SHP000417,CO,44.14,ground,CA
2025-11-20,ORD0000057,ups,SHP001633,WA,31.95,2_day,IL
2025-09-28,ORD0000482,dhl,SHP000197,WA,16.19,overnight,AZ
2025-12-31,ORD0000513,ups,SHP001354,AZ,29.06,ground,FL
2025-12-21,ORD0000506,ups,SHP001295,NY,38.57,ground,WA
2025-10-11,ORD0000048,usps,SHP000702,IL,31.71,ground,NY
2025-10-30,ORD0001283,ups,SHP001740,WA,44.48,2_day,NY
2025-04-13,ORD0000936,usps,SHP001219,CO,27.98,ground,AZ
2025-11-29,ORD0001784,usps,SHP000879,WA,14.27,ground,NY
2025-11-21,ORD0000506,fedex,SHP000685,FL,39.79,ground,CO
2025-11-03,ORD0001050,fedex,SHP000287,TX,12.6,ground,TX
2025-01-19,ORD0000382,ups,SHP000044,CA,8.77,ground,TX
2025-07-31,ORD0000837,fedex,SHP000667,CO,24.53,2_day,AZ
2025-04-06,ORD0001534,fedex,SHP000961,IL,41.7,ground,TX
2025-04-20,ORD0000364,ups,SHP001599,CO,23.14,2_day,NY
2025-11-23,ORD0001683,fedex,SHP000573,NY,27.82,ground,IL
2025-02-21,ORD0001235,fedex,SHP001520,NY,39.02,ground,IL
2025-04-27,ORD0001108,ups,SHP000826,TX,20.46,ground,FL
2025-03-20,ORD0000056,usps,SHP000553,TX,19.96,ground,IL
2025-12-18,ORD0000494,ups,SHP000826,IL,19.65,ground,WA
2025-12-04,ORD0001309,fedex,SHP001278,CO,27.5,2_day,NY
2025-02-10,ORD0001900,fedex,SHP000649,FL,24.77,ground,CO
2025-08-15,ORD0001706,fedex,SHP001450,AZ,37.37,2_day,FL
2025-06-06,ORD0000692,fedex,SHP000599,AZ,40.67,ground,TX
2025-01-29,ORD0002108,ups,SHP001552,NY,38.19,ground,AZ
2025-09-13,ORD0000686,fedex,SHP000961,TX,30.2,ground,NY
2025-02-24,ORD0002111,ups,SHP001180,FL,30.5,ground,WA
2025-12-18,ORD0002017,fedex,SHP000197,CO,31.52,ground,NY
2025-06-19,ORD0000175,ups,SHP001388,WA,7.02,ground,AZ
2025-07-09,ORD0000139,dhl,SHP000847,IL,7.66,ground,WA
2025-01-31,ORD0001033,fedex,SHP000784,FL,10.55,ground,CO
2025-10-15,ORD0000983,ups,SHP000340,TX,6.79,ground,IL
2025-08-02,ORD0000635,ups,SHP000189,IL,44.7,ground,WA
2025-01-25,ORD0001965,usps,SHP000331,WA,21.87,ground,CA
2025-11-07,ORD0000388,usps,SHP000275,TX,24.3,ground,IL
2025-05-02,ORD0000394,usps,SHP001180,WA,22.93,ground,FL
2025-12-02,ORD0000895,usps,SHP001299,IL,9.46,2_day,TX
2025-01-19,ORD0000346,fedex,SHP001431,TX,40.11,ground,TX
2025-10-27,ORD0001079,ups,SHP001312,FL,22.02,ground,IL
2025-09-14,ORD0000549,ups,SHP001343,CA,28.39,ground,TX
2025-10-03,ORD0001223,fedex,SHP000036,CA,13.02,ground,TX
2025-03-01,ORD0000224,ups,SHP000577,AZ,8.65,2_day,AZ
2025-07-12,ORD0001535,usps,SHP000786,WA,25.83,ground,AZ
2025-01-23,ORD0000822,usps,SHP001503,FL,24.91,ground,CO
2025-01-03,ORD0001020,fedex,SHP001615,AZ,42.61,ground,IL
2025-11-12,ORD0001488,fedex,SHP000878,AZ,24.04,2_day,FL
2025-02-12,ORD0000806,ups,SHP000493,AZ,6.08,ground,NY
2025-03-30,ORD0001223,fedex,SHP001581,IL,18.19,ground,AZ
2025-11-24,ORD0001473,dhl,SHP001526,FL,13.82,2_day,WA
2025-11-11,ORD0000741,fedex,SHP001013,IL,42.77,ground,CO
2025-05-24,ORD0000237,ups,SHP001130,TX,5.7,ground,FL
2025-07-27,ORD0001574,ups,SHP001762,AZ,23.73,2_day,TX
2025-06-04,ORD0001755,usps,SHP000996,NY,40.87,ground,IL
2025-06-30,ORD0000326,fedex,SHP000078,CO,24.54,ground,WA
2025-09-20,ORD0001565,fedex,SHP000852,NY,21.72,2_day,NY
2025-10-24,ORD0000077,fedex,SHP000325,WA,32.47,ground,AZ
2025-07-22,ORD0002178,usps,SHP000584,NY,36.02,ground,CA
2025-07-30,ORD0002112,usps,SHP000532,CA,8.31,ground,NY
2025-05-19,ORD0000985,usps,SHP001398,TX,40.4,ground,IL
2025-11-20,ORD0000278,usps,SHP000454,IL,22.5,ground,TX
2025-02-20,ORD0001724,usps,SHP001770,AZ,4.0,ground,WA
2025-12-21,ORD0001324,usps,SHP001079,CO,38.77,2_day,AZ
2025-06-11,ORD0002117,fedex,SHP001124,CA,9.74,2_day,CA
2025-11-11,ORD0000902,fedex,SHP001734,NY,23.07,ground,FL
2025-01-21,ORD0001362,fedex,SHP000923,CA,14.6,ground,CA
2025-11-15,ORD0002133,usps,SHP001175,FL,9.3,ground,WA
2025-07-29,ORD0001637,ups,SHP000222,TX,30.32,2_day,WA
2025-05-27,ORD0000872,ups,SHP000137,CA,21.28,ground,CO
2025-01-08,ORD0002038,ups,SHP001437,WA,23.31,2_day,NY
2025-03-26,ORD0001152,ups,SHP001058,NY,21.65,ground,AZ
2025-10-09,ORD0000045,usps,SHP000382,IL,29.58,ground,AZ
2025-06-01,ORD0000934,fedex,SHP000381,AZ,41.14,2_day,IL
2025-03-07,ORD0000689,ups,SHP000602,IL,10.54,2_day,IL
2025-01-15,ORD0001407,usps,SHP001747,NY,24.9,ground,AZ
2025-11-21,ORD0001699,usps,SHP000428,NY,22.44,ground,FL
2025-03-17,ORD0001397,ups,SHP000448,FL,6.74,ground,IL
2025-01-10,ORD0000123,fedex,SHP001448,AZ,43.17,ground,FL
2025-06-14,ORD0000196,ups,SHP000146,CO,22.07,ground,CA
2025-12-06,ORD0002042,dhl,SHP001585,FL,43.23,ground,FL
2025-02-01,ORD0001638,fedex,SHP000174,CA,31.5,ground,TX
2025-02-17,ORD0000497,usps,SHP001024,WA,11.81,ground,FL
2025-10-01,ORD0000850,ups,SHP000001,TX,10.97,ground,CO
2025-11-12,ORD0000483,dhl,SHP001602,TX,21.15,ground,FL
2025-01-28,ORD0001114,usps,SHP000220,NY,36.9,2_day,TX
2025-11-20,ORD0001901,ups,SHP000537,TX,14.4,2_day,FL
2025-09-23,ORD0000883,usps,SHP000426,IL,11.94,2_day,CA
2025-04-18,ORD0001568,usps,SHP000947,TX,14.16,2_day,WA
2025-10-08,ORD0001516,usps,SHP000840,AZ,20.83,ground,CO
2025-07-13,ORD0000677,fedex,SHP000748,CA,30.74,ground,NY
2025-05-04,ORD0002154,usps,SHP000906,WA,31.26,ground,TX
2025-12-26,ORD0000028,ups,SHP001341,FL,31.36,2_day,WA
2025-03-02,ORD0000233,ups,SHP001019,CA,25.77,ground,TX
2025-07-20,ORD0001741,usps,SHP000116,CA,6.95,ground,IL
2025-07-19,ORD0000089,fedex,SHP000023,CO,15.48,ground,IL
2025-12-26,ORD0000373,usps,SHP001168,WA,28.31,ground,WA
2025-07-04,ORD0000424,ups,SHP000871,TX,10.2,overnight,CO
2025-06-29,ORD0001456,fedex,SHP001112,FL,7.47,overnight,WA
2025-11-02,ORD0000168,ups,SHP000460,CA,11.68,ground,FL
2025-10-29,ORD0001517,fedex,SHP000307,AZ,37.69,ground,WA
2025-08-30,ORD0001347,fedex,SHP000436,WA,10.27,ground,IL
2025-12-31,ORD0002104,fedex,SHP000266,FL,30.21,ground,CA
2025-05-31,ORD0000247,fedex,SHP001732,FL,15.67,overnight,WA
2025-03-04,ORD0000065,fedex,SHP000236,AZ,16.09,ground,WA
2025-01-14,ORD0000271,ups,SHP001393,CO,17.62,ground,AZ
2025-11-04,ORD0001988,ups,SHP000704,IL,18.86,ground,AZ
2025-05-04,ORD0000468,ups,SHP000052,CA,31.53,ground,WA
2025-07-09,ORD0001440,fedex,SHP000485,TX,30.05,ground,CO
2025-02-17,ORD0001385,ups,SHP000063,NY,9.17,ground,CO
2025-04-07,ORD0001171,fedex,SHP000821,CO,11.07,2_day,TX
2025-09-08,ORD0000353,ups,SHP001155,CO,9.28,overnight,CA
2025-10-29,ORD0000618,fedex,SHP001094,FL,31.87,ground,CO
2025-02-16,ORD0002160,usps,SHP000913,IL,22.69,ground,IL
2025-02-28,ORD0001589,usps,SHP000069,WA,5.39,ground,TX
2025-02-14,ORD0001219,fedex,SHP000488,AZ,30.57,overnight,IL
2025-08-05,ORD0000664,fedex,SHP001185,IL,36.11,ground,CA
2025-04-25,ORD0002051,usps,SHP001101,CA,23.68,overnight,AZ
2025-07-24,ORD0000064,dhl,SHP000450,FL,6.46,ground,TX
2025-01-28,ORD0000016,fedex,SHP001679,NY,12.35,ground,AZ
2025-01-18,ORD0001272,fedex,SHP000774,NY,6.03,ground,AZ
2025-08-19,ORD0000454,fedex,SHP001450,FL,17.79,ground,CA
2025-05-04,ORD0000404,fedex,SHP000116,TX,43.68,ground,CA
2025-09-15,ORD0000734,usps,SHP000940,CA,12.68,ground,NY
2025-11-05,ORD0002183,usps,SHP000788,WA,6.44,ground,NY
2025-04-01,ORD0001049,ups,SHP000368,TX,35.56,2_day,AZ
2025-11-28,ORD0000287,ups,SHP001444,AZ,43.61,ground,TX
2025-07-07,ORD0000253,ups,SHP001653,FL,29.61,2_day,TX
2025-08-12,ORD0000310,fedex,SHP001386,CO,26.65,ground,IL
2025-08-31,ORD0000345,ups,SHP000466,TX,28.22,2_day,FL
2025-05-12,ORD0000442,ups,SHP000844,CA,33.68,ground,IL
2025-05-28,ORD0000897,usps,SHP001221,TX,44.75,ground,AZ
2025-03-13,ORD0000018,dhl,SHP001081,CA,30.54,2_day,TX
2025-02-07,ORD0000880,fedex,SHP000062,CA,20.16,2_day,IL
2025-12-18,ORD0000704,fedex,SHP001199,WA,44.42,2_day,WA
2025-08-31,ORD0001298,fedex,SHP000122,FL,42.73,ground,AZ
2025-06-18,ORD0001750,ups,SHP001644,TX,19.26,ground,CO
2025-04-22,ORD0002068,fedex,SHP000736,FL,14.53,ground,AZ
2025-02-06,ORD0000839,usps,SHP000881,CO,4.56,2_day,NY
2025-05-24,ORD0001494,fedex,SHP000368,FL,37.89,ground,WA
2025-09-01,ORD0001539,fedex,SHP001391,AZ,42.05,ground,CO
2025-10-01,ORD0001350,usps,SHP000306,CA,24.03,ground,FL
2025-11-20,ORD0000661,usps,SHP001629,CO,41.92,ground,WA
2025-06-12,ORD0001406,fedex,SHP000889,FL,22.85,ground,IL
2025-09-13,ORD0001881,usps,SHP001134,WA,17.26,ground,FL
2025-03-09,ORD0001520,ups,SHP000975,TX,27.44,ground,NY
2025-03-07,ORD0001956,usps,SHP000375,NY,19.66,ground,CO
2025-01-12,ORD0002177,ups,SHP000337,FL,11.85,ground,FL
2025-11-21,ORD0000466,fedex,SHP000506,AZ,22.03,ground,WA
2025-04-02,ORD0000586,usps,SHP000506,TX,5.43,ground,CO
2025-11-29,ORD0000282,fedex,SHP000743,CA,30.9,ground,WA
2025-08-24,ORD0000739,ups,SHP000848,NY,44.29,2_day,NY
2025-09-11,ORD0000004,fedex,SHP000214,IL,36.56,overnight,WA
2025-11-07,ORD0001726,ups,SHP001209,NY,6.81,ground,IL
2025-02-24,ORD0001303,usps,SHP000862,WA,43.81,ground,NY
2025-05-13,ORD0000567,usps,SHP000329,TX,38.76,ground,FL
2025-12-26,ORD0001027,usps,SHP001115,NY,13.93,ground,IL
2025-03-20,ORD0000796,usps,SHP000982,AZ,36.17,ground,AZ
2025-08-01,ORD0001907,usps,SHP000189,NY,25.11,ground,FL
2025-11-08,ORD0002005,fedex,SHP000081,WA,30.02,2_day,TX
2025-08-25,ORD0001047,ups,SHP001339,WA,9.43,ground,TX
2025-06-20,ORD0000037,fedex,SHP000692,CA,11.59,2_day,NY
2025-02-24,ORD0001613,fedex,SHP001688,CA,34.83,2_day,CA
2025-10-24,ORD0001204,usps,SHP000972,IL,7.07,ground,FL
2025-03-27,ORD0001638,ups,SHP001383,IL,33.85,ground,AZ
2025-01-18,ORD0000542,usps,SHP000562,IL,25.39,ground,AZ
2025-10-17,ORD0001878,ups,SHP000450,IL,29.96,2_day,FL
2025-05-06,ORD0001223,ups,SHP000556,TX,34.49,ground,FL
2025-01-28,ORD0000449,fedex,SHP001002,TX,26.47,ground,NY
2025-09-08,ORD0000515,dhl,SHP000986,CA,11.01,2_day,CO
2025-03-15,ORD0001636,ups,SHP000396,WA,31.64,ground,IL
2025-07-09,ORD0001930,ups,SHP001498,CA,37.74,overnight,CA
2025-02-24,ORD0001043,ups,SHP001444,WA,7.21,ground,NY
2025-03-28,ORD0001488,ups,SHP001791,CO,35.69,ground,CO
2025-07-06,ORD0001724,fedex,SHP000420,FL,42.75,2_day,WA
2025-04-22,ORD0000276,fedex,SHP000660,FL,17.85,ground,WA
2025-01-23,ORD0001007,dhl,SHP000977,CO,32.26,2_day,IL
2025-11-09,ORD0001001,usps,SHP001765,NY,40.59,2_day,IL
2025-05-13,ORD0001172,dhl,SHP001561,TX,19.18,ground,FL
2025-05-30,ORD0001951,dhl,SHP000701,NY,16.18,ground,AZ
2025-09-02,ORD0000178,fedex,SHP001753,TX,11.25,overnight,IL
2025-04-18,ORD0000868,dhl,SHP000585,NY,23.41,ground,FL
2025-12-28,ORD0000417,fedex,SHP000540,FL,36.38,ground,WA
2025-05-07,ORD0001345,dhl,SHP000840,TX,33.56,2_day,AZ
2025-07-04,ORD0000960,dhl,SHP001157,CO,38.56,overnight,CO
2025-09-09,ORD0001892,fedex,SHP001214,NY,32.26,ground,WA
2025-05-23,ORD0002076,fedex,SHP000820,NY,34.86,ground,IL
2025-11-11,ORD0000969,ups,SHP000745,IL,6.35,ground,WA
2025-02-03,ORD0001667,ups,SHP001562,WA,14.27,2_day,NY
2025-01-03,ORD0000294,fedex,SHP001329,FL,39.71,ground,AZ
2025-07-21,ORD0001587,ups,SHP000355,CO,16.17,overnight,TX
2025-08-24,ORD0000335,fedex,SHP001708,WA,13.0,ground,WA
2025-05-21,ORD0000914,fedex,SHP001023,FL,24.71,ground,IL
2025-03-22,ORD0000343,ups,SHP000907,TX,26.08,ground,IL
2025-05-13,ORD0000574,usps,SHP000641,TX,18.75,ground,CO
2025-11-03,ORD0001756,fedex,SHP000155,CA,42.08,ground,CA
2025-01-13,ORD0001066,ups,SHP000841,IL,5.54,ground,IL
2025-07-21,ORD0000846,ups,SHP000051,FL,11.58,2_day,WA
2025-04-30,ORD0000469,fedex,SHP001501,CA,36.78,2_day,FL
2025-07-02,ORD0000069,ups,SHP001037,IL,25.5,ground,NY
2025-03-23,ORD0001349,fedex,SHP000942,NY,13.11,ground,NY
2025-10-20,ORD0000603,fedex,SHP000181,CA,41.77,overnight,AZ
2025-03-26,ORD0002070,usps,SHP001262,FL,33.61,ground,WA
2025-10-04,ORD0001222,fedex,SHP001614,TX,30.33,overnight,CO
2025-03-23,ORD0000031,fedex,SHP000749,FL,38.81,ground,CO
2025-06-06,ORD0001761,usps,SHP001394,TX,29.11,2_day,IL
2025-10-29,ORD0002121,ups,SHP000519,AZ,36.2,ground,NY
2025-02-25,ORD0002124,ups,SHP001208,FL,8.85,ground,FL
2025-11-27,ORD0001850,fedex,SHP000675,AZ,11.83,ground,CA
2025-08-10,ORD0000169,usps,SHP001102,AZ,12.1,ground,NY
2025-07-03,ORD0000789,dhl,SHP000586,NY,41.06,ground,IL
2025-12-05,ORD0001023,usps,SHP000095,TX,9.19,2_day,IL
2025-06-08,ORD0001352,fedex,SHP001449,TX,25.63,ground,NY
2025-06-03,ORD0001717,fedex,SHP000285,CA,12.53,2_day,NY
2025-01-23,ORD0001535,usps,SHP001225,AZ,5.1,2_day,TX
2025-02-11,ORD0000740,fedex,SHP001016,WA,35.98,ground,NY
2025-07-06,ORD0000617,fedex,SHP001201,TX,4.36,ground,TX
2025-04-24,ORD0000732,usps,SHP001045,AZ,31.72,ground,IL
2025-09-09,ORD0002158,ups,SHP000005,WA,18.2,ground,IL
2025-01-17,ORD0001364,ups,SHP000316,WA,25.22,ground,TX
2025-08-01,ORD0000819,usps,SHP001395,NY,9.16,ground,CA
2025-09-21,ORD0002111,ups,SHP000423,CA,18.05,ground,TX
2025-03-13,ORD0000344,fedex,SHP000400,AZ,11.73,2_day,FL
2025-03-22,ORD0001679,dhl,SHP001011,IL,32.68,2_day,AZ
2025-02-22,ORD0000991,fedex,SHP000117,NY,22.07,ground,TX
2025-09-15,ORD0001809,ups,SHP000816,NY,22.28,ground,CO
2025-06-12,ORD0000674,fedex,SHP000683,CO,4.36,overnight,FL
2025-02-28,ORD0001107,usps,SHP001594,AZ,21.31,ground,NY
2025-04-26,ORD0000591,fedex,SHP001462,CO,27.0,2_day,TX
2025-09-20,ORD0001957,usps,SHP001421,NY,44.48,ground,WA
2025-01-09,ORD0001288,fedex,SHP001000,NY,17.09,ground,WA
2025-03-16,ORD0002185,usps,SHP001299,WA,17.66,ground,CA
2025-11-25,ORD0002038,usps,SHP000133,TX,20.35,ground,WA
2025-11-22,ORD0000650,usps,SHP000713,CO,28.88,ground,FL
2025-05-18,ORD0000737,ups,SHP000309,AZ,28.52,ground,WA
2025-11-19,ORD0000156,dhl,SHP000415,CA,43.4,ground,CA
2025-02-28,ORD0001060,dhl,SHP001458,CO,12.75,2_day,NY
2025-03-29,ORD0001591,usps,SHP000885,TX,7.76,ground,WA
2025-10-14,ORD0001640,usps,SHP000835,NY,5.11,ground,AZ
2025-07-06,ORD0001175,fedex,SHP001466,CA,7.68,2_day,AZ
2025-04-23,ORD0001305,ups,SHP001546,FL,20.01,2_day,CO
2025-01-06,ORD0000164,ups,SHP000937,FL,17.6,ground,IL
2025-12-05,ORD0000326,ups,SHP001135,IL,21.37,2_day,CA
2025-01-06,ORD0000574,usps,SHP001437,TX,38.29,ground,AZ
2025-09-21,ORD0002046,ups,SHP001503,AZ,17.8,ground,CO
2025-12-05,ORD0000300,fedex,SHP000587,NY,11.74,ground,CA
2025-05-21,ORD0001852,ups,SHP000061,CO,30.78,ground,TX
2025-10-14,ORD0000755,ups,SHP000983,CO,19.14,ground,CO
2025-08-30,ORD0001596,ups,SHP000657,CO,31.84,2_day,WA
2025-03-21,ORD0001835,ups,SHP000299,IL,41.82,ground,TX
2025-08-02,ORD0001394,usps,SHP000573,CO,24.25,ground,CA
2025-05-19,ORD0002067,fedex,SHP000779,FL,7.97,ground,TX
2025-08-01,ORD0002039,usps,SHP001251,TX,6.06,ground,IL
2025-09-19,ORD0000561,usps,SHP001703,TX,42.04,ground,AZ
2025-02-27,ORD0001546,ups,SHP000900,NY,14.04,ground,AZ
2025-09-06,ORD0001198,dhl,SHP001497,TX,19.12,ground,WA
2025-11-04,ORD0001736,usps,SHP001624,CO,35.88,2_day,CO
2025-05-08,ORD0001065,usps,SHP001724,WA,31.41,ground,CA
2025-10-08,ORD0001510,usps,SHP000984,WA,19.8,ground,TX
2025-07-26,ORD0001818,usps,SHP000498,IL,31.25,ground,FL
2025-09-08,ORD0001588,usps,SHP000106,TX,7.8,2_day,FL
2025-12-31,ORD0000325,dhl,SHP001031,TX,12.71,ground,IL
2025-09-02,ORD0000422,usps,SHP001768,WA,13.39,ground,FL
2025-03-26,ORD0001602,dhl,SHP000293,FL,34.18,ground,CO
2025-07-15,ORD0000778,fedex,SHP000960,AZ,41.42,ground,IL
2025-05-03,ORD0000163,dhl,SHP000437,WA,4.46,ground,TX
2025-07-29,ORD0001625,usps,SHP001699,IL,18.38,ground,FL
2025-07-22,ORD0000375,fedex,SHP000464,TX,16.53,ground,WA
2025-08-29,ORD0000402,usps,SHP000701,CO,21.12,ground,IL
2025-05-18,ORD0001899,fedex,SHP001276,FL,34.81,ground,FL
2025-05-26,ORD0001526,usps,SHP000282,TX,38.51,ground,IL
2025-08-07,ORD0001742,fedex,SHP001292,NY,12.74,2_day,IL
2025-08-24,ORD0000876,usps,SHP000916,FL,22.83,overnight,CO
2025-02-22,ORD0001463,fedex,SHP001231,IL,19.66,ground,WA
2025-09-24,ORD0002072,usps,SHP001148,NY,13.61,2_day,CA
2025-11-23,ORD0001690,ups,SHP000715,CO,11.28,ground,FL
2025-06-16,ORD0000457,fedex,SHP000982,CA,25.45,ground,AZ
2025-03-21,ORD0001724,dhl,SHP000254,IL,17.48,ground,AZ
2025-12-14,ORD0000840,dhl,SHP001180,NY,41.04,ground,CO
2025-01-05,ORD0001689,usps,SHP001282,CO,39.5,overnight,NY
2025-07-02,ORD0000840,ups,SHP000751,FL,34.19,ground,TX
2025-12-17,ORD0000393,fedex,SHP000540,FL,34.61,ground,FL
2025-03-10,ORD0000737,fedex,SHP001396,FL,19.41,overnight,WA
2025-02-17,ORD0002076,ups,SHP001473,TX,16.26,2_day,FL
2025-11-11,ORD0000019,ups,SHP000194,FL,19.37,ground,FL
2025-11-13,ORD0001282,ups,SHP001781,AZ,44.44,2_day,IL
2025-06-16,ORD0002107,fedex,SHP001493,AZ,11.99,2_day,FL
2025-08-26,ORD0002123,ups,SHP000561,AZ,18.12,ground,CO
2025-04-12,ORD0002024,fedex,SHP001299,IL,17.15,2_day,AZ
2025-06-06,ORD0000221,fedex,SHP000891,TX,22.47,2_day,IL
2025-09-11,ORD0000252,usps,SHP001380,CO,41.12,ground,FL
2025-09-04,ORD0000285,ups,SHP001594,WA,11.39,ground,WA
2025-09-18,ORD0000607,fedex,SHP000455,NY,43.16,ground,NY
2025-04-05,ORD0001805,dhl,SHP000641,CA,13.35,ground,TX
2025-02-14,ORD0000332,usps,SHP000864,FL,24.99,ground,FL
2025-08-24,ORD0001828,fedex,SHP001018,FL,8.66,ground,AZ
2025-02-03,ORD0000768,usps,SHP001140,WA,12.0,ground,NY
2025-03-21,ORD0001138,usps,SHP000984,WA,31.1,2_day,CA
2025-04-27,ORD0001560,ups,SHP001548,WA,36.09,ground,CO
2025-01-21,ORD0001653,fedex,SHP001593,AZ,40.41,ground,NY
2025-09-14,ORD0000633,ups,SHP001280,CA,12.86,2_day,CA
2025-01-02,ORD0000641,fedex,SHP001313,NY,31.62,ground,NY
2025-03-03,ORD0000259,ups,SHP000782,IL,44.27,ground,IL
2025-07-13,ORD0001869,usps,SHP000283,CA,44.97,ground,FL
2025-10-30,ORD0000464,usps,SHP000346,CO,43.51,2_day,FL
2025-09-14,ORD0001606,ups,SHP000868,FL,27.22,2_day,IL
2025-01-07,ORD0001679,usps,SHP000319,TX,37.64,ground,AZ
2025-04-05,ORD0001570,ups,SHP001712,TX,14.52,ground,CO
2025-01-21,ORD0000048,ups,SHP001478,WA,23.26,ground,FL
2025-07-01,ORD0000603,ups,SHP000662,IL,37.53,ground,FL
2025-01-14,ORD0001085,fedex,SHP001140,CO,25.69,ground,FL
2025-11-08,ORD0000140,fedex,SHP001471,AZ,24.23,ground,CA
2025-12-27,ORD0000367,usps,SHP001163,FL,20.83,ground,FL
2025-07-22,ORD0001479,ups,SHP000007,NY,6.58,ground,CA
2025-08-19,ORD0000547,usps,SHP000841,CA,43.25,ground,AZ
2025-12-21,ORD0001121,fedex,SHP000353,CO,42.94,ground,CO
2025-09-22,ORD0000925,ups,SHP001167,FL,30.07,ground,NY
2025-04-11,ORD0001526,usps,SHP000025,FL,15.52,ground,CO
2025-01-14,ORD0001836,fedex,SHP000928,CO,41.43,ground,WA
2025-02-16,ORD0000568,dhl,SHP000271,TX,19.82,2_day,AZ
2025-11-26,ORD0001612,dhl,SHP001351,CA,20.21,ground,NY
2025-04-14,ORD0001935,ups,SHP001682,IL,28.68,ground,CO
2025-08-15,ORD0001296,ups,SHP001056,IL,13.82,ground,WA
2025-05-02,ORD0000346,fedex,SHP000742,TX,7.81,ground,NY
2025-04-16,ORD0002060,fedex,SHP001668,CA,25.08,ground,IL
2025-12-01,ORD0000595,ups,SHP000299,FL,42.71,ground,IL
2025-01-22,ORD0001079,ups,SHP000387,AZ,18.78,2_day,CA
2025-08-07,ORD0002097,ups,SHP000251,CA,10.08,ground,IL
2025-03-20,ORD0001662,fedex,SHP001583,IL,26.21,2_day,WA
2025-12-08,ORD0000689,usps,SHP000971,TX,39.51,ground,CO
2025-11-07,ORD0000737,usps,SHP000074,IL,25.55,ground,CA
2025-05-18,ORD0001689,ups,SHP001110,NY,24.49,ground,CO
2025-10-02,ORD0002014,usps,SHP000455,WA,13.6,ground,TX
2025-06-09,ORD0000280,ups,SHP000505,TX,17.32,ground,CO
2025-04-18,ORD0000113,ups,SHP001272,AZ,35.58,ground,CA
2025-02-02,ORD0001575,dhl,SHP000198,AZ,28.46,ground,WA
2025-01-30,ORD0001790,ups,SHP001458,FL,29.52,ground,TX
2025-03-20,ORD0000051,fedex,SHP000388,AZ,18.15,2_day,IL
2025-03-15,ORD0001113,fedex,SHP000001,FL,12.95,ground,TX
2025-01-16,ORD0001142,ups,SHP000479,NY,9.57,ground,CO
2025-04-29,ORD0001731,fedex,SHP001060,AZ,18.26,overnight,TX
2025-01-01,ORD0001194,ups,SHP001512,IL,12.13,ground,TX
2025-11-11,ORD0002027,fedex,SHP000294,TX,36.63,ground,TX
2025-07-22,ORD0001688,ups,SHP000751,AZ,21.58,ground,CO
2025-12-14,ORD0000269,ups,SHP000190,NY,36.64,2_day,WA
2025-12-20,ORD0000877,fedex,SHP001522,WA,35.7,ground,NY
2025-12-23,ORD0001318,fedex,SHP000595,AZ,21.66,overnight,CA
2025-11-16,ORD0000745,ups,SHP000559,TX,38.46,ground,IL
2025-04-02,ORD0000741,ups,SHP000110,TX,41.27,ground,CO
2025-10-07,ORD0001562,usps,SHP000136,TX,12.5,ground,IL
2025-03-01,ORD0000945,dhl,SHP000400,CO,32.63,2_day,IL
2025-06-12,ORD0001576,fedex,SHP000148,IL,28.88,2_day,AZ
2025-04-26,ORD0002148,usps,SHP001254,TX,15.53,2_day,NY
2025-06-14,ORD0000324,usps,SHP000795,TX,15.98,ground,AZ
2025-09-21,ORD0000204,usps,SHP001185,FL,32.21,ground,IL
2025-04-15,ORD0000163,fedex,SHP000814,CO,24.2,ground,IL
2025-07-09,ORD0001055,ups,SHP000843,CA,41.42,ground,CO
2025-06-25,ORD0001058,fedex,SHP001131,NY,20.42,ground,TX
2025-06-23,ORD0000304,ups,SHP000423,WA,14.05,ground,CA
2025-12-29,ORD0001076,ups,SHP000990,CO,32.47,2_day,TX
2025-02-19,ORD0001766,usps,SHP000644,WA,34.57,2_day,CO
2025-04-18,ORD0000361,usps,SHP000653,WA,39.95,ground,TX
