sku_id,category,store_id,sales_channel,week_start,forecast_units,forecast_confidence
10098,Apparel,108,Pickup,2025-12-15,23,0.859
10005,Electronics,146,Online,2025-11-24,34,0.94
10089,Grocery,164,InStore,2025-11-17,31,0.53
10094,Home,215,Pickup,2025-10-06,25,0.554
10068,Apparel,218,InStore,2025-12-22,28,0.91
10033,Home,219,Pickup,2025-10-20,38,0.802
10078,Home,251,Pickup,2025-10-06,25,0.6
10141,Electronics,110,Online,2025-12-08,26,0.964
10162,Apparel,202,InStore,2025-11-10,24,0.551
10034,Apparel,197,InStore,2025-10-27,29,0.565
10096,Grocery,225,Pickup,2025-12-08,31,0.701
10167,Grocery,243,Pickup,2025-11-24,20,0.746
10001,Grocery,190,InStore,2025-10-27,34,0.575
10006,Electronics,165,Pickup,2025-12-01,33,0.84
10016,Grocery,194,Pickup,2025-12-01,29,0.841
10004,Grocery,160,InStore,2025-11-03,37,0.6
10108,Apparel,216,InStore,2025-12-08,31,0.765
10102,Home,223,Pickup,2025-11-24,31,0.785
10012,Beauty,211,Pickup,2025-10-27,31,0.719
10176,Apparel,241,InStore,2025-12-08,33,0.57
10137,Apparel,208,Pickup,2025-11-03,29,0.591
10150,Electronics,157,Online,2025-10-13,31,0.769
10046,Beauty,218,Online,2025-11-03,33,0.795
10128,Apparel,158,Online,2025-11-17,20,0.856
10097,Grocery,216,Online,2025-10-06,31,0.708
10068,Electronics,198,InStore,2025-11-03,17,0.93
10067,Beauty,198,InStore,2025-11-17,27,0.793
10088,Beauty,197,Online,2025-11-10,31,0.567
10025,Electronics,203,Pickup,2025-11-24,38,0.681
10005,Electronics,127,InStore,2025-11-10,29,0.758
10123,Beauty,213,Online,2025-10-20,32,0.53
10129,Electronics,169,InStore,2025-12-22,33,0.79
10142,Electronics,217,Pickup,2025-11-24,36,0.748
10053,Apparel,244,Online,2025-11-10,31,0.804
10125,Grocery,230,InStore,2025-11-17,36,0.756
10006,Apparel,174,Online,2025-11-24,30,0.633
10064,Apparel,200,Online,2025-10-06,31,0.573
10163,Grocery,116,Pickup,2025-10-13,15,0.519
10009,Beauty,196,Pickup,2025-12-01,32,0.962
10019,Beauty,246,Pickup,2025-10-27,32,0.783
10005,Home,229,Online,2025-12-01,35,0.506
10061,Apparel,182,InStore,2025-12-22,34,0.913
10141,Electronics,180,Online,2025-10-27,40,0.509
10179,Apparel,220,Pickup,2025-12-15,35,0.556
10104,Electronics,126,Online,2025-12-15,37,0.956
10158,Apparel,140,Online,2025-10-06,28,0.805
10009,Electronics,153,InStore,2025-10-06,33,0.745
10039,Electronics,150,InStore,2025-10-27,32,0.615
10073,Apparel,243,Online,2025-11-17,22,0.777
10139,Apparel,146,InStore,2025-10-06,31,0.892
10075,Grocery,109,Pickup,2025-10-20,29,0.533
10092,Electronics,193,InStore,2025-11-03,21,0.616
10025,Beauty,228,InStore,2025-10-13,29,0.652
10174,Electronics,127,Pickup,2025-10-06,26,0.527
10142,Home,202,Online,2025-10-13,24,0.917
10141,Beauty,210,Pickup,2025-11-24,31,0.63
10051,Beauty,135,Online,2025-10-13,34,0.741
10048,Beauty,208,InStore,2025-10-27,30,0.825
10029,Electronics,146,InStore,2025-10-20,31,0.567
10007,Electronics,167,Pickup,2025-12-15,29,0.822
10107,Electronics,252,InStore,2025-11-24,35,0.937
10162,Apparel,183,InStore,2025-11-17,30,0.849
10123,Beauty,104,InStore,2025-10-20,37,0.655
10030,Apparel,117,Pickup,2025-11-10,37,0.649
10100,Beauty,136,Online,2025-11-17,34,0.604
10061,Electronics,191,InStore,2025-11-03,27,0.621
10135,Beauty,241,Pickup,2025-12-22,23,0.674
10136,Home,185,InStore,2025-12-22,15,0.523
10024,Apparel,199,Pickup,2025-11-17,15,0.857
10037,Apparel,142,InStore,2025-10-27,28,0.759
10171,Beauty,217,InStore,2025-11-03,21,0.741
10079,Beauty,235,Online,2025-12-15,36,0.955
10022,Beauty,142,Online,2025-10-06,32,0.916
10140,Home,126,InStore,2025-12-15,21,0.68
10004,Electronics,161,Online,2025-10-06,40,0.587
10059,Apparel,220,Online,2025-12-01,25,0.92
10179,Beauty,227,InStore,2025-10-27,32,0.664
10143,Electronics,159,Pickup,2025-12-22,32,0.508
10073,Apparel,203,Pickup,2025-11-10,30,0.784
10062,Home,177,Online,2025-12-22,41,0.619
10178,Grocery,191,Pickup,2025-10-20,28,0.866
10158,Beauty,116,Online,2025-12-08,29,0.899
10090,Apparel,231,Pickup,2025-10-20,33,0.591
10073,Home,259,Pickup,2025-10-27,28,0.759
10138,Grocery,136,InStore,2025-10-06,32,0.524
10121,Beauty,134,Pickup,2025-10-20,23,0.816
10087,Beauty,259,Pickup,2025-10-27,38,0.562
10006,Apparel,170,InStore,2025-12-22,21,0.724
10108,Beauty,225,InStore,2025-11-17,37,0.882
10057,Electronics,104,Pickup,2025-10-27,20,0.715
10052,Home,117,Online,2025-11-24,32,0.723
10113,Beauty,224,Pickup,2025-12-01,44,0.531
10044,Beauty,146,InStore,2025-11-24,36,0.945
10039,Electronics,242,InStore,2025-11-17,27,0.848
10019,Electronics,231,InStore,2025-11-03,36,0.685
10150,Grocery,112,Pickup,2025-10-13,20,0.585
10000,Apparel,226,Online,2025-10-06,24,0.664
10116,Grocery,215,InStore,2025-11-03,36,0.738
10065,Electronics,196,Online,2025-10-20,29,0.836
10039,Beauty,234,InStore,2025-10-13,24,0.806
10113,Beauty,231,Online,2025-12-08,30,0.95
10159,Beauty,255,Online,2025-11-17,29,0.805
10120,Electronics,114,Online,2025-12-01,26,0.843
10096,Beauty,221,Pickup,2025-12-15,21,0.834
10112,Apparel,105,Pickup,2025-10-27,25,0.672
10094,Grocery,115,Online,2025-11-10,27,0.8
10006,Electronics,207,Pickup,2025-10-20,32,0.665
10064,Apparel,125,Online,2025-11-03,35,0.67
10075,Beauty,118,InStore,2025-10-13,30,0.968
10131,Apparel,231,Pickup,2025-12-01,27,0.758
10034,Electronics,173,Online,2025-12-22,34,0.715
10132,Grocery,219,InStore,2025-11-03,32,0.971
10102,Grocery,187,InStore,2025-11-17,24,0.805
10104,Grocery,203,Online,2025-11-24,36,0.974
10146,Apparel,164,InStore,2025-12-08,29,0.542
10063,Beauty,195,InStore,2025-10-27,26,0.581
10036,Apparel,237,Online,2025-10-27,30,0.554
10165,Electronics,160,Online,2025-10-27,26,0.752
10159,Home,107,InStore,2025-11-24,25,0.529
10173,Home,232,Pickup,2025-11-17,42,0.636
10101,Apparel,158,Pickup,2025-12-15,23,0.676
10119,Apparel,193,Pickup,2025-11-24,43,0.926
10018,Electronics,140,Online,2025-11-17,31,0.729
10118,Grocery,202,InStore,2025-11-03,24,0.713
10033,Beauty,219,Pickup,2025-10-13,34,0.676
10093,Grocery,122,Online,2025-12-08,28,0.746
10103,Home,170,InStore,2025-12-22,31,0.766
10017,Grocery,240,Pickup,2025-10-20,37,0.69
10035,Electronics,231,Online,2025-11-03,42,0.792
10036,Home,122,Online,2025-11-17,33,0.509
10016,Electronics,242,InStore,2025-11-17,31,0.9
10039,Apparel,154,Online,2025-12-22,22,0.948
10087,Grocery,193,InStore,2025-12-15,28,0.572
10010,Apparel,117,Pickup,2025-10-13,35,0.641
10026,Home,132,InStore,2025-11-17,29,0.925
10127,Apparel,130,Online,2025-12-15,19,0.833
10044,Beauty,100,Online,2025-10-06,43,0.62
10077,Beauty,163,Online,2025-12-01,30,0.707
10067,Beauty,207,InStore,2025-11-24,19,0.593
10111,Beauty,159,InStore,2025-11-17,36,0.501
10151,Apparel,123,InStore,2025-10-27,36,0.933
10117,Apparel,180,InStore,2025-12-08,14,0.821
10034,Electronics,199,Online,2025-10-20,28,0.813
10085,Home,227,InStore,2025-10-06,25,0.675
10076,Home,169,Online,2025-10-27,30,0.842
10088,Apparel,171,Pickup,2025-11-24,29,0.772
10004,Home,125,Pickup,2025-12-15,33,0.59
10164,Home,161,Pickup,2025-10-06,32,0.682
10107,Grocery,193,Online,2025-12-01,21,0.898
10090,Beauty,111,Pickup,2025-12-08,28,0.775
10075,Apparel,202,InStore,2025-10-20,35,0.573
10088,Home,248,InStore,2025-12-22,35,0.635
10007,Electronics,242,InStore,2025-11-17,25,0.95
10072,Home,206,Pickup,2025-10-27,35,0.602
10139,Beauty,127,Pickup,2025-11-10,43,0.559
10126,Grocery,251,Online,2025-12-22,34,0.597
10073,Home,224,InStore,2025-10-20,27,0.622
10072,Beauty,174,InStore,2025-11-24,24,0.677
10082,Home,123,Online,2025-12-01,29,0.664
10129,Electronics,102,Online,2025-10-20,25,0.815
10073,Home,252,Pickup,2025-10-13,29,0.7
10151,Home,184,Online,2025-11-10,28,0.707
10171,Grocery,237,Pickup,2025-12-15,28,0.557
10150,Home,214,InStore,2025-11-24,32,0.552
10173,Beauty,124,Pickup,2025-11-24,28,0.595
10134,Electronics,230,Pickup,2025-11-17,24,0.802
10017,Apparel,215,InStore,2025-10-20,35,0.521
10121,Electronics,169,Pickup,2025-11-10,23,0.799
10040,Home,181,InStore,2025-11-24,32,0.834
10140,Grocery,114,InStore,2025-12-08,29,0.548
10076,Beauty,230,Pickup,2025-11-24,33,0.916
10095,Apparel,193,Online,2025-12-15,34,0.812
10119,Home,147,InStore,2025-11-10,39,0.746
10015,Electronics,252,Online,2025-12-01,33,0.773
10098,Apparel,179,InStore,2025-12-15,29,0.85
10179,Beauty,115,Pickup,2025-10-13,24,0.887
10079,Electronics,158,Online,2025-11-24,37,0.532
10153,Beauty,154,InStore,2025-10-27,28,0.573
10021,Beauty,143,InStore,2025-11-03,32,0.619
10045,Electronics,259,Pickup,2025-12-01,34,0.861
10083,Home,104,Pickup,2025-11-17,26,0.812
10112,Electronics,159,Pickup,2025-10-13,30,0.86
10051,Apparel,150,Online,2025-11-03,27,0.979
10075,Beauty,134,InStore,2025-10-13,32,0.659
10097,Home,252,InStore,2025-12-08,34,0.786
10002,Apparel,201,InStore,2025-10-20,31,0.619
10010,Grocery,205,InStore,2025-10-27,32,0.504
10105,Home,135,InStore,2025-12-01,31,0.958
10126,Grocery,258,Pickup,2025-12-08,30,0.506
10136,Electronics,137,Pickup,2025-10-27,34,0.977
10020,Grocery,234,InStore,2025-11-03,33,0.54
10069,Apparel,175,InStore,2025-11-10,28,0.921
10023,Apparel,258,Online,2025-10-20,28,0.759
10015,Grocery,111,Pickup,2025-12-22,32,0.524
10148,Grocery,219,Online,2025-11-03,24,0.881
10143,Apparel,192,InStore,2025-11-24,35,0.546
10147,Home,142,Pickup,2025-10-13,23,0.746
10118,Home,173,InStore,2025-11-24,26,0.828
10041,Grocery,146,Pickup,2025-10-27,25,0.877
10061,Beauty,107,Online,2025-11-17,24,0.835
10028,Grocery,225,Online,2025-11-10,29,0.974
10052,Electronics,223,Online,2025-12-22,39,0.89
10023,Apparel,167,Pickup,2025-11-24,35,0.626
10100,Grocery,152,Online,2025-12-15,24,0.627
10129,Grocery,256,Pickup,2025-10-27,28,0.765
10016,Grocery,194,InStore,2025-12-08,23,0.593
10138,Apparel,148,Online,2025-10-27,34,0.684
10007,Beauty,126,Pickup,2025-12-15,32,0.748
10073,Grocery,199,InStore,2025-12-01,26,0.775
10082,Beauty,198,Pickup,2025-11-10,36,0.513
10045,Beauty,189,Pickup,2025-11-24,32,0.589
10159,Home,203,Pickup,2025-11-17,31,0.756
10167,Apparel,158,InStore,2025-12-22,34,0.667
10031,Beauty,249,InStore,2025-11-17,36,0.975
10040,Electronics,152,Online,2025-11-03,29,0.566
10129,Grocery,232,Pickup,2025-11-10,25,0.959
10138,Grocery,195,InStore,2025-10-20,28,0.851
10025,Home,119,Pickup,2025-11-17,28,0.582
10024,Apparel,201,InStore,2025-10-20,31,0.728
10083,Home,135,Online,2025-12-15,35,0.973
10140,Home,152,Pickup,2025-12-22,23,0.937
10073,Grocery,258,InStore,2025-12-01,22,0.528
10075,Beauty,184,Online,2025-10-20,26,0.882
10081,Electronics,135,InStore,2025-10-13,18,0.603
10085,Electronics,115,Pickup,2025-10-06,27,0.631
10066,Apparel,132,InStore,2025-11-03,40,0.877
10084,Apparel,197,Online,2025-11-03,34,0.512
10142,Grocery,157,Pickup,2025-10-20,28,0.795
10134,Home,193,Pickup,2025-10-06,38,0.951
10129,Grocery,212,InStore,2025-12-08,28,0.625
10033,Apparel,133,InStore,2025-12-08,33,0.922
10155,Apparel,197,Pickup,2025-10-13,36,0.956
10094,Grocery,232,Pickup,2025-11-17,19,0.851
10112,Apparel,226,Pickup,2025-12-15,29,0.765
10062,Electronics,199,InStore,2025-12-22,27,0.892
10079,Home,211,Online,2025-10-27,25,0.974
10091,Beauty,107,InStore,2025-10-27,38,0.92
10053,Apparel,247,Online,2025-11-10,32,0.844
10109,Electronics,101,Pickup,2025-10-27,25,0.786
10006,Electronics,167,Pickup,2025-12-01,25,0.788
10062,Home,121,Pickup,2025-12-15,39,0.811
10178,Home,221,InStore,2025-10-06,40,0.968
10143,Grocery,223,InStore,2025-12-22,39,0.634
10021,Grocery,187,InStore,2025-10-06,37,0.602
10159,Beauty,234,Pickup,2025-11-24,18,0.869
10160,Electronics,164,Online,2025-10-06,31,0.693
10071,Electronics,184,Online,2025-10-13,30,0.577
10143,Home,161,Online,2025-10-13,25,0.833
10052,Electronics,199,Pickup,2025-12-15,40,0.821
10080,Beauty,190,Online,2025-11-17,33,0.842
10110,Apparel,104,InStore,2025-12-01,28,0.542
10159,Apparel,193,InStore,2025-10-06,31,0.514
10166,Beauty,138,Pickup,2025-12-15,28,0.795
10094,Apparel,206,Online,2025-12-22,23,0.754
10109,Apparel,152,InStore,2025-11-24,24,0.754
10149,Home,167,InStore,2025-11-24,22,0.924
10092,Grocery,227,Online,2025-10-13,34,0.56
10168,Home,224,Online,2025-10-13,23,0.666
10065,Electronics,106,Online,2025-11-03,18,0.602
10161,Apparel,199,InStore,2025-11-03,24,0.737
10005,Beauty,113,InStore,2025-12-15,22,0.745
10048,Beauty,139,Online,2025-11-24,24,0.806
10138,Apparel,255,Online,2025-12-01,26,0.7
10141,Home,249,Pickup,2025-12-08,28,0.786
10036,Electronics,134,Online,2025-10-13,49,0.722
10150,Beauty,214,Pickup,2025-10-27,33,0.943
10102,Apparel,159,Online,2025-12-01,27,0.703
10172,Beauty,123,Online,2025-11-24,29,0.741
10176,Grocery,125,Online,2025-10-13,36,0.967
10126,Apparel,166,Online,2025-11-03,23,0.811
10126,Grocery,113,Pickup,2025-11-10,19,0.899
10128,Apparel,112,InStore,2025-11-10,36,0.916
10062,Beauty,233,Pickup,2025-12-08,32,0.912
10115,Home,166,InStore,2025-11-24,25,0.654
10010,Electronics,127,InStore,2025-11-03,29,0.829
10054,Home,191,InStore,2025-12-08,25,0.854
10031,Electronics,183,InStore,2025-11-03,38,0.557
10066,Electronics,151,InStore,2025-12-15,20,0.611
10040,Apparel,112,Pickup,2025-12-22,20,0.769
10011,Grocery,158,Pickup,2025-11-03,38,0.573
10007,Grocery,164,Pickup,2025-12-22,30,0.58
10177,Apparel,120,Online,2025-11-17,33,0.529
10177,Electronics,184,Pickup,2025-11-17,26,0.619
10129,Apparel,255,InStore,2025-12-22,30,0.519
10132,Electronics,181,Pickup,2025-12-15,31,0.699
10137,Grocery,133,InStore,2025-11-24,28,0.921
10087,Apparel,236,InStore,2025-10-06,30,0.586
10105,Home,193,InStore,2025-11-24,29,0.575
10099,Apparel,180,InStore,2025-11-24,30,0.638
10048,Grocery,209,InStore,2025-11-10,27,0.815
10044,Home,193,Online,2025-11-24,27,0.787
10149,Electronics,209,Pickup,2025-11-24,28,0.572
10102,Home,246,Online,2025-10-27,26,0.657
10164,Beauty,236,Pickup,2025-11-17,32,0.627
10075,Electronics,142,Pickup,2025-10-20,32,0.543
10065,Apparel,230,Online,2025-12-01,24,0.558
10168,Beauty,164,Pickup,2025-10-13,33,0.845
10106,Beauty,253,Online,2025-10-13,28,0.78
10101,Apparel,189,InStore,2025-10-27,20,0.558
10102,Grocery,114,Pickup,2025-12-22,31,0.817
10122,Electronics,192,Online,2025-10-06,31,0.516
10079,Apparel,206,Pickup,2025-10-06,28,0.566
10133,Apparel,128,Online,2025-11-24,33,0.534
10102,Grocery,182,InStore,2025-11-03,34,0.575
10161,Grocery,222,Pickup,2025-11-17,24,0.528
10101,Grocery,133,InStore,2025-12-01,21,0.861
10144,Home,173,InStore,2025-11-17,34,0.947
10045,Beauty,236,InStore,2025-11-10,35,0.909
10018,Apparel,258,InStore,2025-10-20,32,0.911
10055,Apparel,155,Online,2025-12-01,30,0.634
10158,Home,191,Online,2025-12-15,20,0.824
10027,Grocery,168,InStore,2025-10-20,24,0.796
10048,Grocery,221,InStore,2025-12-01,36,0.812
10156,Beauty,195,Pickup,2025-12-01,23,0.552
10112,Electronics,258,Online,2025-11-17,23,0.581
10020,Apparel,226,Pickup,2025-11-24,25,0.857
10082,Beauty,197,Online,2025-11-10,31,0.861
10017,Grocery,166,Online,2025-12-22,25,0.938
10156,Apparel,201,InStore,2025-12-15,30,0.763
10029,Electronics,256,Online,2025-12-08,32,0.632
10005,Beauty,138,Pickup,2025-10-13,35,0.62
10164,Home,194,Online,2025-11-17,31,0.631
10005,Apparel,259,Pickup,2025-10-06,35,0.876
10165,Electronics,142,Pickup,2025-10-27,33,0.716
10003,Grocery,222,Online,2025-11-17,27,0.592
10060,Electronics,177,InStore,2025-11-03,34,0.974
10155,Grocery,157,Pickup,2025-12-01,33,0.868
10164,Grocery,236,InStore,2025-10-13,30,0.862
10166,Grocery,167,Pickup,2025-10-27,33,0.864
10039,Grocery,172,Pickup,2025-12-22,28,0.874
10059,Grocery,218,Online,2025-11-03,28,0.808
10011,Home,144,Online,2025-12-22,30,0.578
10072,Apparel,130,Online,2025-12-01,26,0.817
10139,Home,253,InStore,2025-10-27,36,0.821
10058,Electronics,152,InStore,2025-12-22,37,0.684
10074,Beauty,214,InStore,2025-12-22,34,0.647
10154,Apparel,147,InStore,2025-10-13,20,0.969
10101,Home,185,Online,2025-11-03,29,0.58
10115,Apparel,175,Pickup,2025-11-17,31,0.583
10152,Grocery,110,Online,2025-10-13,28,0.909
10135,Home,202,Pickup,2025-12-22,28,0.644
10001,Beauty,118,Online,2025-12-15,37,0.837
10150,Electronics,152,Online,2025-12-15,34,0.55
10117,Electronics,102,Online,2025-12-01,32,0.906
10179,Grocery,151,InStore,2025-10-27,34,0.715
10108,Home,181,Pickup,2025-11-10,25,0.557
10054,Home,167,Pickup,2025-12-08,32,0.699
10175,Home,217,InStore,2025-12-22,25,0.9
10121,Beauty,227,Pickup,2025-10-20,31,0.643
10011,Grocery,231,InStore,2025-11-10,33,0.613
10143,Home,151,Pickup,2025-10-20,32,0.671
10126,Grocery,129,InStore,2025-10-20,29,0.765
10062,Beauty,168,InStore,2025-11-03,33,0.625
10152,Grocery,173,InStore,2025-12-22,22,0.697
10016,Apparel,227,InStore,2025-10-20,31,0.922
10042,Home,250,Pickup,2025-12-08,23,0.711
10139,Apparel,181,Pickup,2025-12-22,28,0.616
10120,Electronics,178,InStore,2025-11-03,39,0.874
10141,Grocery,115,Pickup,2025-11-17,18,0.905
10081,Home,139,Online,2025-11-17,19,0.65
10140,Beauty,126,Online,2025-11-24,31,0.701
10174,Home,240,Pickup,2025-10-06,35,0.676
10177,Grocery,240,InStore,2025-11-03,26,0.554
10068,Electronics,232,InStore,2025-10-13,29,0.63
10084,Grocery,114,Online,2025-11-24,24,0.69
10019,Beauty,114,Pickup,2025-10-06,31,0.926
10033,Beauty,108,InStore,2025-10-13,34,0.539
10006,Electronics,178,Pickup,2025-10-27,19,0.776
10152,Grocery,186,Online,2025-11-10,26,0.593
10067,Home,143,InStore,2025-11-03,35,0.828
10033,Home,108,InStore,2025-10-20,32,0.787
10083,Apparel,209,Online,2025-11-17,37,0.579
10126,Home,174,Pickup,2025-12-15,32,0.93
10102,Beauty,256,Pickup,2025-10-06,39,0.753
10055,Beauty,143,Online,2025-11-17,31,0.56
10168,Home,147,Pickup,2025-12-01,30,0.581
10039,Apparel,257,InStore,2025-11-03,38,0.602
10036,Apparel,187,Online,2025-10-27,34,0.947
10081,Home,114,Pickup,2025-11-10,39,0.694
10169,Home,114,Pickup,2025-11-17,30,0.652
10042,Electronics,198,InStore,2025-12-08,29,0.765
10113,Beauty,130,Online,2025-10-13,23,0.772
10165,Beauty,101,Online,2025-10-06,30,0.809
10168,Beauty,123,Online,2025-11-03,32,0.693
10023,Grocery,145,Pickup,2025-11-24,32,0.608
10172,Electronics,148,Pickup,2025-12-08,30,0.625
10105,Apparel,179,Online,2025-12-15,28,0.86
10174,Electronics,240,InStore,2025-11-24,28,0.679
10042,Beauty,240,Online,2025-11-03,31,0.919
10017,Home,103,Pickup,2025-10-20,26,0.533
10057,Electronics,158,Pickup,2025-11-24,21,0.789
10012,Grocery,210,Online,2025-10-06,35,0.742
10081,Electronics,112,Pickup,2025-11-24,30,0.523
10122,Home,143,InStore,2025-10-20,27,0.892
10152,Electronics,182,Pickup,2025-12-08,27,0.667
10178,Beauty,162,Pickup,2025-12-15,31,0.968
10111,Beauty,234,Online,2025-10-13,36,0.961
10053,Apparel,236,Pickup,2025-12-08,33,0.513
10005,Apparel,167,Pickup,2025-10-13,28,0.709
10072,Home,108,Pickup,2025-11-17,29,0.744
10131,Beauty,100,Online,2025-11-17,33,0.905
10000,Beauty,204,InStore,2025-11-17,27,0.772
10055,Apparel,199,InStore,2025-12-01,32,0.522
10130,Home,116,Pickup,2025-10-27,22,0.938
10111,Home,133,Pickup,2025-12-22,26,0.503
10100,Home,257,Pickup,2025-11-17,37,0.637
10130,Home,200,InStore,2025-10-27,31,0.803
10119,Beauty,108,InStore,2025-11-10,31,0.58
10068,Grocery,257,Pickup,2025-10-20,25,0.971
10080,Beauty,253,InStore,2025-11-24,27,0.964
10127,Home,215,Pickup,2025-12-01,35,0.705
10080,Home,163,Pickup,2025-12-01,37,0.847
10134,Apparel,162,Online,2025-10-13,25,0.948
10120,Grocery,197,InStore,2025-10-27,22,0.867
10146,Grocery,216,InStore,2025-12-22,29,0.811
10053,Grocery,145,Pickup,2025-11-17,26,0.902
10088,Apparel,114,InStore,2025-10-20,32,0.516
10152,Beauty,100,Online,2025-12-22,27,0.938
10081,Home,228,Online,2025-12-01,19,0.86
10034,Beauty,176,Online,2025-12-22,22,0.57
10153,Home,225,Pickup,2025-12-01,26,0.766
10139,Grocery,135,Online,2025-10-27,29,0.678
10016,Beauty,130,Online,2025-11-17,21,0.544
10054,Apparel,158,Online,2025-12-15,28,0.874
10038,Home,220,Online,2025-10-13,23,0.81
10169,Beauty,147,Pickup,2025-12-08,39,0.679
10102,Grocery,127,InStore,2025-10-27,28,0.74
10107,Home,223,Pickup,2025-10-06,27,0.802
10121,Apparel,225,Online,2025-11-10,38,0.914
10155,Apparel,190,Pickup,2025-11-17,30,0.895
10168,Electronics,227,Online,2025-10-27,36,0.953
10015,Grocery,205,InStore,2025-10-27,29,0.844
10146,Home,192,Online,2025-10-20,36,0.557
10008,Apparel,161,InStore,2025-10-06,29,0.906
10029,Beauty,100,Online,2025-10-13,24,0.787
10008,Home,175,InStore,2025-11-10,27,0.804
10121,Apparel,105,Pickup,2025-12-08,31,0.653
10028,Apparel,215,InStore,2025-12-01,24,0.735
10129,Beauty,209,Pickup,2025-12-08,25,0.633
10105,Beauty,184,Online,2025-11-17,29,0.935
10096,Grocery,197,InStore,2025-12-22,30,0.965
10157,Beauty,210,InStore,2025-10-06,28,0.719
10060,Grocery,234,Pickup,2025-12-08,31,0.908
10064,Apparel,120,Pickup,2025-12-22,36,0.666
10060,Home,100,InStore,2025-12-01,41,0.661
10011,Beauty,164,InStore,2025-10-20,33,0.891
10153,Grocery,253,InStore,2025-11-24,34,0.647
10132,Apparel,252,InStore,2025-12-01,35,0.772
10179,Beauty,230,Pickup,2025-10-06,27,0.603
10039,Grocery,256,Online,2025-10-27,27,0.684
10173,Electronics,166,Pickup,2025-10-20,38,0.889
10108,Electronics,179,Online,2025-12-01,27,0.585
10033,Electronics,169,InStore,2025-10-13,28,0.875
10065,Beauty,150,Online,2025-11-24,23,0.732
10042,Electronics,155,Online,2025-11-03,33,0.685
10122,Apparel,134,Online,2025-12-15,20,0.932
10054,Home,152,InStore,2025-11-24,28,0.761
10129,Grocery,103,Online,2025-11-03,31,0.604
10111,Electronics,197,Online,2025-11-24,27,0.91
10028,Home,134,Online,2025-12-01,39,0.934
10017,Beauty,199,Pickup,2025-12-15,31,0.52
10001,Home,176,Pickup,2025-11-17,29,0.84
10021,Electronics,186,Online,2025-10-20,25,0.68
10055,Apparel,121,InStore,2025-12-15,43,0.746
10098,Beauty,253,Online,2025-10-27,40,0.59
10099,Electronics,157,InStore,2025-11-24,36,0.646
10038,Grocery,163,Pickup,2025-10-13,25,0.85
10080,Beauty,207,Pickup,2025-11-10,25,0.635
10109,Home,234,Online,2025-11-24,38,0.687
10001,Beauty,131,Pickup,2025-11-24,23,0.947
10038,Apparel,109,Online,2025-11-24,21,0.54
10167,Apparel,229,Online,2025-11-24,35,0.612
10178,Home,111,Online,2025-11-03,29,0.649
10065,Apparel,167,InStore,2025-10-27,18,0.73
10108,Home,103,Online,2025-11-10,31,0.635
10084,Electronics,152,Online,2025-10-13,30,0.748
10117,Grocery,168,Online,2025-12-08,31,0.562
10077,Home,107,Online,2025-11-24,22,0.739
10052,Electronics,200,Pickup,2025-10-27,26,0.705
10074,Electronics,146,Online,2025-10-27,35,0.64
10050,Apparel,257,Online,2025-10-20,36,0.546
10130,Home,166,Pickup,2025-11-17,24,0.745
10076,Beauty,152,Pickup,2025-12-01,35,0.865
10123,Grocery,128,Pickup,2025-12-22,28,0.862
10019,Apparel,250,InStore,2025-12-22,31,0.616
10111,Home,244,Online,2025-10-06,40,0.906
10087,Grocery,112,Pickup,2025-11-10,26,0.961
10164,Grocery,120,Online,2025-11-03,34,0.69
10031,Electronics,178,Online,2025-10-27,37,0.837
10090,Home,246,Pickup,2025-10-20,26,0.846
10109,Grocery,141,Online,2025-10-20,40,0.666
10095,Beauty,114,Online,2025-10-27,40,0.724
10049,Beauty,150,Pickup,2025-10-20,35,0.849
10016,Electronics,177,Pickup,2025-11-03,28,0.574
10016,Beauty,176,Online,2025-11-10,33,0.817
10160,Electronics,136,Pickup,2025-12-22,36,0.775
10155,Apparel,115,Pickup,2025-10-27,31,0.875
10051,Home,158,Pickup,2025-10-20,27,0.638
10130,Electronics,155,InStore,2025-12-08,39,0.815
10054,Beauty,167,InStore,2025-12-15,30,0.831
10057,Beauty,137,Pickup,2025-12-15,27,0.716
10091,Apparel,133,Pickup,2025-10-27,33,0.606
10079,Apparel,201,Pickup,2025-12-15,28,0.867
10108,Home,257,Online,2025-11-10,19,0.526
10071,Apparel,167,Pickup,2025-10-20,27,0.807
10091,Grocery,126,Pickup,2025-11-10,26,0.847
10134,Home,184,Online,2025-10-13,37,0.882
10157,Beauty,174,Online,2025-12-08,31,0.879
10075,Apparel,199,InStore,2025-11-24,28,0.957
10126,Apparel,147,InStore,2025-12-01,29,0.736
10166,Home,122,Pickup,2025-12-22,29,0.717
10123,Apparel,172,Pickup,2025-11-17,33,0.903
10096,Apparel,180,Online,2025-12-15,25,0.9
10077,Beauty,202,Online,2025-11-03,33,0.804
10052,Grocery,186,Online,2025-10-27,33,0.606
10012,Apparel,257,Online,2025-10-06,33,0.639
10113,Beauty,184,InStore,2025-10-20,32,0.63
10072,Apparel,120,Pickup,2025-11-24,39,0.595
10068,Beauty,123,Pickup,2025-11-03,27,0.802
10154,Beauty,201,Online,2025-12-22,33,0.592
10008,Apparel,188,Online,2025-10-27,26,0.859
10026,Apparel,125,Online,2025-10-06,27,0.905
10064,Grocery,206,InStore,2025-10-06,30,0.96
10115,Apparel,190,Pickup,2025-10-13,32,0.918
