sighting_id,sighting_ts,park_name,trail_id,observer_badge,species_raw,count_seen
S002535,2025-07-19,Glacier National Park ,T017,B0045,SC29,2
S002536,2025-07-28,yellowstone National Park,T029,,SC07,2
S002537,2025-06-14,Glacier National Park ,T024,B0356,SC24,2
S002538,2025-06-30,Zion National Park ,T022,B0115,SC23,3
S002539,2025-06-22,Grand Canyon National Park ,T054,,SC11,3
S002540,2025-06-21,aCaDiA National Park,T028,B0115,SC04,4
S002541,2025-07-26,rEdWoOd National Park,T012,B0291,sc07,2
S002542,2025-06-25,Redwood National Park ,T075,B0203,SC22,2
S002543,2025-06-28,grand Canyon National Park,T119,B0317,SC26,1
S002544,2025-08-12,Zion National Park ,T034,B0069,SC11,1
S002545,2025-06-20,yellowstone National Park,T087,B0072,SC04,1
S002546,2025-08-10,Yellowstone National Park ,T079,B0047,SC09,1
S002547,2025-08-19,aCaDiA National Park,T058,,SC09,3
S002548,2025-07-13,gLaCiEr National Park,T049,B0331,SC02,4
S002549,2025-06-27,yellowstone National Park,T103,B0328,SC22,4
S002550,2025-07-12,aCaDiA National Park,T102,B0332,SC12,1
S002551,2025-08-19,Acadia National Park ,T026,B0332,SC21,2
S002552,2025-07-04,Glacier National Park ,T022,B0024,SC07,3
S002553,2025-06-23,zIoN National Park,T044,B0156,SC13,3
S002554,2025-07-21,Glacier National Park ,T102,B0223,SC02,3
S002555,2025-08-24,gLaCiEr National Park,T044,B0391,sc07,3
S002556,2025-07-23,Acadia National Park ,T071,B0120,SC21,1
S002557,2025-08-07,acadia National Park,T063,B0270,SC14,2
S002558,2025-06-22,Grand Canyon National Park ,T094,B0363,SC20,3
S002559,2025-07-27,Grand Canyon National Park ,T060,B0165,SC26,2
S002560,2025-06-12,Redwood National Park ,T040,B0189,SC28,1
S002561,2025-06-06,rEdWoOd National Park,T026,B0259,SC27,7
S002562,2025-08-14,yellowstone National Park,T103,B0396,SC15,3
S002563,2025-06-01,Grand Canyon National Park ,T055,B0348,SC17,1
S002564,2025-06-30,rEdWoOd National Park,T067,B0063,SC18,2
S002565,2025-08-23,Grand Canyon National Park ,T008,,SC13,5
S002566,2025-06-01,Acadia National Park ,T054,B0397,SC18,1
S002567,2025-07-10,zIoN National Park,T072,B0357,SC15,1
S002568,2025-08-14,Grand Canyon National Park ,T037,B0025,SC22,2
S002569,2025-07-29,Zion National Park ,T114,B0197,SC30,1
S002570,2025-06-22,Redwood National Park ,T044,B0169,SC30,3
S002571,2025-07-28,zIoN National Park,T020,B0008,SC24,1
S002572,2025-08-13,Yellowstone National Park ,T085,B0209,SC24,1
S002573,2025-08-06,acadia National Park,T108,B0344,SC15,1
S002574,2025-08-09,Acadia National Park ,T114,B0347,SC26,1
S002575,2025-07-19,Yellowstone National Park ,T069,B0223,Sc18,1
S002576,2025-08-15,grand Canyon National Park,T031,B0307,SC04,1
S002577,2025-06-17,zIoN National Park,T102,B0257,SC13,1
S002578,2025-06-15,grand Canyon National Park,T085,B0153,Sc18,1
S002579,2025-08-19,glacier National Park,T046,B0024,SC01,3
S002580,2025-08-14,yElLoWsToNe National Park,T025,B0189,SC18,1
S002581,2025-07-26,acadia National Park,T048,,SC25,4
S002582,2025-07-14,gLaCiEr National Park,T093,B0106,SC28,2
S002583,2025-06-30,gRaNd Canyon National Park,T060,,SC20,1
S002584,2025-08-19,gRaNd Canyon National Park,T120,B0178,SC05,1
S002585,2025-06-21,yellowstone National Park,T073,B0305,SC03,3
S002586,2025-06-24,Yellowstone National Park ,T069,B0324,SC17,2
S002587,2025-07-23,Acadia National Park ,T072,B0239,SC23,1
S002588,2025-07-08,zIoN National Park,T029,B0217,SC03,1
S002589,2025-07-20,Redwood National Park ,T089,,SC08,4
S002590,2025-06-07,Grand Canyon National Park ,T092,B0069,SC07,1
S002591,2025-08-16,acadia National Park,T077,B0011,SC18,2
S002592,2025-06-17,Zion National Park ,T011,B0243,SC26,2
S002593,2025-07-08,zIoN National Park,T033,B0205,SC17,1
S002594,2025-07-10,gRaNd Canyon National Park,T115,B0129,SC09,1
S002595,2025-06-02,Zion National Park ,T007,B0222,sc07,5
S002596,2025-08-24,gLaCiEr National Park,T110,B0312,SC08,2
S002597,2025-08-19,Acadia National Park ,T028,B0317,SC10,2
S002598,2025-07-21,glacier National Park,T067,B0182,sc07,2
S002599,2025-06-25,rEdWoOd National Park,T031,B0152,SC12 - Elk,2
S002600,2025-06-01,Yellowstone National Park ,T096,B0311,SC14,2
S002601,2025-06-20,grand Canyon National Park,T022,B0346,SC13,5
S002602,2025-06-14,Redwood National Park ,T042,B0207,SC12,5
S002603,2025-06-04,Redwood National Park ,T107,B0211,SC01,3
S002604,2025-06-11,redwood National Park,T068,B0002,SC02,6
S002605,2025-07-29,zion National Park,T046,B0059,SC04,5
S002606,2025-08-01,Acadia National Park ,T083,B0066,SC17,1
S002607,2025-06-18,zion National Park,T052,B0007,SC06,3
S002608,2025-08-26,redwood National Park,T046,B0228,SC01,3
S002609,2025-06-13,Redwood National Park ,T017,,SC22,1
S002610,2025-07-11,zIoN National Park,T024,B0245,SC11,6
S002611,2025-08-05,rEdWoOd National Park,T012,B0240,SC18,3
S002612,2025-07-30,grand Canyon National Park,T054,B0322,SC27,2
S002613,2025-07-15,aCaDiA National Park,T030,B0227,SC20,3
S002614,2025-08-28,gRaNd Canyon National Park,T047,B0150,SC09,1
S002615,2025-06-06,redwood National Park,T013,B0016,SC26,4
S002616,2025-07-06,grand Canyon National Park,T087,B0053,SC10,1
S002617,2025-07-16,glacier National Park,T081,B0367,SC28,3
S002618,2025-07-26,grand Canyon National Park,T046,B0001,SC11,1
S002619,2025-07-16,acadia National Park,T097,B0246,SC12,2
S002620,2025-06-10,gLaCiEr National Park,T027,B0388,SC15,1
S002621,2025-06-04,zIoN National Park,T030,B0025,SC08,2
S002622,2025-07-04,Glacier National Park ,T015,B0251,sc07,2
S002623,2025-08-15,Zion National Park ,T011,B0165,SC30,3
S002624,2025-06-24,yElLoWsToNe National Park,T058,B0360,SC11,1
S002625,2025-08-08,acadia National Park,T036,B0243,SC19,1
S002626,2025-07-26,Grand Canyon National Park ,T050,B0031,SC19,2
S002627,2025-07-14,yellowstone National Park,T034,B0294,SC13,1
S002628,2025-08-07,glacier National Park,T086,B0265,SC21,3
S002629,2025-06-19,aCaDiA National Park,T086,B0114,SC16,1
S002630,2025-07-29,Yellowstone National Park ,T106,B0381,SC08,1
S002631,2025-08-07,zIoN National Park,T021,B0331,SC20,1
S002632,2025-06-21,aCaDiA National Park,T047,B0153,SC25,4
S002633,2025-06-24,yellowstone National Park,T073,B0328,SC24,3
S002634,2025-08-21,Zion National Park ,T078,B0122,SC16,5
S002635,2025-06-08,zion National Park,T113,B0221,SC09,3
S002636,2025-06-17,aCaDiA National Park,T013,B0048,SC03,3
S002637,2025-07-27,gRaNd Canyon National Park,T098,B0152,SC29,2
S002638,2025-06-29,gLaCiEr National Park,T079,B0381,SC13,1
S002639,2025-06-08,acadia National Park,T013,B0053,SC21,1
S002640,2025-06-18,Zion National Park ,T086,B0223,SC05,2
S002641,2025-08-16,zIoN National Park,T053,B0149,SC03,3
S002642,2025-08-19,zIoN National Park,T040,B0120,SC27,3
S002643,2025-08-08,aCaDiA National Park,T060,B0110,SC29,2
S002644,2025-07-13,Zion National Park ,T076,,SC20,1
S002645,2025-08-02,Zion National Park ,T026,B0016,SC21,1
S002646,2025-06-11,Acadia National Park ,T096,B0346,SC25 - Mountain Goat,1
S002647,2025-08-05,zion National Park,T100,,SC03,2
S002648,2025-07-11,zIoN National Park,T084,B0144,SC08,3
S002649,2025-07-31,Grand Canyon National Park ,T049,B0141,SC15,3
S002650,2025-08-07,Acadia National Park ,T004,B0382,sc07,2
S002651,2025-08-16,Acadia National Park ,T119,B0241,SC04,1
S002652,2025-08-26,gRaNd Canyon National Park,T046,,SC21,1
S002653,2025-08-19,Glacier National Park ,T002,B0086,SC01,1
S002654,2025-07-20,Redwood National Park ,T012,,SC01,1
S002655,2025-06-21,grand Canyon National Park,T060,B0387,SC16,1
S002656,2025-08-18,redwood National Park,T022,B0013,SC24,2
S002657,2025-06-21,zion National Park,T091,B0342,SC12,1
S002658,2025-08-01,Acadia National Park ,T027,B0301,SC05,5
S002659,2025-07-11,yellowstone National Park,T066,B0028,SC11,1
S002660,2025-07-20,grand Canyon National Park,T090,,SC26,1
S002661,2025-06-07,Glacier National Park ,T118,B0238,SC03 - River Otter,6
S002662,2025-08-21,Grand Canyon National Park ,T087,B0324,SC29,1
S002663,2025-08-02,yElLoWsToNe National Park,T015,B0310,SC17,1
S002664,2025-06-11,redwood National Park,T103,B0265,SC20,1
S002665,2025-08-07,rEdWoOd National Park,T012,B0218,SC05,2
S002666,2025-08-01,yElLoWsToNe National Park,T055,B0055,SC12,5
S002667,2025-07-30,Grand Canyon National Park ,T019,,SC28,2
S002668,2025-06-12,glacier National Park,T025,B0043,SC12 - Elk,7
S002669,2025-08-20,Grand Canyon National Park ,T081,B0274,SC20,2
S002670,2025-08-23,aCaDiA National Park,T025,B0039,SC17,1
S002671,2025-07-16,aCaDiA National Park,T033,B0181,Sc18,1
S002672,2025-07-06,Yellowstone National Park ,T105,B0168,SC12,3
S002673,2025-08-21,Acadia National Park ,T085,B0254,SC10,3
S002674,2025-08-09,glacier National Park,T043,B0396,SC01,1
S002675,2025-07-14,yellowstone National Park,T111,B0242,SC18,1
S002676,2025-07-09,grand Canyon National Park,T066,B0306,SC04,1
S002677,2025-08-01,glacier National Park,T026,B0096,SC10,4
S002678,2025-08-07,Yellowstone National Park ,T062,B0345,SC20,1
S002679,2025-06-28,redwood National Park,T096,B0043,SC10,2
S002680,2025-08-18,Redwood National Park ,T028,,SC23,1
S002681,2025-07-27,Acadia National Park ,T044,B0240,SC13,3
S002682,2025-06-05,yElLoWsToNe National Park,T073,B0335,SC18,2
S002683,2025-07-22,zIoN National Park,T061,B0016,SC19,1
S002684,2025-07-05,Redwood National Park ,T110,B0006,SC04,2
S002685,2025-07-14,acadia National Park,T050,B0091,SC30,5
S002686,2025-08-14,Grand Canyon National Park ,T074,B0208,SC06,2
S002687,2025-08-24,acadia National Park,T018,B0212,SC26,2
S002688,2025-06-14,Redwood National Park ,T029,B0393,SC12,3
S002689,2025-07-21,grand Canyon National Park,T050,B0237,SC05,7
S002690,2025-06-12,gLaCiEr National Park,T073,B0068,SC09,3
S002691,2025-08-25,yellowstone National Park,T025,,SC01,2
S002692,2025-06-02,zIoN National Park,T008,B0259,SC18,3
S002693,2025-08-17,Yellowstone National Park ,T013,B0237,SC30,1
S002694,2025-07-30,grand Canyon National Park,T064,B0350,SC21,2
S002695,2025-08-23,zIoN National Park,T104,,SC10,1
S002696,2025-07-13,glacier National Park,T035,B0274,SC29,1
S002697,2025-06-15,Grand Canyon National Park ,T109,B0220,SC10,2
S002698,2025-07-28,Acadia National Park ,T113,B0170,SC03,2
S002699,2025-07-28,yellowstone National Park,T034,B0077,SC17,3
S002700,2025-06-27,zIoN National Park,T079,B0009,SC29,3
S002701,2025-06-26,Grand Canyon National Park ,T017,,SC10,1
S002702,2025-06-23,Yellowstone National Park ,T031,B0361,Sc18,1
S002703,2025-06-10,Acadia National Park ,T080,B0093,SC10,1
S002704,2025-07-03,acadia National Park,T041,B0086,SC26,1
S002705,2025-07-26,yellowstone National Park,T053,,SC13,1
S002706,2025-06-13,gLaCiEr National Park,T035,B0308,SC05,2
S002707,2025-08-14,zion National Park,T043,B0022,SC25 - Mountain Goat,3
S002708,2025-08-03,gLaCiEr National Park,T068,B0269,SC25,1
S002709,2025-08-07,acadia National Park,T023,B0149,SC13,6
S002710,2025-06-30,glacier National Park,T090,B0371,SC12,2
S002711,2025-06-14,Zion National Park ,T084,B0323,SC11,3
S002712,2025-07-12,Grand Canyon National Park ,T032,B0058,SC25,3
S002713,2025-08-29,aCaDiA National Park,T099,B0259,SC20,1
S002714,2025-07-28,Redwood National Park ,T085,B0019,SC30,1
S002715,2025-08-27,gLaCiEr National Park,T009,B0383,SC12,1
S002716,2025-07-06,gRaNd Canyon National Park,T036,B0170,SC09,1
S002717,2025-07-25,Redwood National Park ,T057,,SC10,4
S002718,2025-07-10,grand Canyon National Park,T086,B0095,SC23,3
S002719,2025-08-06,Grand Canyon National Park ,T032,,SC17,1
S002720,2025-07-23,Grand Canyon National Park ,T115,B0369,SC08,1
S002721,2025-06-28,gRaNd Canyon National Park,T101,B0279,SC16,3
S002722,2025-08-20,gRaNd Canyon National Park,T022,B0194,SC06,3
S002723,2025-07-02,grand Canyon National Park,T102,B0086,SC12 - Elk,5
S002724,2025-07-08,zion National Park,T006,B0359,SC17,1
S002725,2025-07-21,aCaDiA National Park,T003,B0049,SC13,1
S002726,2025-07-08,Acadia National Park ,T098,B0358,SC09,2
S002727,2025-07-10,Glacier National Park ,T011,B0117,SC30,2
S002728,2025-07-23,Zion National Park ,T073,B0210,SC12 - Elk,1
S002729,2025-07-15,Acadia National Park ,T029,,SC03,3
S002730,2025-08-17,acadia National Park,T090,,SC03,1
S002731,2025-06-12,Zion National Park ,T059,B0225,SC20,2
S002732,2025-06-08,gRaNd Canyon National Park,T045,B0060,SC21,1
S002733,2025-06-17,gRaNd Canyon National Park,T012,B0240,SC27,1
S002734,2025-08-10,grand Canyon National Park,T084,B0055,SC13,4
S002735,2025-06-30,Glacier National Park ,T009,B0367,SC09,2
S002736,2025-06-13,Acadia National Park ,T060,,SC16,3
S002737,2025-06-09,Grand Canyon National Park ,T032,B0078,SC29,4
S002738,2025-06-07,Zion National Park ,T052,B0375,SC16,1
S002739,2025-07-21,Zion National Park ,T102,B0186,SC13,1
S002740,2025-06-08,Acadia National Park ,T041,B0171,SC15,3
S002741,2025-07-07,gLaCiEr National Park,T086,B0368,SC17,1
S002742,2025-08-17,Redwood National Park ,T047,,SC27,8
S002743,2025-06-06,Glacier National Park ,T062,B0114,SC20,3
S002744,2025-07-30,gRaNd Canyon National Park,T115,B0075,SC07,3
S002745,2025-06-02,Yellowstone National Park ,T086,B0136,SC11,3
S002746,2025-08-06,Zion National Park ,T030,B0064,SC04,1
S002747,2025-07-03,grand Canyon National Park,T096,,SC10,2
S002748,2025-08-03,redwood National Park,T027,B0303,SC12 - Elk,1
S002749,2025-07-09,Redwood National Park ,T026,B0225,SC12,3
S002750,2025-08-09,redwood National Park,T082,B0124,SC15,2
S002751,2025-08-01,rEdWoOd National Park,T015,B0098,SC09,2
S002752,2025-08-26,Yellowstone National Park ,T095,B0226,SC16,4
S002753,2025-08-25,Zion National Park ,T026,B0057,SC25,3
S002754,2025-06-15,aCaDiA National Park,T082,B0103,SC25 - Mountain Goat,4
S002755,2025-08-14,Yellowstone National Park ,T096,B0359,SC19,4
S002756,2025-06-28,gRaNd Canyon National Park,T013,B0371,SC03 - River Otter,3
S002757,2025-06-24,gLaCiEr National Park,T007,B0356,SC08,1
S002758,2025-06-05,Grand Canyon National Park ,T078,B0378,SC28,1
S002759,2025-08-02,Grand Canyon National Park ,T041,B0390,SC01,1
S002760,2025-07-28,gRaNd Canyon National Park,T082,B0352,SC10,3
S002761,2025-08-03,rEdWoOd National Park,T106,B0035,SC13,2
S002762,2025-07-17,glacier National Park,T102,B0069,SC17,4
S002763,2025-07-19,yElLoWsToNe National Park,T048,B0114,SC22,3
S002764,2025-06-03,acadia National Park,T111,B0025,SC03 - River Otter,5
S002765,2025-07-05,zIoN National Park,T058,B0063,SC28,2
S002766,2025-06-09,Grand Canyon National Park ,T078,B0299,SC23,2
S002767,2025-07-01,Acadia National Park ,T020,B0324,SC09,2
S002768,2025-08-01,rEdWoOd National Park,T013,B0042,SC06,1
S002769,2025-08-28,glacier National Park,T096,B0072,SC12,3
S002770,2025-06-17,gLaCiEr National Park,T035,B0367,SC09,2
S002771,2025-06-19,Redwood National Park ,T085,B0137,SC14,2
S002772,2025-08-01,Yellowstone National Park ,T074,B0281,SC23,4
S002773,2025-07-10,zIoN National Park,T102,B0220,SC09,2
S002774,2025-06-03,Glacier National Park ,T053,B0031,SC05,2
S002775,2025-08-15,grand Canyon National Park,T011,,SC03 - River Otter,6
S002776,2025-06-04,aCaDiA National Park,T078,B0198,SC01,4
S002777,2025-06-09,redwood National Park,T001,B0336,SC18,2
S002778,2025-07-17,aCaDiA National Park,T090,,SC22,4
S002779,2025-06-27,yElLoWsToNe National Park,T004,B0260,SC27,3
S002780,2025-07-22,Redwood National Park ,T071,B0125,SC09,3
S002781,2025-08-04,zion National Park,T015,B0149,SC15,1
S002782,2025-06-24,gRaNd Canyon National Park,T024,B0290,SC27,3
S002783,2025-07-12,zIoN National Park,T089,B0032,SC12,4
S002784,2025-08-16,glacier National Park,T032,B0233,SC21,1
S002785,2025-07-27,zIoN National Park,T078,B0361,SC15,1
S002786,2025-06-11,Yellowstone National Park ,T017,B0388,SC08,3
S002787,2025-08-14,Glacier National Park ,T076,B0341,SC15,1
S002788,2025-06-16,zion National Park,T024,B0385,SC26,3
S002789,2025-08-05,aCaDiA National Park,T120,B0324,SC13,1
S002790,2025-08-19,Redwood National Park ,T089,B0351,SC23,2
S002791,2025-08-20,grand Canyon National Park,T061,B0263,SC04,3
S002792,2025-08-01,redwood National Park,T068,B0057,SC07,3
S002793,2025-07-31,Redwood National Park ,T069,B0234,SC27,4
S002794,2025-06-14,Acadia National Park ,T043,B0177,SC29,2
S002795,2025-07-28,zIoN National Park,T115,B0193,SC04,7
S002796,2025-07-29,zIoN National Park,T087,B0023,SC24,1
S002797,2025-06-28,zion National Park,T066,B0072,SC22,1
S002798,2025-07-05,Yellowstone National Park ,T062,,SC11,3
S002799,2025-08-12,yellowstone National Park,T060,B0390,SC19,2
S002800,2025-08-09,acadia National Park,T075,B0368,SC01,2
S002801,2025-06-17,grand Canyon National Park,T101,B0155,SC12,2
S002802,2025-06-03,zIoN National Park,T062,B0280,sc07,3
S002803,2025-08-14,yellowstone National Park,T072,B0224,SC22,1
S002804,2025-06-17,Redwood National Park ,T107,B0265,SC23,3
S002805,2025-06-19,acadia National Park,T009,B0080,SC20,1
S002806,2025-06-02,zIoN National Park,T051,B0332,SC15,1
S002807,2025-07-06,zIoN National Park,T084,B0253,SC25 - Mountain Goat,2
S002808,2025-08-19,zion National Park,T074,B0089,SC15,3
S002809,2025-08-22,Zion National Park ,T105,B0251,SC14,1
S002810,2025-08-17,Zion National Park ,T003,,SC10,3
S002811,2025-08-20,Acadia National Park ,T004,B0199,SC23,2
S002812,2025-06-27,aCaDiA National Park,T038,,SC10,1
S002813,2025-07-11,Glacier National Park ,T113,B0147,SC16,1
S002814,2025-07-24,Grand Canyon National Park ,T010,B0129,SC07,6
S002815,2025-07-21,Yellowstone National Park ,T102,B0223,SC14,1
S002816,2025-06-16,rEdWoOd National Park,T037,B0109,SC01,4
S002817,2025-08-14,rEdWoOd National Park,T119,B0107,SC12 - Elk,2
S002818,2025-07-17,Redwood National Park ,T072,B0146,SC11,1
S002819,2025-06-10,Glacier National Park ,T035,B0216,SC12 - Elk,3
S002820,2025-07-12,zion National Park,T110,,SC09,3
S002821,2025-08-21,zIoN National Park,T021,B0321,SC19,2
S002822,2025-08-14,gLaCiEr National Park,T115,B0120,SC30,1
S002823,2025-08-28,acadia National Park,T037,B0158,SC12,5
S002824,2025-06-01,zion National Park,T021,B0372,SC17,2
S002825,2025-06-28,yElLoWsToNe National Park,T096,B0141,SC16,1
S002826,2025-07-23,yellowstone National Park,T109,B0261,sc07,1
S002827,2025-08-13,zIoN National Park,T053,B0210,SC13,2
S002828,2025-08-22,yellowstone National Park,T013,B0184,SC28,2
S002829,2025-07-06,zIoN National Park,T070,B0241,SC27,1
S002830,2025-07-19,rEdWoOd National Park,T021,B0127,SC03 - River Otter,7
S002831,2025-07-17,zIoN National Park,T082,B0165,SC22,2
S002832,2025-07-21,Yellowstone National Park ,T083,,SC07,1
S002833,2025-07-27,gLaCiEr National Park,T091,B0353,SC05,4
S002834,2025-08-07,gRaNd Canyon National Park,T001,B0191,sc07,1
S002835,2025-06-25,zIoN National Park,T062,B0151,sc07,2
S002836,2025-08-23,glacier National Park,T041,B0082,SC15,2
S002837,2025-06-05,zion National Park,T065,B0225,SC06,5
S002838,2025-08-10,Grand Canyon National Park ,T050,B0014,SC26,2
S002839,2025-08-12,rEdWoOd National Park,T063,B0342,SC15,3
S002840,2025-07-06,Grand Canyon National Park ,T005,B0226,SC09,2
S002841,2025-06-18,gRaNd Canyon National Park,T061,B0269,SC25 - Mountain Goat,1
S002842,2025-07-24,Acadia National Park ,T108,B0380,SC19,2
S002843,2025-08-28,acadia National Park,T015,B0281,SC06,4
S002844,2025-07-07,gLaCiEr National Park,T116,,SC01,1
S002845,2025-06-14,Redwood National Park ,T051,B0271,SC03 - River Otter,4
S002846,2025-08-25,aCaDiA National Park,T004,B0126,SC16,4
S002847,2025-07-10,gLaCiEr National Park,T007,B0350,SC01,1
S002848,2025-08-24,aCaDiA National Park,T077,B0134,SC15,2
S002849,2025-07-13,yElLoWsToNe National Park,T060,B0277,SC30,2
S002850,2025-08-06,zIoN National Park,T021,B0206,SC18,1
S002851,2025-07-23,Acadia National Park ,T022,B0123,SC04,1
S002852,2025-06-08,Redwood National Park ,T032,B0034,SC21,1
S002853,2025-08-29,zIoN National Park,T095,B0202,SC30,2
S002854,2025-07-13,Acadia National Park ,T034,B0212,SC12 - Elk,3
S002855,2025-06-27,gRaNd Canyon National Park,T107,B0385,SC05,1
S002856,2025-07-03,acadia National Park,T105,B0178,SC09,2
S002857,2025-08-01,zIoN National Park,T096,B0162,SC21,1
S002858,2025-07-26,yElLoWsToNe National Park,T002,B0095,SC10,1
S002859,2025-07-30,grand Canyon National Park,T044,B0276,SC28,2
S002860,2025-07-22,rEdWoOd National Park,T084,B0240,SC30,5
S002861,2025-07-15,yElLoWsToNe National Park,T012,B0331,SC30,1
S002862,2025-08-17,gRaNd Canyon National Park,T094,B0057,SC19,1
S002863,2025-08-26,rEdWoOd National Park,T095,B0310,SC06,5
S002864,2025-07-15,Glacier National Park ,T067,B0222,SC19,3
S002865,2025-06-17,gRaNd Canyon National Park,T053,B0137,SC08,3
S002866,2025-06-04,yellowstone National Park,T071,B0118,SC14,3
S002867,2025-07-02,gRaNd Canyon National Park,T078,B0080,SC25,2
S002868,2025-07-07,gLaCiEr National Park,T099,,SC25,2
S002869,2025-07-05,grand Canyon National Park,T032,B0259,SC10,2
S002870,2025-07-02,yellowstone National Park,T103,B0215,SC28,2
S002871,2025-07-31,aCaDiA National Park,T092,B0265,SC25,2
S002872,2025-08-10,Grand Canyon National Park ,T119,B0228,SC15,3
S002873,2025-07-04,Grand Canyon National Park ,T118,B0390,SC12,3
S002874,2025-07-28,Zion National Park ,T076,,SC14,1
S002875,2025-06-05,yellowstone National Park,T008,B0068,SC23,1
S002876,2025-06-18,zion National Park,T027,B0153,Sc18,2
S002877,2025-08-02,Acadia National Park ,T119,B0230,SC01,1
S002878,2025-07-08,zion National Park,T069,B0055,sc07,1
S002879,2025-07-17,zion National Park,T021,B0157,SC29,2
S002880,2025-08-25,grand Canyon National Park,T062,B0268,SC19,1
S002881,2025-08-21,Acadia National Park ,T029,B0277,SC02,1
S002882,2025-06-15,Redwood National Park ,T004,B0018,SC04,4
S002883,2025-06-04,gLaCiEr National Park,T070,B0332,SC27,1
S002884,2025-06-13,Redwood National Park ,T010,B0384,SC18,1
S002885,2025-08-02,zIoN National Park,T004,B0172,SC15,2
S002886,2025-06-07,zion National Park,T017,B0069,SC23,4
S002887,2025-06-04,Yellowstone National Park ,T101,B0323,SC10,2
S002888,2025-06-28,yElLoWsToNe National Park,T009,B0184,SC11,1
S002889,2025-06-15,Acadia National Park ,T069,B0216,SC23,3
S002890,2025-06-06,zIoN National Park,T050,B0171,SC27,2
S002891,2025-07-04,grand Canyon National Park,T006,,SC12 - Elk,1
S002892,2025-06-16,redwood National Park,T024,B0369,SC12 - Elk,1
S002893,2025-07-19,redwood National Park,T102,B0286,SC25,8
S002894,2025-06-26,Acadia National Park ,T032,B0196,SC03 - River Otter,2
S002895,2025-06-19,zion National Park,T064,B0373,SC04,2
S002896,2025-06-04,zion National Park,T087,B0379,SC03 - River Otter,1
S002897,2025-08-13,zIoN National Park,T003,B0294,SC01,2
S002898,2025-08-22,Acadia National Park ,T020,B0296,SC26,5
S002899,2025-08-27,zIoN National Park,T058,B0357,SC18,1
S002900,2025-08-04,yellowstone National Park,T063,,SC20,4
S002901,2025-06-10,yellowstone National Park,T009,B0200,SC23,1
S002902,2025-07-31,zIoN National Park,T016,B0099,SC26,3
S002903,2025-06-08,Redwood National Park ,T115,B0076,SC05,2
S002904,2025-06-05,Acadia National Park ,T009,B0162,SC24,1
S002905,2025-08-17,zion National Park,T063,B0187,SC13,2
S002906,2025-07-29,Zion National Park ,T071,B0229,SC27,1
S002907,2025-07-11,Acadia National Park ,T105,B0167,SC20,2
S002908,2025-08-16,rEdWoOd National Park,T013,B0363,SC16,1
S002909,2025-08-12,Glacier National Park ,T002,B0008,SC14,3
S002910,2025-06-23,Redwood National Park ,T099,B0235,SC02,3
S002911,2025-08-10,Glacier National Park ,T101,B0394,Sc18,1
S002912,2025-06-13,glacier National Park,T006,B0238,SC08,2
S002913,2025-07-30,Yellowstone National Park ,T110,B0269,SC06,4
S002914,2025-06-04,gLaCiEr National Park,T042,B0246,SC20,3
S002915,2025-06-23,aCaDiA National Park,T031,B0102,SC07,1
S002916,2025-08-20,Zion National Park ,T086,B0361,SC03 - River Otter,1
S002917,2025-06-15,gLaCiEr National Park,T026,B0011,SC30,1
S002918,2025-07-25,yellowstone National Park,T061,B0035,SC22,2
S002919,2025-06-18,yellowstone National Park,T023,B0284,SC15,1
S002920,2025-07-03,acadia National Park,T021,B0065,SC06,4
S002921,2025-07-01,aCaDiA National Park,T017,B0291,SC08,1
S002922,2025-06-01,Redwood National Park ,T073,B0368,SC04,2
S002923,2025-08-03,gRaNd Canyon National Park,T048,B0274,SC05,3
S002924,2025-07-30,acadia National Park,T078,B0021,SC25,2
S002925,2025-06-24,Yellowstone National Park ,T039,B0375,SC06,1
S002926,2025-08-20,yElLoWsToNe National Park,T066,,SC05,1
S002927,2025-07-21,Yellowstone National Park ,T056,B0230,SC21,3
S002928,2025-07-29,glacier National Park,T012,B0261,SC17,2
S002929,2025-08-09,yellowstone National Park,T063,B0220,SC16,3
S002930,2025-08-11,Zion National Park ,T058,B0163,SC17,1
S002931,2025-06-26,Glacier National Park ,T059,,SC03,1
S002932,2025-08-01,Glacier National Park ,T106,B0097,SC21,1
S002933,2025-06-12,gRaNd Canyon National Park,T044,B0209,SC04,3
S002934,2025-06-21,glacier National Park,T108,B0216,SC19,3
S002935,2025-06-15,gLaCiEr National Park,T009,B0176,SC06,3
S002936,2025-07-18,Glacier National Park ,T118,B0272,SC30,2
S002937,2025-06-28,Yellowstone National Park ,T066,B0223,SC13,2
S002938,2025-08-20,rEdWoOd National Park,T053,B0187,SC28,4
S002939,2025-07-17,redwood National Park,T108,B0394,SC01,6
S002940,2025-08-28,rEdWoOd National Park,T114,B0112,sc07,5
S002941,2025-06-24,gRaNd Canyon National Park,T082,B0237,SC13,3
S002942,2025-08-14,Yellowstone National Park ,T067,B0322,SC25 - Mountain Goat,3
S002943,2025-06-24,redwood National Park,T033,B0369,SC29,4
S002944,2025-06-03,zion National Park,T006,B0265,SC08,1
S002945,2025-06-25,Grand Canyon National Park ,T037,B0013,SC04,2
S002946,2025-08-24,Glacier National Park ,T036,B0384,SC09,3
S002947,2025-06-10,Yellowstone National Park ,T058,B0186,SC13,1
S002948,2025-08-13,grand Canyon National Park,T101,B0263,SC11,4
S002949,2025-08-16,yElLoWsToNe National Park,T036,B0183,Sc18,2
S002950,2025-06-25,redwood National Park,T002,B0380,SC20,4
